,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,1.72,1.0,0.89
1,1.11,2.0,2.0
2,0.88,1.0,0.42
3,1.67,2.0,2.07
5,18.84,19.0,18.61
7,4.06,4.0,3.98
8,8.05,8.0,7.54
9,2.39,2.0,1.75
10,0.57,1.0,0.84
11,3.95,5.0,5.6
12,0.66,1.0,0.9
13,5.55,2.0,2.03
15,6.91,7.0,7.1
16,1.47,2.0,2.06
20,2.85,1.0,1.1
21,3.53,2.0,2.21
23,0.89,2.0,1.39
24,1.17,1.0,0.97
25,6.55,8.0,8.03
27,1.06,2.0,2.1
29,0.31,1.0,0.63
33,1.13,2.0,1.69
34,2.19,1.0,0.83
35,1.35,2.0,2.02
36,1.42,2.0,2.13
40,1.15,2.0,2.08
41,0.82,2.0,1.75
42,0.89,1.0,1.29
43,3.32,2.0,1.7
44,1.5,2.0,1.48
46,2.26,2.0,1.9
47,1.39,2.0,2.1
50,1.02,1.0,0.86
51,1.56,2.0,1.93
52,1.19,2.0,1.71
54,4.87,2.0,1.85
55,1.22,2.0,2.3
56,1.25,1.0,1.34
57,0.84,2.0,2.41
60,1.43,2.0,2.0
61,1.48,1.0,0.94
62,2.38,2.0,1.9
63,2.89,4.0,4.96
64,2.17,2.0,2.22
65,1.67,1.0,1.24
68,14.56,12.0,19.08
69,13.1,10.0,10.5
70,7.77,10.0,7.93
72,1.71,2.0,2.46
73,0.97,1.0,1.17
76,1.62,2.0,1.92
78,7.04,6.0,6.19
79,1.29,1.0,0.79
80,1.25,1.0,1.26
82,7.55,8.0,8.46
83,2.13,2.0,1.86
86,1.59,1.0,0.61
87,1.71,2.0,1.91
88,8.56,10.0,9.17
89,5.06,5.0,5.36
90,1.35,2.0,1.86
92,2.32,2.0,2.42
93,1.42,1.0,0.89
94,1.44,1.0,0.68
95,1.92,2.0,1.65
97,13.03,13.0,10.08
98,3.38,2.0,2.41
99,3.58,2.0,1.88
100,2.07,1.0,1.87
101,0.31,2.0,0.42
102,22.49,20.0,16.1
103,19.33,14.0,18.77
106,28.78,26.0,27.96
107,0.47,2.0,0.07
108,3.57,1.0,2.11
109,32.45,32.0,33.89
110,32.45,35.0,34.1
111,32.86,37.0,34.19
112,3.77,1.0,2.59
113,3.58,1.0,2.32
114,3.69,2.0,3.65
115,3.9,1.0,2.11
119,29.39,29.0,29.18
122,3.89,2.0,3.41
123,32.54,33.0,34.61
124,32.21,30.0,33.52
125,33.41,39.0,35.02
128,1.58,1.0,1.82
131,33.46,43.0,35.19
132,33.12,34.0,33.29
133,17.98,13.0,17.82
134,2.11,3.0,2.68
135,0.93,2.0,2.23
136,1.09,1.0,1.01
138,3.04,2.0,1.84
141,31.91,26.0,31.7
142,1.76,2.0,1.92
145,24.15,25.0,24.65
146,33.35,35.0,33.42
147,32.8,38.0,35.1
148,32.85,38.0,34.06
149,4.02,1.0,3.36
150,2.17,2.0,3.45
151,32.83,41.0,35.38
152,24.37,28.0,28.54
153,1.97,2.0,2.24
154,1.83,1.0,1.36
156,1.4,1.0,0.94
162,9.94,11.0,11.76
163,0.83,1.0,-0.04
164,1.52,2.0,1.57
165,11.86,15.0,15.2
166,4.22,6.0,6.7
167,7.89,7.0,6.61
170,0.51,2.0,1.52
171,0.61,1.0,0.69
172,0.81,1.0,1.41
173,7.71,7.0,7.0
174,15.06,17.0,17.19
175,0.9,1.0,1.06
176,21.93,19.0,19.69
177,1.87,1.0,1.08
178,1.8,2.0,1.98
180,1.15,1.0,0.89
182,7.26,7.0,6.89
184,1.15,1.0,0.93
187,10.81,13.0,10.85
188,7.47,7.0,7.2
189,1.7,2.0,2.13
190,9.96,9.0,9.15
191,1.23,1.0,0.8
192,1.14,1.0,1.08
193,9.23,9.0,10.38
194,1.59,1.0,1.31
195,1.5,2.0,2.6
197,2.37,1.0,1.08
198,2.11,2.0,1.93
199,1.37,1.0,1.14
200,3.34,2.0,1.91
201,3.14,1.0,1.31
202,2.9,2.0,1.85
203,1.43,1.0,0.9
204,4.24,1.0,1.37
205,1.99,2.0,2.25
206,1.7,1.0,0.95
207,2.99,2.0,1.9
