,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,1.38,1.0,1.16
1,1.66,2.0,2.15
2,1.24,1.0,1.16
5,18.03,19.0,19.68
7,4.1,4.0,3.78
8,9.23,8.0,8.21
10,1.3,1.0,1.44
11,4.27,5.0,6.14
12,1.17,1.0,1.15
14,11.45,14.0,11.7
15,7.03,7.0,6.78
17,1.15,1.0,1.17
18,2.84,2.0,2.2
19,1.98,2.0,2.2
20,1.96,1.0,1.18
23,1.6,2.0,2.16
24,1.19,1.0,1.15
25,8.35,8.0,7.3
26,2.16,3.0,2.47
27,2.39,2.0,2.18
29,1.77,1.0,1.2
30,1.49,2.0,2.12
31,1.66,2.0,2.12
32,1.69,1.0,1.17
33,1.05,2.0,2.19
34,1.32,1.0,1.16
36,1.48,2.0,2.13
37,1.35,1.0,1.15
41,1.09,2.0,2.24
42,0.77,1.0,1.27
43,2.2,2.0,2.18
44,1.89,2.0,2.15
45,1.39,1.0,1.16
47,1.33,2.0,2.19
48,0.7,1.0,1.28
49,1.46,2.0,2.15
50,1.07,1.0,1.23
51,1.42,2.0,2.14
52,1.38,2.0,2.16
55,2.99,2.0,2.24
56,0.56,1.0,1.31
57,1.81,2.0,2.17
58,0.99,1.0,1.12
59,1.96,2.0,2.18
63,3.71,4.0,5.68
64,2.17,2.0,2.3
65,1.7,1.0,1.17
66,1.13,1.0,1.28
67,7.32,7.0,7.84
68,15.31,12.0,22.1
69,13.1,10.0,10.65
70,9.04,10.0,10.05
71,8.58,9.0,10.34
72,1.51,2.0,1.97
73,0.73,1.0,0.77
75,10.41,9.0,10.67
78,5.93,6.0,7.33
79,1.04,1.0,1.23
83,1.91,2.0,2.06
85,5.87,6.0,7.25
86,0.57,1.0,0.14
87,1.43,2.0,1.97
88,9.87,10.0,9.79
89,5.32,5.0,5.17
91,1.58,1.0,1.25
92,1.73,2.0,2.12
93,0.75,1.0,1.08
94,0.89,1.0,1.3
95,1.96,2.0,1.89
97,14.08,13.0,11.06
98,2.38,2.0,1.81
99,2.81,2.0,1.9
101,-0.83,2.0,0.33
102,18.42,20.0,11.37
104,12.3,10.0,9.98
108,0.22,1.0,2.55
109,33.36,32.0,32.35
110,33.55,35.0,31.04
111,32.56,37.0,30.76
113,3.21,1.0,4.14
115,4.85,1.0,4.14
116,28.51,28.0,26.79
117,10.3,11.0,16.02
118,28.89,30.0,27.57
120,15.84,14.0,21.71
121,1.71,1.0,2.55
122,3.89,2.0,5.0
123,33.1,33.0,31.04
125,35.65,39.0,32.35
126,34.91,37.0,31.71
128,2.97,1.0,4.14
129,-1.48,1.0,-0.52
130,1.16,2.0,3.82
131,36.53,43.0,30.99
132,33.97,34.0,29.9
135,1.12,2.0,2.12
137,0.88,1.0,1.21
138,1.98,2.0,1.8
139,15.32,15.0,18.77
140,27.29,20.0,30.04
142,2.54,2.0,4.99
143,3.47,1.0,4.14
144,18.93,13.0,20.73
146,32.48,35.0,28.37
147,34.13,38.0,31.04
150,1.5,2.0,4.99
151,35.62,41.0,32.35
153,2.29,2.0,2.28
154,1.13,1.0,1.32
155,1.46,2.0,2.3
156,0.85,1.0,1.3
157,1.14,1.0,1.23
158,1.78,2.0,2.18
159,1.22,1.0,1.19
160,1.98,2.0,2.17
161,0.73,1.0,1.24
162,10.79,11.0,10.95
163,-0.25,1.0,-0.04
165,14.96,15.0,19.94
166,4.63,6.0,7.61
167,7.61,7.0,7.33
168,4.51,5.0,6.23
171,0.13,1.0,0.95
172,0.13,1.0,1.14
173,7.22,7.0,7.42
174,15.44,17.0,19.11
175,1.27,1.0,-0.52
176,17.93,19.0,23.4
177,1.09,1.0,1.24
183,4.6,2.0,2.29
185,1.47,1.0,1.19
186,8.54,9.0,8.85
187,11.8,13.0,9.77
189,2.31,2.0,2.18
190,8.73,9.0,7.66
191,0.49,1.0,1.35
192,0.66,1.0,1.32
193,9.89,9.0,9.59
194,1.56,1.0,1.3
195,1.15,2.0,2.23
197,1.99,1.0,1.24
198,2.09,2.0,2.26
200,2.59,2.0,2.6
202,2.28,2.0,2.14
203,1.06,1.0,1.15
204,2.71,1.0,1.57
205,1.74,2.0,2.46
206,1.14,1.0,1.35
208,2.22,1.0,1.19
209,2.29,2.0,2.18
210,0.88,1.0,1.2
211,1.14,2.0,2.29
213,0.47,1.0,1.18
214,1.36,2.0,2.14
215,1.42,1.0,1.21
216,1.98,2.0,2.14
220,1.38,1.0,1.18
222,1.36,1.0,1.31
224,2.11,1.0,1.18
225,2.86,4.0,3.61
226,1.16,2.0,2.24
228,5.23,5.0,5.73
230,6.72,7.0,6.86
233,1.68,1.0,1.1
234,0.86,2.0,2.16
236,2.33,2.0,2.49
237,8.69,8.0,8.65
238,8.76,8.0,7.89
239,7.27,7.0,6.95
242,22.29,25.0,23.78
244,7.31,8.0,7.32
247,1.36,2.0,2.39
248,2.53,2.0,2.0
249,27.72,27.0,27.64
250,15.15,17.0,12.37
252,20.77,22.0,20.9
255,1.33,1.0,1.39
257,32.25,32.0,31.12
258,22.78,22.0,22.66
259,19.14,21.0,21.31
263,27.39,28.0,27.04
264,21.08,20.0,20.89
266,25.43,27.0,25.99
268,2.0,2.0,1.89
269,2.05,1.0,1.7
270,28.51,34.0,32.44
271,26.8,32.0,32.1
272,18.09,1.0,1.97
273,10.9,2.0,2.34
275,3.2,1.0,1.78
279,32.55,33.0,32.3
280,36.15,41.0,33.19
281,33.16,34.0,32.52
284,2.84,2.0,2.26
285,32.29,31.0,31.44
286,32.46,32.0,30.92
287,29.81,30.0,29.58
289,0.84,2.0,2.08
290,1.53,2.0,2.0
292,34.53,33.0,32.08
293,30.61,32.0,32.23
297,0.1,1.0,1.78
298,28.17,29.0,28.92
299,30.13,30.0,31.53
301,27.99,28.0,28.18
302,27.48,29.0,28.26
303,0.93,2.0,2.1
304,1.23,1.0,1.78
306,30.27,30.0,29.54
308,27.39,28.0,28.37
309,30.9,31.0,31.49
311,1.88,1.0,1.78
312,33.59,32.0,31.31
313,30.99,31.0,31.28
314,28.95,30.0,29.57
315,37.13,42.0,33.19
317,1.94,2.0,2.0
318,3.0,1.0,1.91
319,34.63,34.0,32.87
321,30.09,29.0,28.82
323,28.8,29.0,28.35
324,2.0,1.0,1.08
325,2.9,2.0,1.99
326,33.39,32.0,31.31
328,2.47,1.0,2.05
330,25.52,26.0,28.04
331,1.11,1.0,1.1
333,18.01,20.0,22.07
334,12.27,13.0,10.54
336,21.88,19.0,19.47
337,24.0,25.0,24.99
338,1.94,1.0,1.45
339,2.48,2.0,2.08
340,23.3,24.0,25.13
341,31.07,31.0,31.34
343,22.58,22.0,21.71
344,11.5,11.0,9.39
345,2.16,2.0,2.52
346,1.13,1.0,1.2
347,3.36,2.0,2.5
348,8.93,9.0,8.03
349,4.79,6.0,5.93
350,3.27,3.0,3.35
351,29.78,30.0,31.24
352,2.36,2.0,2.39
353,1.2,2.0,2.4
354,1.03,1.0,1.35
355,33.18,35.0,32.98
356,28.07,29.0,29.03
358,9.3,10.0,8.85
360,2.67,2.0,2.19
361,4.32,5.0,5.99
362,13.55,12.0,8.39
363,6.1,6.0,5.76
