,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,1.21,1.0,0.98
3,1.73,2.0,2.76
7,7.26,4.0,6.07
8,13.0,8.0,6.01
12,2.05,1.0,1.31
16,0.35,2.0,2.58
17,1.49,1.0,1.59
18,3.58,2.0,1.97
21,3.69,2.0,2.48
26,4.28,3.0,3.13
38,0.31,2.0,2.03
39,3.31,1.0,1.57
43,4.8,2.0,1.2
45,1.41,1.0,0.76
46,2.56,2.0,1.55
48,1.03,1.0,1.3
50,1.2,1.0,0.71
51,1.42,2.0,2.21
55,2.15,2.0,1.83
56,1.32,1.0,1.91
58,0.87,1.0,1.48
60,2.39,2.0,2.43
61,2.68,1.0,1.82
62,3.06,2.0,1.25
66,1.45,1.0,0.99
68,14.64,12.0,27.19
73,0.25,1.0,-1.4
82,6.87,8.0,9.15
89,4.31,5.0,3.83
91,1.71,1.0,1.71
97,10.63,13.0,8.72
98,2.77,2.0,2.05
101,-3.36,2.0,-1.45
102,24.12,20.0,7.32
103,23.19,14.0,19.28
106,28.61,26.0,30.92
112,4.96,1.0,3.25
116,30.0,28.0,27.75
133,19.11,13.0,20.73
134,2.74,3.0,3.21
137,1.89,1.0,0.78
139,26.91,15.0,18.3
140,33.1,20.0,35.17
143,4.73,1.0,3.95
144,25.82,13.0,19.75
147,33.41,38.0,35.53
149,6.44,1.0,4.57
150,0.97,2.0,1.13
153,2.93,2.0,2.36
156,1.38,1.0,1.46
159,1.13,1.0,1.05
160,1.25,2.0,1.51
161,2.74,1.0,1.47
162,9.82,11.0,9.89
164,0.39,2.0,-0.76
165,11.54,15.0,22.31
170,-0.78,2.0,0.37
171,0.33,1.0,0.45
179,1.11,1.0,1.07
185,0.5,1.0,0.93
186,9.26,9.0,11.29
187,9.47,13.0,11.42
198,1.29,2.0,2.37
201,10.43,1.0,2.44
203,3.28,1.0,0.72
204,16.89,1.0,1.51
208,4.8,1.0,0.68
212,1.04,1.0,1.46
213,0.54,1.0,1.71
215,1.79,1.0,0.6
223,2.66,2.0,1.61
234,0.33,2.0,3.62
235,5.12,8.0,6.08
239,7.35,7.0,5.65
244,1.46,8.0,7.99
245,15.67,21.0,21.79
252,20.34,22.0,20.99
253,22.08,26.0,23.94
254,2.55,2.0,2.46
262,-1.91,2.0,1.38
263,23.1,28.0,24.73
266,24.87,27.0,25.05
267,25.48,26.0,24.66
268,3.97,2.0,1.63
274,24.25,2.0,2.37
275,4.51,1.0,1.63
281,35.1,34.0,34.53
282,0.92,2.0,1.75
292,34.29,33.0,32.36
293,27.71,32.0,32.39
299,28.73,30.0,32.87
300,30.62,30.0,30.47
301,25.74,28.0,29.37
306,25.03,30.0,29.16
310,4.87,2.0,2.37
313,26.31,31.0,32.76
316,4.56,2.0,2.44
317,1.99,2.0,1.29
319,33.26,34.0,33.84
322,31.09,33.0,31.42
324,2.05,1.0,0.14
325,3.25,2.0,2.16
333,18.27,20.0,25.6
341,32.58,31.0,32.13
350,5.15,3.0,4.78
357,22.03,23.0,26.89
360,2.44,2.0,2.23
361,5.86,5.0,4.66
362,20.87,12.0,7.61
363,6.14,6.0,5.33
364,5.65,1.0,2.09
