,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,13.23,0.0
1,12.23,0.02
2,13.72,0.0
3,16.63,0.01
6,15.98,0.01
8,19.55,0.01
9,13.75,0.06
11,38.47,0.0
13,22.98,0.13
14,24.72,0.0
15,18.2,0.02
16,20.59,0.21
17,14.45,0.18
18,38.85,0.01
20,13.38,0.01
21,18.94,0.0
22,18.26,0.02
23,16.54,0.0
24,16.24,0.0
25,14.77,0.02
26,36.5,0.0
27,13.65,0.0
28,14.78,0.08
29,13.38,0.01
31,13.23,0.01
34,14.23,0.04
35,40.42,0.01
36,17.73,0.09
38,12.82,0.0
40,13.04,0.01
41,16.47,0.34
42,15.64,0.02
43,15.8,0.03
44,12.73,0.0
46,16.7,0.25
47,15.88,0.28
49,15.91,0.04
50,15.19,0.06
51,15.19,0.02
53,13.1,0.07
56,15.0,0.13
57,16.54,0.33
59,12.61,0.01
60,13.1,0.11
61,21.66,0.03
62,12.32,0.0
63,12.32,0.01
65,19.63,0.03
66,19.63,0.04
68,16.39,0.03
69,13.54,0.01
70,18.36,0.03
71,13.54,0.02
72,11.83,0.0
77,12.03,0.01
78,11.65,0.01
79,14.11,0.01
80,13.34,0.0
81,16.38,0.03
83,16.19,0.32
84,11.93,0.64
85,15.24,0.17
88,14.96,0.03
89,15.5,0.17
90,15.91,0.02
91,17.15,0.4
92,17.15,0.4
94,17.15,0.33
96,41.06,0.04
97,13.95,0.17
98,13.95,0.31
99,13.95,0.21
100,12.63,0.74
101,13.95,0.59
102,12.85,0.05
103,12.85,0.01
104,16.43,0.08
107,39.47,0.02
108,13.96,0.01
110,13.02,0.05
112,12.45,0.01
115,16.03,0.06
116,13.92,0.0
117,15.5,0.26
118,11.93,0.01
119,11.93,0.02
120,14.66,0.39
121,11.93,0.01
123,14.53,0.02
124,19.05,0.04
125,39.47,0.16
126,21.05,0.02
127,21.05,0.16
131,16.84,0.01
132,11.92,0.01
133,11.88,0.06
134,12.05,0.05
136,13.0,0.01
137,16.38,0.04
138,17.89,0.35
140,16.21,0.01
142,15.63,0.01
143,41.19,0.02
145,13.0,0.01
146,12.61,0.01
147,17.78,0.0
149,16.19,0.02
152,17.45,0.49
153,12.45,0.09
154,13.39,0.02
155,13.39,0.12
156,13.39,0.06
159,14.9,0.03
160,40.18,0.02
162,16.43,0.09
164,11.88,0.01
165,14.8,0.05
166,17.89,0.03
168,14.3,0.0
169,16.43,0.1
170,12.05,0.17
171,16.21,0.0
172,17.88,0.02
173,40.1,0.01
174,13.36,0.02
