,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
4,6.6,4.0,3.97
6,4.32,4.0,4.95
14,8.83,4.0,-4.29
17,5.19,5.0,4.41
18,5.46,4.0,3.96
19,5.53,5.0,2.64
22,0.78,5.0,-0.53
26,6.07,5.0,1.58
28,9.87,4.0,5.37
30,3.21,4.0,2.01
31,5.35,5.0,3.57
32,5.7,4.0,1.92
37,9.8,4.0,2.32
38,18.76,17.0,19.63
39,19.85,19.0,24.98
45,10.52,4.0,3.66
48,14.34,14.0,15.4
49,13.08,10.0,6.08
53,32.05,32.0,30.01
58,17.08,7.0,6.44
59,20.57,34.0,32.23
66,24.55,10.0,10.85
67,41.15,42.0,40.4
71,36.33,54.0,38.05
74,39.87,34.0,40.62
75,45.58,41.0,48.31
77,28.24,40.0,22.89
81,43.6,43.0,43.29
84,40.25,46.0,40.98
85,37.22,51.0,35.57
91,35.42,39.0,32.0
96,54.63,48.0,49.61
104,50.99,61.0,55.57
105,46.53,63.0,49.06
116,78.07,79.0,78.26
117,54.35,77.0,63.62
118,80.01,79.0,86.89
120,73.69,54.0,64.46
121,57.62,23.0,36.83
126,79.02,104.0,91.2
127,79.02,99.0,89.26
129,58.01,61.0,24.95
130,74.3,58.0,47.11
137,31.71,23.0,27.25
139,76.1,56.0,61.99
140,77.99,62.0,72.18
143,77.26,52.0,41.77
144,60.98,74.0,60.66
155,22.67,28.0,27.2
157,20.78,9.0,12.48
158,16.33,20.0,29.16
159,15.08,23.0,22.56
160,27.07,19.0,23.01
161,24.3,30.0,29.6
168,30.4,38.0,27.55
169,29.69,24.0,28.84
179,16.7,25.0,27.6
181,36.61,27.0,37.12
183,27.97,18.0,28.03
185,22.53,15.0,22.72
186,40.39,36.0,41.81
196,12.61,23.0,25.7
208,11.15,9.0,14.38
209,8.7,4.0,5.0
210,9.68,14.0,16.31
211,7.03,7.0,4.52
214,9.22,5.0,4.97
216,6.29,12.0,10.46
217,5.69,6.0,6.98
218,4.98,4.0,0.9
221,7.28,5.0,4.31
226,6.34,4.0,3.37
233,7.04,5.0,9.85
234,9.81,4.0,6.78
248,21.22,43.0,36.66
250,15.76,13.0,9.54
254,20.25,36.0,34.66
256,23.56,53.0,42.23
257,43.96,47.0,59.45
261,43.19,43.0,58.14
263,37.98,52.0,62.42
265,23.3,39.0,41.63
267,27.06,18.0,14.03
270,51.86,78.0,74.91
271,51.91,57.0,69.93
275,63.55,5.0,25.61
276,67.95,68.0,28.52
282,56.89,51.0,61.57
289,44.45,46.0,54.27
290,60.44,50.0,55.02
293,67.81,62.0,71.26
295,69.15,80.0,75.92
296,51.53,51.0,53.11
301,57.75,36.0,46.41
303,43.09,47.0,51.91
304,60.3,37.0,50.72
305,69.36,74.0,72.22
314,53.25,63.0,59.79
320,59.63,52.0,60.84
321,56.43,55.0,53.9
325,56.2,63.0,57.21
326,69.36,78.0,73.39
327,68.88,68.0,70.83
328,67.81,57.0,58.75
334,10.46,15.0,3.7
338,10.11,4.0,5.83
339,27.68,33.0,34.55
345,1.64,5.0,1.24
348,5.83,5.0,4.44
358,4.8,5.0,5.8
359,2.57,4.0,2.73
