,“ú•Ê
1,inf
2,inf
6,inf
7,inf
9,inf
16,inf
17,inf
18,inf
19,inf
26,inf
29,26.48
30,80.61
31,inf
32,78.74
38,inf
41,inf
44,62.04
45,inf
54,303.06
55,24.73
56,5.98
59,inf
61,22.03
66,inf
68,20.47
72,30.5
73,inf
79,54.73
84,13.3
91,37.21
98,24.88
99,16.59
100,13.78
101,inf
103,1.39
105,27.68
107,8.61
119,3.68
120,28.44
122,inf
124,11.82
129,54.66
130,18.89
138,6.88
140,3.79
141,6.73
142,1.92
144,10.18
146,1.01
151,6.77
153,51.72
154,4.21
155,32.05
163,5.72
166,18.57
171,inf
178,64.19
180,10.34
181,23.58
185,inf
186,23.16
190,2.33
192,inf
202,90.22
209,25.6
212,30.94
213,inf
215,inf
217,41.99
221,inf
235,inf
239,inf
240,19.91
243,inf
249,inf
251,inf
254,inf
255,inf
266,inf
269,inf
272,inf
274,inf
275,inf
276,inf
280,85.61
282,inf
283,inf
286,inf
287,40.58
288,inf
292,328.1
296,inf
298,70.74
301,31.08
307,37.9
309,inf
312,inf
314,inf
328,78.52
329,22.39
332,inf
333,inf
339,inf
343,inf
344,inf
346,inf
350,79.31
353,inf
357,inf
358,inf
363,inf
