,“ú•Ê
0,16.33
3,inf
4,inf
5,inf
8,inf
10,inf
11,inf
12,inf
13,inf
14,inf
15,inf
20,inf
21,inf
22,22.87
23,inf
24,inf
25,15.93
27,inf
28,inf
33,2.12
34,1.39
35,8.31
36,4.82
37,5.14
39,2.09
40,0.55
42,inf
43,12.17
46,6.73
47,0.65
48,2.05
49,8.86
50,7.13
51,35.51
52,inf
53,2.95
57,1.8
58,4.8
60,2.29
62,1.93
63,1.35
64,7.46
65,5.27
67,8.86
69,2.27
70,0.95
71,5.43
74,4.34
75,1.82
76,12.33
77,12.16
78,2.48
80,inf
81,4.6
82,8.0
83,4.83
85,3.68
86,9.2
87,inf
88,7.44
89,0.67
90,39.67
92,4.22
93,6.99
94,inf
95,17.35
96,1.02
97,3.36
102,0.24
104,2.19
106,11.17
108,inf
109,13.68
110,0.98
111,1.36
112,1.95
113,1.67
114,16.4
115,inf
116,1.39
117,3.04
118,3.07
121,1.2
123,3.87
125,3.5
126,3.09
127,1.59
128,11.85
131,6.48
132,4.44
133,0.47
134,1.83
135,6.9
136,inf
137,2.43
139,0.63
143,inf
145,2.49
147,1.01
148,3.32
149,10.75
150,inf
152,2.03
156,1.69
157,inf
158,7.91
159,1.94
160,0.14
161,6.63
162,1.02
164,42.63
165,1.47
167,1.42
168,1.31
169,2.69
170,1.73
172,0.26
173,0.48
174,4.64
175,0.13
176,2.85
177,2.45
179,3.65
182,1.68
183,0.82
184,3.43
187,4.62
188,1.58
189,5.17
191,1.11
193,3.83
194,6.91
195,8.69
196,3.23
197,5.99
198,14.03
199,inf
200,12.17
201,inf
203,13.71
204,20.58
205,11.68
206,inf
207,83.04
208,7.49
210,inf
211,12.07
214,inf
216,inf
218,9.32
219,inf
220,42.63
222,0.54
223,inf
224,12.06
225,inf
226,0.97
227,inf
228,9.61
229,18.8
230,inf
231,10.22
232,13.49
233,inf
234,inf
236,inf
237,inf
238,inf
241,inf
242,inf
244,inf
245,2.26
246,inf
247,inf
248,inf
250,inf
252,inf
253,inf
256,inf
257,inf
258,inf
259,inf
260,inf
261,inf
262,inf
263,inf
264,inf
265,inf
267,inf
268,inf
270,inf
271,inf
273,inf
277,inf
278,12.05
279,31.14
281,4.24
284,19.36
285,1.07
289,inf
290,inf
291,4.5
293,32.45
294,29.36
295,18.82
297,inf
299,5.49
300,3.83
302,20.92
303,11.69
304,inf
305,34.76
306,0.26
308,inf
310,inf
311,inf
313,inf
315,42.18
316,3.83
317,11.14
318,inf
319,9.57
320,4.08
321,9.41
322,26.79
323,inf
324,inf
325,inf
326,22.35
327,39.02
330,11.88
331,13.97
334,inf
335,inf
336,inf
337,73.85
338,inf
340,inf
341,18.77
342,inf
345,inf
347,inf
348,23.23
349,inf
351,inf
352,inf
354,inf
355,19.92
356,inf
359,inf
360,inf
361,inf
362,inf
364,inf
