,“ú•Ê
0,14.95
1,inf
2,inf
4,inf
5,inf
7,inf
8,inf
9,inf
10,inf
13,inf
15,inf
16,inf
17,inf
21,inf
22,12.6
25,13.99
26,inf
27,inf
28,inf
30,4.43
32,0.63
33,1.61
34,0.52
35,7.09
36,6.18
38,inf
41,inf
42,inf
45,inf
46,1.18
47,1.22
48,1.65
49,1.67
50,0.9
52,inf
53,2.17
54,11.51
55,3.03
56,0.99
57,0.34
61,1.53
62,0.41
64,8.51
65,0.69
66,inf
68,1.64
69,2.02
70,2.42
71,3.93
72,1.68
73,inf
75,1.2
76,1.32
77,2.98
78,2.49
80,inf
82,2.36
84,0.85
86,2.64
87,inf
90,24.62
91,4.37
93,2.34
94,inf
96,4.31
98,0.06
102,0.94
103,0.88
104,0.55
105,1.38
106,5.85
107,0.65
108,inf
110,2.95
111,0.31
112,2.35
114,12.59
116,2.13
118,1.21
119,0.22
121,3.33
122,inf
123,3.99
124,2.19
127,2.41
128,4.86
129,19.46
131,5.21
133,1.59
134,0.21
137,0.87
138,0.38
139,1.76
140,5.0
141,5.9
142,4.41
143,inf
144,0.28
146,0.0
148,0.95
149,11.48
151,3.17
153,2.55
154,8.57
155,5.21
156,3.03
157,inf
158,0.69
159,0.76
162,5.03
164,1.49
166,0.21
167,0.45
168,0.09
169,4.89
171,inf
172,1.92
173,0.97
174,0.12
175,1.33
176,0.19
178,17.34
179,0.43
180,0.92
181,1.38
183,1.51
184,4.09
187,1.39
189,2.23
191,0.88
192,inf
193,0.06
194,0.17
195,7.88
196,2.5
197,1.18
198,0.6
199,inf
201,inf
202,3.17
204,12.66
205,2.55
207,4.05
208,8.25
209,6.98
210,inf
211,8.86
212,3.61
213,inf
215,inf
218,23.09
220,2.32
221,inf
222,4.74
224,5.95
225,inf
226,0.94
228,3.96
230,inf
231,4.9
232,2.17
234,inf
235,inf
236,inf
237,inf
239,inf
240,5.82
241,inf
242,inf
243,inf
244,inf
245,11.64
246,inf
247,inf
248,inf
251,inf
252,inf
253,inf
257,inf
259,inf
260,inf
261,inf
263,inf
264,inf
265,inf
266,inf
267,inf
268,inf
269,inf
270,inf
271,inf
272,inf
275,inf
276,inf
277,inf
278,2.6
279,25.27
280,3.53
282,inf
283,inf
284,1.0
286,inf
287,11.28
288,inf
289,inf
290,inf
291,6.04
292,26.45
293,128.59
294,10.0
297,inf
299,5.81
301,51.2
302,33.12
303,6.61
304,inf
305,27.1
308,inf
314,inf
315,35.97
316,10.62
317,9.6
318,inf
319,3.05
320,0.39
321,2.52
323,inf
325,inf
326,1.61
328,11.98
330,7.61
331,4.13
332,inf
335,inf
336,inf
337,6.91
339,inf
342,inf
343,inf
344,inf
345,inf
347,inf
348,5.92
349,inf
352,inf
353,inf
354,inf
355,6.83
357,inf
358,inf
360,inf
361,inf
362,inf
364,inf
