,“ú•Ê
0,7.08
1,inf
2,inf
3,inf
4,inf
7,inf
14,inf
17,inf
18,inf
30,75.68
34,1.18
35,14.51
38,inf
40,36.9
42,inf
47,14.95
50,49.16
57,28.08
66,inf
81,30.8
82,32.14
83,14.62
86,2.87
87,inf
89,38.64
95,86.21
99,4.86
101,inf
104,13.18
105,15.07
106,15.71
108,inf
110,6.4
111,0.72
113,3.02
116,4.75
117,47.12
121,1.5
126,0.96
129,57.39
133,8.28
134,17.77
138,7.08
139,7.89
144,18.93
148,14.1
151,13.34
159,20.43
160,18.08
164,96.68
167,13.91
168,3.28
176,9.11
178,77.74
181,15.15
185,inf
186,8.35
195,41.0
196,0.33
201,inf
202,46.23
203,69.0
210,inf
214,inf
215,inf
220,205.45
226,52.48
228,55.82
229,97.69
230,inf
236,inf
237,inf
242,inf
243,inf
251,inf
253,inf
255,inf
256,inf
264,inf
268,inf
270,inf
274,inf
279,82.81
281,55.7
282,inf
283,inf
284,24.16
285,36.75
288,inf
290,inf
292,439.66
296,inf
305,70.08
306,24.81
309,inf
316,85.18
318,inf
322,18.03
323,inf
326,35.41
327,80.82
329,22.34
331,42.21
334,inf
335,inf
341,34.66
347,inf
354,inf
359,inf
362,inf
364,inf
