,“ú•Ê
0,153.27
4,inf
8,inf
13,inf
14,inf
19,inf
22,98.11
33,5.81
39,11.83
40,18.43
41,inf
43,177.3
45,inf
47,13.8
49,50.35
50,46.88
51,305.44
53,1.23
56,18.34
58,8.0
62,10.5
68,23.75
71,30.64
73,inf
74,19.11
75,23.83
81,40.14
85,23.8
89,38.26
93,17.9
95,77.46
96,8.84
108,inf
115,inf
116,13.65
117,37.16
119,2.94
128,50.8
132,9.72
135,8.12
137,31.78
142,16.12
143,inf
151,0.77
152,15.14
153,34.19
157,inf
161,79.87
162,17.5
165,28.77
166,26.47
167,20.28
169,4.38
176,18.91
177,49.31
180,2.56
181,24.82
183,40.0
184,21.42
188,7.48
197,40.24
198,154.44
202,7.82
203,110.34
208,5.84
210,inf
212,38.49
213,inf
218,106.79
219,inf
222,93.16
229,102.45
233,inf
239,inf
247,inf
250,inf
258,inf
261,inf
264,inf
268,inf
269,inf
275,inf
277,inf
281,16.08
287,186.61
305,143.51
311,inf
312,inf
315,212.63
317,74.59
318,inf
319,37.03
320,78.81
321,181.15
324,inf
327,194.66
329,40.0
332,inf
333,inf
335,inf
336,inf
339,inf
341,14.35
342,inf
344,inf
346,inf
349,inf
351,inf
353,inf
362,inf
364,inf
