,“ú•Ê
3,inf
6,inf
11,inf
12,inf
14,inf
18,inf
19,inf
20,inf
23,inf
24,inf
29,23.21
31,inf
37,9.78
39,4.64
40,57.22
43,177.82
44,34.74
51,280.2
58,7.16
59,inf
60,13.51
63,16.02
67,29.46
74,31.38
79,52.84
81,16.24
83,31.3
85,1.48
88,15.28
89,38.95
92,46.95
95,103.68
97,0.33
99,22.79
100,15.75
101,inf
109,16.99
113,1.75
115,inf
117,42.92
120,18.65
125,13.75
126,0.33
130,5.19
132,11.42
135,26.73
136,inf
145,32.51
147,0.27
150,inf
152,21.74
160,16.05
161,78.73
163,3.79
165,27.83
170,2.61
177,13.12
182,7.17
185,inf
186,26.94
188,13.15
190,34.42
200,163.22
203,55.94
206,inf
214,inf
216,inf
217,46.13
219,inf
223,inf
227,inf
229,101.64
233,inf
238,inf
249,inf
250,inf
254,inf
255,inf
256,inf
258,inf
262,inf
273,inf
274,inf
281,48.47
285,19.06
295,47.49
296,inf
298,57.01
300,10.16
306,6.44
307,55.21
309,inf
310,inf
311,inf
312,inf
313,inf
322,32.38
324,inf
327,220.45
329,28.5
333,inf
334,inf
338,inf
340,inf
341,114.51
346,inf
350,14.02
351,inf
356,inf
359,inf
363,inf
