,“ú•Ê
8,inf
12,inf
23,inf
26,inf
28,inf
29,72.79
33,19.45
35,0.75
37,4.26
47,11.85
52,inf
53,23.21
54,317.88
57,25.72
61,30.04
63,11.94
67,33.61
70,34.02
74,14.37
77,69.14
80,inf
81,18.73
86,27.24
88,10.27
95,132.87
96,26.83
104,7.92
108,inf
113,6.24
118,14.98
119,19.22
127,3.18
130,25.81
133,4.95
135,21.03
139,18.03
142,7.15
143,inf
147,17.58
148,24.42
149,25.27
151,14.1
154,6.98
155,31.34
163,47.54
166,23.61
169,3.58
173,5.24
176,3.77
178,60.94
179,41.87
183,75.69
185,inf
186,11.47
189,3.75
196,18.2
197,30.36
200,6.36
201,inf
212,42.32
216,inf
217,23.26
218,189.03
221,inf
222,14.32
226,39.17
227,inf
233,inf
234,inf
238,inf
239,inf
241,inf
242,inf
243,inf
246,inf
251,inf
252,inf
253,inf
257,inf
258,inf
259,inf
261,inf
266,inf
272,inf
273,inf
274,inf
275,inf
276,inf
278,14.62
281,49.86
287,123.36
290,inf
291,22.6
292,495.34
294,101.32
300,21.93
304,inf
308,inf
312,inf
318,inf
324,inf
325,inf
327,222.66
329,48.35
336,inf
338,inf
345,inf
354,inf
359,inf
361,inf
362,inf
