,“ú•Ê
0,12.15
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
9,inf
10,inf
11,inf
13,inf
14,inf
15,inf
16,inf
17,inf
18,inf
19,inf
20,inf
21,inf
22,21.96
24,inf
25,5.1
27,inf
30,8.0
31,inf
32,13.73
34,0.48
36,11.67
38,inf
39,3.8
40,2.62
41,inf
42,inf
43,12.26
44,6.93
45,inf
46,3.86
48,2.49
49,7.54
50,2.81
51,30.96
55,4.34
56,1.67
58,1.62
59,inf
60,3.66
62,1.79
64,16.68
65,3.41
66,inf
68,2.05
69,3.97
71,3.95
72,3.73
73,inf
75,2.37
76,8.52
78,3.96
79,8.04
82,0.93
83,3.8
84,4.47
85,2.38
87,inf
89,0.16
90,56.1
91,16.9
92,11.11
93,0.76
94,inf
97,0.18
98,0.99
99,3.52
100,0.66
101,inf
102,0.46
103,0.7
105,0.42
106,5.5
107,6.77
109,9.84
110,0.22
111,2.83
112,0.41
114,8.59
115,inf
116,0.94
117,2.99
120,1.9
121,3.65
122,inf
123,3.26
124,1.33
125,3.29
126,0.24
128,1.35
129,8.58
131,4.44
132,3.99
134,3.23
136,inf
137,2.89
138,2.06
140,4.1
141,6.27
144,0.53
145,11.99
146,5.21
150,inf
152,1.68
153,5.15
156,9.02
157,inf
158,5.4
159,1.05
160,2.69
161,20.41
162,3.96
164,0.06
165,5.64
167,1.77
168,3.28
170,4.28
171,inf
172,0.62
174,0.38
175,3.63
177,1.03
180,0.18
181,5.96
182,0.23
184,0.4
187,2.97
188,3.55
190,5.65
191,3.4
192,inf
193,1.75
194,0.13
195,7.75
198,15.56
199,inf
202,8.32
203,8.34
204,18.88
205,15.08
206,inf
207,21.36
208,12.85
209,15.92
210,inf
211,1.91
213,inf
214,inf
215,inf
219,inf
220,12.28
223,inf
224,11.44
225,inf
228,10.69
229,15.46
230,inf
231,8.06
232,0.7
235,inf
236,inf
237,inf
240,4.55
244,inf
245,25.17
247,inf
248,inf
249,inf
250,inf
254,inf
255,inf
256,inf
260,inf
262,inf
263,inf
264,inf
265,inf
267,inf
268,inf
269,inf
270,inf
271,inf
277,inf
279,33.51
280,8.17
282,inf
283,inf
284,3.71
285,15.64
286,inf
288,inf
289,inf
293,93.36
295,17.1
296,inf
297,inf
298,16.14
299,3.49
301,15.61
302,42.01
303,26.76
305,75.41
306,4.31
307,5.48
309,inf
310,inf
311,inf
313,inf
314,inf
315,44.96
316,9.9
317,16.87
319,6.92
320,2.4
321,16.78
322,21.79
323,inf
326,14.49
328,16.71
330,14.22
331,0.56
332,inf
333,inf
334,inf
335,inf
337,74.29
339,inf
340,inf
341,10.57
342,inf
343,inf
344,inf
346,inf
347,inf
348,27.45
349,inf
350,14.14
351,inf
352,inf
353,inf
355,14.0
356,inf
357,inf
358,inf
360,inf
363,inf
364,inf
