,ì˙ï ,é¿ê—
8,-3.8519720137765283,0.0
12,-0.5819772548942386,0.0
23,5.333385823167656,0.0
26,3.82502940915282,0.0
28,6.41153590783024,0.0
29,1.6324285377133203,6.0
33,9.666505485997627,12.0
35,5.0372914769367165,5.0
37,19.80878653369208,19.0
47,17.630650737608526,20.0
52,0.3681358333159698,0.0
53,23.410435238870605,19.0
54,29.25192107509556,7.0
57,14.85696361927561,20.0
61,14.691223404322153,21.0
63,22.388033703315145,20.0
67,25.38639005356557,19.0
70,23.752115931512495,36.0
74,24.832940462676298,29.0
77,18.605844450766707,11.0
80,1.0125403308890601,0.0
81,30.07096802835465,37.0
86,10.913705788776277,15.0
88,31.97883663628347,29.0
95,27.943848237424156,12.0
96,31.70789418512903,25.0
104,29.13854447118554,27.0
108,12.324419256085507,0.0
113,43.130553535203326,46.0
118,44.212367233661844,52.0
119,44.429723574730666,55.0
127,49.37572959304086,51.0
130,51.582359308711744,41.0
133,34.21927317251027,36.0
135,17.372863979884812,22.0
139,48.39177021067343,41.0
142,34.28682919791559,32.0
143,8.915957836462944,0.0
147,44.50737993649169,54.0
148,40.81547396244731,54.0
149,32.88115618229884,44.0
151,54.9760149343081,64.0
154,10.698406196528866,10.0
155,10.298978583998888,15.0
163,7.344246225335008,14.0
166,21.013635726858965,17.0
169,13.498350461479463,14.0
173,21.79511883988638,23.0
176,26.98039084830176,26.0
178,2.733953633640888,7.0
179,7.557211675495,13.0
183,17.56894062617418,10.0
185,3.221283058022515,0.0
186,22.13154048706119,25.0
189,12.450432690905485,12.0
196,9.816574253522022,12.0
197,18.250839362256794,14.0
200,3.190703183370664,3.0
201,0.9611724122799501,0.0
212,6.921274046497293,12.0
216,1.1599786538612806,0.0
217,9.208469234637263,12.0
218,8.670797460159074,3.0
221,3.9351947173970916,0.0
222,3.4271843513264937,4.0
226,6.691236976365711,11.0
227,1.088255144245534,0.0
233,5.281219370288695,0.0
234,1.2002932168159386,0.0
238,2.327060134756949,0.0
239,3.033606500321514,0.0
241,-3.1056823467216415,0.0
242,-0.29222184642207094,0.0
243,0.43110280169169723,0.0
246,2.0182933125178963,0.0
251,2.025176771372127,0.0
252,1.2020337801941896,0.0
253,-0.06705902181392363,0.0
257,4.121085834723271,0.0
258,1.404521274498651,0.0
259,0.8446472989917811,0.0
261,3.791802911301407,0.0
266,-1.1252088656667978,0.0
272,-0.7802356323446591,0.0
273,-0.16820346585710869,0.0
274,2.862074627781701,0.0
275,3.6214491950263845,0.0
276,-0.3974421657501972,0.0
278,5.97683916315226,7.0
281,4.011481590146326,8.0
287,-0.4672835260734924,2.0
290,0.10719443915210708,0.0
291,5.4181039876236525,7.0
292,5.953378334633104,1.0
294,4.0263855285360854,2.0
300,6.245839233402666,8.0
304,-0.7372011401385055,0.0
308,1.667249082643298,0.0
312,5.324387916260566,0.0
318,-0.6825335004466035,0.0
324,8.227883998279442,0.0
325,1.5606407352072458,0.0
327,9.679867322932989,3.0
329,7.417435608947916,5.0
336,1.3942273342151112,0.0
338,1.802835378372567,0.0
345,6.671537100754667,0.0
354,2.8670342441426717,0.0
359,1.2570330736183986,0.0
361,3.7623233791432704,0.0
362,-1.037548047434785,0.0
