,“ú•Ê
5,inf
6,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
15,inf
16,inf
19,inf
20,inf
21,inf
22,41.45
23,inf
24,inf
25,7.06
26,inf
27,inf
28,inf
29,12.37
31,inf
32,8.84
33,4.87
36,17.06
37,4.91
39,3.63
41,inf
43,44.72
44,15.46
45,inf
46,0.44
48,6.36
49,21.57
51,54.02
52,inf
53,5.01
54,80.69
55,20.94
56,8.29
58,4.2
59,inf
60,8.5
61,5.9
62,3.55
63,12.22
64,25.96
65,7.87
67,14.76
68,9.8
69,7.8
70,10.1
71,10.77
72,13.52
73,inf
74,4.06
75,5.89
76,23.99
77,28.18
78,6.66
79,21.23
80,inf
84,3.61
85,11.92
88,7.37
90,111.38
91,21.59
92,22.7
93,0.34
94,inf
96,8.28
97,0.08
98,0.13
100,1.79
102,1.44
103,1.34
107,9.75
109,19.92
112,0.43
114,23.19
115,inf
118,5.31
119,5.73
120,5.44
122,inf
123,5.03
124,3.4
125,6.79
127,3.85
128,4.34
130,0.52
131,13.36
132,6.37
135,16.24
136,inf
137,6.89
140,6.78
141,7.17
142,0.78
143,inf
145,28.26
146,1.97
147,1.67
149,16.3
150,inf
152,5.69
153,12.4
154,23.45
155,24.12
156,46.53
157,inf
158,5.41
161,32.59
162,1.02
163,12.13
165,6.56
166,2.74
169,3.12
170,0.13
171,inf
172,4.04
173,2.58
174,5.2
175,15.32
177,1.88
179,11.43
180,11.11
182,6.99
183,4.51
184,0.02
187,3.85
188,6.16
189,1.09
190,4.23
191,16.13
192,inf
193,8.77
194,5.13
197,6.15
198,57.6
199,inf
200,4.51
204,11.49
205,31.84
206,inf
207,36.48
208,5.84
209,2.98
211,8.62
212,16.54
213,inf
216,inf
217,15.86
218,65.28
219,inf
221,inf
222,29.88
223,inf
224,27.02
225,inf
227,inf
231,11.48
232,20.14
233,inf
234,inf
235,inf
238,inf
239,inf
240,32.61
241,inf
244,inf
245,70.75
246,inf
247,inf
248,inf
249,inf
250,inf
252,inf
254,inf
257,inf
258,inf
259,inf
260,inf
261,inf
262,inf
263,inf
265,inf
266,inf
267,inf
269,inf
271,inf
272,inf
273,inf
275,inf
276,inf
277,inf
278,23.39
280,31.72
286,inf
287,49.44
289,inf
291,0.66
293,96.51
294,98.78
295,5.0
297,inf
298,32.07
299,4.5
300,15.73
301,15.23
302,119.15
303,50.44
304,inf
307,0.87
308,inf
310,inf
311,inf
312,inf
313,inf
314,inf
315,95.3
317,23.5
319,19.71
320,3.2
321,0.36
324,inf
325,inf
328,31.74
330,26.44
332,inf
333,inf
336,inf
337,127.16
338,inf
339,inf
340,inf
342,inf
343,inf
344,inf
345,inf
346,inf
348,99.1
349,inf
350,15.89
351,inf
352,inf
353,inf
355,35.26
356,inf
357,inf
358,inf
360,inf
361,inf
363,inf
