,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,1.86,0.34
1,10.13,0.28
3,16.32,0.14
4,11.34,0.58
6,5.47,2.56
7,2.44,0.01
8,8.16,0.1
9,15.88,0.01
10,63.3,1.23
11,8.7,0.17
12,5.97,0.84
13,3.74,0.52
14,16.85,1.1
15,3.86,0.03
18,28.96,1.28
19,18.91,1.47
21,15.83,1.19
23,54.24,2.02
25,4.38,2.31
26,31.03,2.43
27,14.57,1.87
30,7.3,1.66
31,2.79,1.64
32,17.07,1.2
33,36.95,1.73
34,8.68,0.04
35,0.2,0.98
36,10.25,0.15
37,2.02,1.28
38,17.3,0.63
39,0.01,1.21
40,3.62,0.4
41,13.97,0.58
42,5.34,1.66
45,15.28,0.53
46,6.97,0.47
47,3.03,1.68
48,10.58,1.03
49,0.53,0.62
50,7.22,0.54
53,0.5,0.08
54,9.03,3.04
56,10.62,0.66
57,7.48,0.13
58,5.95,1.23
59,0.1,1.63
60,25.83,2.01
61,8.4,0.13
62,1.38,0.42
63,0.7,0.39
64,1.9,1.49
65,3.58,0.49
67,3.19,0.46
68,0.38,0.13
69,0.55,0.03
70,3.38,2.97
71,2.25,2.76
72,7.71,1.04
73,4.9,0.25
74,6.54,0.57
75,6.97,0.19
79,4.71,0.56
82,2.8,0.2
83,1.87,0.34
84,0.29,0.25
87,7.66,0.61
88,1.29,1.15
90,11.41,1.93
91,4.39,0.55
92,2.99,1.37
93,5.81,0.07
94,9.82,0.15
95,8.93,0.2
96,39.73,0.5
97,0.87,1.42
98,17.52,0.79
99,22.31,0.08
101,22.91,1.71
104,3.45,0.15
105,3.84,0.42
107,46.12,1.55
110,14.63,1.93
111,3.35,0.03
112,94.78,0.71
113,24.52,0.08
114,35.09,6.91
116,1.97,0.28
117,1.81,0.86
118,6.53,0.58
119,9.66,1.2
121,22.22,1.29
122,217.26,16.93
124,11.13,0.66
126,15.03,2.26
127,5.67,0.07
128,5.89,1.41
131,9.04,0.07
133,6.82,0.66
134,1.19,0.38
135,1.9,0.0
137,4.48,0.95
139,15.05,1.2
140,60.57,8.53
142,9.49,0.18
145,16.86,0.76
146,29.19,4.39
147,0.2,0.64
149,3.72,4.47
150,37.53,0.44
151,18.79,3.48
153,26.95,2.12
154,0.7,0.27
156,8.02,1.08
157,5.33,1.0
158,1.54,0.85
159,1.91,0.92
162,3.88,0.56
163,16.88,0.85
164,18.97,0.57
165,1.55,0.56
168,14.1,0.17
170,11.63,0.27
171,inf,inf
172,45.82,2.85
174,2.83,0.73
175,26.71,6.59
176,15.25,0.23
178,5.57,0.05
179,7.18,2.4
180,0.38,0.53
181,4.11,1.06
182,5.43,0.04
184,21.56,0.23
186,1.07,0.52
187,7.0,1.04
189,11.79,1.03
190,1.06,1.21
191,1.39,0.08
192,4.76,0.69
194,1.15,0.96
195,8.91,1.8
196,5.86,0.17
197,12.64,1.18
198,8.5,0.7
200,14.4,0.36
201,3.7,1.3
202,0.46,1.83
203,4.21,0.96
204,4.58,1.37
206,3.32,1.1
207,6.94,1.56
208,8.98,0.21
210,4.74,2.14
212,9.87,0.33
214,1.42,2.3
215,10.54,0.82
216,11.95,0.54
217,1.41,0.82
219,8.1,0.74
225,8.1,0.1
226,2.4,1.08
227,2.01,0.61
228,0.23,0.11
230,6.27,0.8
232,16.83,0.87
233,9.75,0.41
235,7.19,1.25
236,1.56,0.85
239,8.84,1.24
242,11.48,0.57
244,5.5,0.22
245,0.99,1.24
246,6.0,0.36
247,14.21,1.03
248,8.43,0.08
249,16.82,0.49
251,8.62,0.25
252,12.7,1.02
254,7.06,0.48
256,1.43,1.7
257,14.03,0.39
259,9.87,0.31
260,13.04,0.68
263,22.76,2.06
264,5.6,0.33
265,0.29,1.99
267,4.73,0.2
268,2.01,1.55
269,16.29,1.09
270,12.91,2.3
271,19.0,1.99
272,9.02,0.23
274,32.03,0.86
275,9.65,3.01
276,15.96,0.49
278,6.46,0.88
280,16.98,0.32
281,5.99,0.48
282,12.88,0.07
283,6.39,0.52
284,0.08,0.59
285,7.52,0.27
286,15.31,0.67
287,3.38,0.07
288,17.69,0.84
289,1.7,0.4
290,8.63,0.16
292,14.53,1.09
293,2.76,0.36
294,10.79,1.05
295,15.52,0.17
296,9.51,0.25
299,10.45,0.63
300,2.46,0.76
301,3.72,0.92
302,27.71,0.37
304,5.29,0.93
305,14.91,0.08
306,7.14,0.1
308,7.61,0.73
309,2.54,0.4
310,31.36,1.47
315,0.55,0.63
316,5.71,0.27
317,2.1,1.51
318,6.01,1.06
319,3.88,0.19
320,5.89,0.15
322,10.48,0.65
323,19.52,1.45
325,13.25,0.56
326,8.6,3.03
330,13.56,2.35
332,13.7,0.06
333,28.09,2.08
334,5.95,0.02
335,1.43,0.7
336,34.4,0.17
338,3.43,1.39
341,3.44,0.01
342,0.97,0.25
343,19.33,0.42
344,56.58,0.87
347,12.18,1.67
348,6.08,0.74
350,2.8,0.12
351,3.93,0.39
353,2.31,0.19
356,6.95,0.58
358,2.88,1.22
360,3.37,0.57
361,3.75,0.35
363,5.16,0.77
364,1.28,0.67
