,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
3,89.9,51.71
4,108.09,16.36
6,34.51,54.02
9,31.42,8.9
13,123.59,12.55
16,68.81,26.44
21,116.47,61.7
22,145.9,4.06
28,17.15,2.91
35,98.83,78.16
38,26.0,98.68
39,18.87,15.3
40,2.56,6.57
46,97.06,5.33
53,34.01,14.17
54,180.99,12.64
60,137.18,14.01
61,207.22,97.06
62,65.68,32.48
74,37.67,16.84
76,0.15,1.24
77,91.0,3.73
80,60.16,32.74
81,34.41,9.96
82,18.38,2.35
84,31.28,6.03
90,17.0,7.52
96,141.36,54.68
100,340.57,65.42
103,19.13,9.69
105,38.26,29.68
106,27.25,16.78
107,146.85,138.73
112,333.01,123.06
114,291.39,35.72
119,33.7,24.58
124,47.23,33.24
127,21.88,0.58
133,75.93,68.43
134,5.87,18.38
136,8.66,5.86
141,47.71,87.81
145,64.32,104.97
148,61.0,67.81
149,151.92,38.26
152,5.58,37.78
164,150.14,13.78
169,7.91,4.62
170,111.23,16.13
178,18.76,17.06
179,22.11,16.85
180,15.26,5.5
181,11.53,9.21
182,9.86,7.72
184,67.34,13.86
188,0.34,21.51
196,109.86,0.36
199,24.84,3.86
201,29.88,2.28
207,15.59,7.19
212,24.54,8.89
217,2.54,4.26
218,68.62,56.63
219,45.31,2.57
221,5.21,24.55
223,26.72,19.87
227,23.7,5.39
229,21.01,1.63
231,38.99,4.24
232,41.73,6.08
235,26.31,2.13
240,7.81,10.97
241,15.42,11.49
243,74.25,6.09
245,101.58,23.72
246,19.0,2.96
251,51.66,7.34
253,28.3,6.51
254,40.34,2.15
256,63.06,0.08
260,18.32,11.17
261,25.5,9.1
262,43.81,0.11
265,57.45,1.21
267,58.5,7.03
274,55.9,9.44
276,42.05,21.74
277,31.62,2.53
278,0.96,8.69
282,21.76,5.21
283,11.49,2.42
288,87.05,5.78
291,34.33,2.33
294,76.46,1.26
295,12.13,0.91
296,23.87,10.41
300,30.48,11.63
305,29.2,14.8
307,9.46,41.19
310,43.42,24.48
316,39.22,3.5
320,77.57,5.46
322,73.37,6.16
327,44.99,5.4
329,69.03,10.17
332,2.3,9.12
335,205.43,29.91
342,32.3,11.83
357,22.81,21.46
359,53.08,1.74
364,27.71,6.83
