,“ú•Ê
1,32.33
2,32.57
3,38.61
5,1.79
6,3.57
7,41.86
9,29.75
10,50.7
11,22.61
12,49.1
15,15.59
16,20.68
17,10.7
18,159.13
20,71.78
21,166.09
23,20.44
24,24.39
25,0.45
26,5.08
27,7.73
28,18.26
29,11.73
30,34.98
31,24.39
32,48.38
34,39.63
35,30.43
36,24.05
37,28.94
38,4.08
42,1.66
44,30.42
46,6.4
48,26.73
52,25.97
54,250.98
55,84.61
57,27.76
59,18.43
60,46.58
61,57.45
63,11.45
64,6.69
65,31.75
66,7.1
67,3.28
69,6.45
70,2.79
72,inf
76,33.6
77,4.02
78,237.6
79,39.25
80,16.26
82,12.09
83,22.95
84,39.5
86,0.5
87,10.5
88,18.51
90,4.94
91,46.14
92,36.16
94,18.32
97,1.44
98,105.61
99,79.23
100,60.35
101,20.58
102,2.43
103,4.07
104,2.0
105,12.0
106,2.34
107,17.04
109,5.62
110,5.62
111,5.62
112,134.1
113,134.1
114,134.1
118,0.2
120,2.18
121,60.71
122,135.22
123,5.81
124,1.64
125,17.42
126,15.3
127,15.3
129,20.4
130,147.29
131,11.91
133,0.2
134,23.36
136,23.67
138,127.71
139,1.92
140,5.87
141,9.25
144,8.14
145,2.56
146,7.03
147,16.62
148,5.92
149,134.1
150,108.86
154,36.3
155,29.4
156,18.52
158,27.69
159,14.86
160,27.38
163,12.58
164,29.69
168,30.24
170,44.3
171,23.76
172,12.17
173,14.76
174,0.48
175,inf
178,36.03
179,3.23
182,9.26
185,20.73
186,4.25
187,8.44
189,27.22
190,1.15
191,4.66
192,2.3
193,15.56
194,19.05
195,2.07
196,39.45
199,20.92
200,264.62
201,199.72
204,289.86
205,56.46
206,13.11
207,161.66
209,32.56
211,43.41
214,58.99
215,61.37
216,inf
217,79.46
220,27.15
221,51.4
223,13.89
224,13.08
225,9.67
226,18.8
227,30.78
228,0.18
230,21.94
231,4.32
232,14.41
234,81.76
235,42.57
236,2.97
237,17.43
238,23.02
240,3.68
241,58.35
242,17.43
243,29.32
244,22.88
245,11.36
246,28.07
248,106.03
249,12.84
251,7.58
252,17.43
253,10.06
254,8.39
255,75.45
256,1.2
257,12.84
259,11.7
260,1.93
262,35.65
263,12.56
265,12.48
266,12.26
267,5.87
270,18.39
271,18.39
272,1080.74
273,1022.97
274,469.31
276,17.28
278,14.65
279,8.22
280,12.67
282,26.52
283,1.88
284,43.89
285,3.37
286,0.21
288,5.46
289,9.75
290,24.26
291,6.86
292,2.69
293,8.22
294,8.35
295,13.16
296,11.62
297,51.07
298,6.72
299,5.81
300,7.55
301,9.87
302,12.99
303,18.29
304,125.93
306,3.12
307,2.69
308,7.45
309,3.97
310,73.32
313,6.86
314,0.21
316,81.61
322,9.31
323,2.29
325,140.92
326,10.95
328,113.89
330,4.33
331,61.57
334,17.84
337,13.32
338,51.48
340,14.42
343,5.52
345,34.48
347,107.58
348,7.75
350,12.8
352,9.44
354,125.42
355,23.89
356,518.78
357,17.11
358,18.0
359,37.59
360,37.89
361,35.58
363,8.6
