,“ú•Ê
0,22.67
1,13.81
2,43.7
4,36.76
5,3.35
7,15.85
8,20.62
9,51.29
10,51.6
13,82.88
15,0.17
16,27.92
17,16.63
21,172.03
22,12.35
25,8.6
26,23.77
27,2.44
28,28.12
30,10.09
32,30.02
33,14.46
34,40.13
35,33.1
36,16.7
38,27.93
41,37.19
42,6.65
45,29.52
46,13.11
47,36.7
48,7.65
49,5.25
50,2.26
52,13.21
53,14.78
54,160.33
55,28.29
56,26.21
57,10.86
61,9.89
62,59.95
64,12.62
65,0.96
66,15.23
68,1.48
69,3.34
70,2.07
71,9.41
72,inf
73,5.51
75,3.21
76,12.76
77,2.36
78,191.89
80,31.8
82,21.12
84,33.28
86,11.11
87,60.31
90,12.43
91,6.26
93,21.26
94,7.45
96,3.2
98,91.39
102,2.86
103,6.68
104,4.17
105,2.79
106,5.77
107,15.9
108,27.27
110,5.14
111,5.14
112,129.13
114,70.42
116,1.12
118,5.87
119,21.88
121,26.93
122,61.99
123,6.17
124,1.04
127,15.38
128,71.01
129,15.54
131,11.43
133,2.42
134,1.54
137,1.87
138,81.13
139,1.82
140,7.42
141,9.34
142,70.42
143,70.42
144,22.15
146,5.14
148,2.36
149,70.42
151,5.14
153,9.8
154,1.59
155,11.13
156,2.0
157,32.77
158,0.11
159,11.58
162,15.17
164,9.85
166,89.39
167,27.12
168,10.66
169,17.52
171,35.6
172,2.98
173,17.53
174,0.83
175,inf
176,2.18
178,26.33
179,18.48
180,17.25
181,87.68
183,114.72
184,36.68
187,13.67
189,10.98
191,25.67
192,13.4
193,0.04
194,13.99
195,11.05
196,4.04
197,24.19
198,14.75
199,15.34
201,237.53
202,0.85
204,395.88
205,39.73
207,146.25
208,44.42
209,5.66
210,29.66
211,49.11
212,12.83
213,6.42
215,44.54
218,82.25
220,25.78
221,31.46
222,21.35
224,0.19
225,8.36
226,4.86
228,12.14
230,8.42
231,0.14
232,11.88
234,96.66
235,31.7
236,6.88
237,3.4
239,2.72
240,16.29
241,9.04
242,5.49
243,7.36
244,29.92
245,16.14
246,13.72
247,83.85
248,3.83
251,4.59
252,9.26
253,9.61
257,9.69
259,12.45
260,8.96
261,24.99
263,12.18
264,8.21
265,3.02
266,3.51
267,1.97
268,3.04
269,42.86
270,9.46
271,5.19
272,1243.64
275,27.28
276,0.52
277,1274.91
278,12.08
279,5.27
280,10.22
282,13.17
283,4.57
284,3.1
286,0.57
287,0.96
288,0.89
289,1.44
290,64.18
291,12.32
292,0.01
293,14.65
294,1.99
297,31.58
299,6.26
301,9.02
302,6.38
303,14.8
304,84.59
305,0.01
308,7.99
314,1.24
315,11.15
316,70.93
317,56.43
318,7.14
319,3.68
320,10.07
321,3.02
323,1.55
325,101.35
326,5.9
328,48.64
330,0.07
331,21.2
332,22.36
335,31.87
336,22.05
337,3.25
339,38.77
342,4.23
343,5.14
344,5.9
345,31.75
347,50.85
348,10.45
349,19.15
352,12.43
353,6.15
354,28.46
355,6.21
357,5.28
358,2.17
360,0.68
361,15.33
362,19.66
364,179.23
