,“ú•Ê
5,2.83
6,1.87
8,7.68
9,5.72
10,22.33
11,1.91
12,20.24
13,42.45
15,0.01
16,21.43
19,25.79
20,36.31
21,43.27
22,1.23
23,36.77
24,26.0
25,5.23
26,18.11
27,9.87
28,5.21
29,9.84
31,17.75
32,55.5
33,12.31
36,13.18
37,17.55
39,50.59
41,71.64
43,46.5
44,6.3
45,8.78
46,27.74
48,19.28
49,23.7
51,9.16
52,18.05
53,0.43
54,173.04
55,18.82
56,46.96
58,13.3
59,31.8
60,15.06
61,17.16
62,37.63
63,23.58
64,22.63
65,4.81
67,12.99
68,22.54
69,8.45
70,9.44
71,5.37
72,inf
73,10.13
74,6.73
75,1.36
76,27.04
77,9.14
78,79.45
79,22.42
80,33.13
84,70.12
85,16.74
88,1.96
90,43.13
91,2.6
92,24.14
93,77.31
94,8.16
96,0.47
97,12.54
98,127.09
100,0.58
102,1.06
103,0.56
107,20.96
109,0.02
112,83.36
114,56.53
115,64.62
118,6.56
119,21.66
120,0.8
122,94.65
123,2.01
124,3.59
125,8.18
127,9.73
128,13.12
130,64.23
131,6.6
132,7.46
135,25.52
136,28.66
137,34.24
140,4.32
141,6.14
142,64.62
143,69.11
145,1.94
146,2.03
147,8.84
149,112.19
150,35.39
152,4.42
153,50.64
154,1.67
155,23.19
156,19.75
157,39.3
158,42.67
161,19.94
162,8.25
163,23.24
165,19.91
166,89.23
169,3.97
170,52.84
171,35.63
172,42.89
173,12.75
174,2.2
175,inf
177,inf
179,15.48
180,18.32
182,13.91
183,51.51
184,54.82
187,6.75
188,16.39
189,22.97
190,0.58
191,22.94
192,11.03
193,1.06
194,25.36
197,21.56
198,30.25
199,12.84
200,87.61
204,303.96
205,10.15
206,5.3
207,66.44
208,26.7
209,23.68
211,66.2
212,12.12
213,14.78
216,inf
217,40.11
218,86.6
219,36.39
221,61.68
222,95.41
223,6.47
224,13.29
225,21.35
227,10.78
231,2.21
232,10.05
233,34.76
234,28.63
235,38.8
238,18.31
239,0.87
240,10.71
241,46.29
244,24.68
245,15.34
246,13.94
247,9.58
248,67.94
249,3.07
250,11.5
252,8.19
254,26.3
257,2.64
258,2.2
259,3.86
260,6.13
261,92.46
262,58.42
263,18.96
265,3.98
266,5.09
267,6.45
269,20.98
271,21.71
272,774.41
273,728.02
275,76.36
276,39.69
277,966.86
278,12.05
280,17.62
286,5.96
287,2.61
289,47.56
291,6.29
293,14.85
294,6.37
295,4.92
297,47.36
298,3.3
299,9.99
300,6.87
301,2.96
302,0.11
303,46.34
304,92.49
307,1.05
308,10.37
310,111.4
311,86.08
312,1.64
313,4.87
314,6.63
315,11.49
317,75.57
319,1.65
320,3.89
321,2.12
324,94.82
325,117.56
328,77.54
330,4.94
332,75.19
333,2.14
336,15.94
337,8.29
338,33.92
339,62.11
340,2.82
342,3.75
343,3.73
344,9.5
345,78.43
346,3.63
348,3.06
349,3.89
350,9.2
351,5.38
352,21.35
353,10.8
355,5.98
356,369.4
357,7.94
358,12.73
360,29.43
361,9.43
363,18.3
