,“ú•Ê
0,20.58
4,47.51
8,1.96
13,161.12
14,27.76
19,137.01
22,1.1
33,37.28
39,154.93
40,49.64
41,27.58
43,187.96
45,36.97
47,26.91
49,29.29
50,20.95
51,39.59
53,67.55
56,0.81
58,16.06
62,194.9
68,0.04
71,21.7
73,0.29
74,49.9
75,5.27
81,25.06
85,8.17
89,38.6
93,16.84
95,49.36
96,10.07
108,58.89
115,134.1
116,3.23
117,8.61
119,29.22
128,102.42
132,12.09
135,9.48
137,46.89
142,134.1
143,134.1
151,9.01
152,21.32
153,33.2
157,28.57
161,37.56
162,22.84
165,4.03
166,132.5
167,31.06
169,11.24
176,3.04
177,inf
180,3.23
181,158.5
183,190.74
184,22.66
188,23.48
197,105.42
198,35.03
202,3.14
203,112.34
208,113.05
210,9.84
212,46.0
213,93.52
218,52.49
219,39.58
222,53.09
229,29.11
233,74.59
239,9.49
247,9.61
250,47.84
258,0.77
261,164.36
264,1.27
268,15.51
269,72.26
275,70.11
277,1654.42
281,15.39
287,1.63
305,7.31
311,64.16
312,3.12
315,18.26
317,26.52
318,10.71
319,9.18
320,3.37
321,6.86
324,154.19
327,7.31
329,10.6
332,38.96
333,4.2
335,45.03
336,14.33
339,75.14
341,7.72
342,2.9
344,22.5
346,21.93
349,17.91
351,10.06
353,1.42
362,57.89
364,294.6
