,“ú•Ê
3,31.16
6,16.19
11,26.18
12,22.48
14,15.99
18,154.19
19,72.41
20,81.67
23,11.43
24,9.69
29,36.02
31,3.4
37,4.71
39,97.95
40,0.43
43,104.34
44,12.52
51,52.64
58,20.73
59,43.26
60,20.35
63,48.7
67,31.75
74,0.94
79,2.92
81,24.05
83,0.37
85,8.57
88,12.21
89,56.06
92,6.26
95,7.36
97,14.06
99,91.39
100,19.24
101,28.98
109,5.14
113,70.42
115,70.42
117,2.2
120,0.87
125,17.0
126,12.29
130,128.74
132,11.47
135,4.01
136,2.23
145,1.53
147,12.29
150,62.26
152,16.94
160,18.9
161,9.4
163,19.81
165,0.43
170,22.42
177,inf
182,43.5
185,26.98
186,39.13
188,19.06
190,7.7
200,269.25
203,126.89
206,8.2
214,38.8
216,inf
217,78.67
219,46.92
223,56.96
227,62.52
229,35.88
233,41.76
238,62.33
249,6.92
250,31.14
254,46.21
255,106.97
256,3.57
258,5.55
262,70.4
273,1355.86
274,778.2
281,7.37
285,11.11
295,6.1
296,21.68
298,4.55
300,10.47
306,12.66
307,3.53
309,9.05
310,63.86
311,65.4
312,0.67
313,15.66
322,4.57
324,113.63
327,0.67
329,5.9
333,10.98
334,9.73
338,56.46
340,1.25
341,4.82
346,19.69
350,40.25
351,2.67
356,758.67
359,35.11
363,11.38
