,ì˙ï ,é¿ê—
8,6.99530489020778,6.0
12,0.8067443497120825,1.0
23,0.9684834820294889,1.0
26,2.220967308523766,3.0
28,1.1644911106464284,2.0
29,0.3355693259879336,1.0
33,1.1252885246622142,1.0
35,0.3781784074739786,2.0
37,1.0147697133773783,1.0
47,0.841755092073161,2.0
52,0.9887763155483886,1.0
53,3.9546501086349197,2.0
54,3.7699076785649215,1.0
57,0.8069343589118366,1.0
61,1.4249176674382038,1.0
63,1.1020314790220627,2.0
67,5.292605183824458,6.0
70,6.879227747294234,8.0
74,1.0745031976026926,1.0
77,1.1688212928959931,1.0
80,0.5162587862626671,1.0
81,3.310654578007006,5.0
86,0.9790347913047555,1.0
88,8.267506674749866,9.0
95,1.0897755966183684,1.0
96,8.372984831358629,8.0
104,9.486618667953945,9.0
108,1.8812490168691114,1.0
113,1.4208452397971378,1.0
118,13.26776023129356,12.0
119,12.164381394544257,17.0
127,12.780537494391982,15.0
130,2.5304543660056513,1.0
133,8.606873575065102,12.0
135,0.8698280513343893,1.0
139,13.31047924492088,13.0
142,1.6633329600845932,1.0
143,1.626173937000273,1.0
147,12.583206716821214,15.0
148,12.621095618551896,13.0
149,1.8254199272518434,1.0
151,13.557794247330252,14.0
154,1.2016512505899255,1.0
155,0.6482742483090642,1.0
163,0.9131530071206285,1.0
166,1.7755616980506457,1.0
169,0.8478193383232489,1.0
173,4.61669850880685,5.0
176,11.141221540835394,10.0
178,0.8049344926406898,1.0
179,-0.31811070565635025,1.0
183,4.463817465650268,1.0
185,0.5672426242188594,1.0
186,5.611057898952045,7.0
189,0.8802600888993046,1.0
196,1.3096555550822853,1.0
197,0.9520601695334171,1.0
200,4.2255886174038055,1.0
201,6.411026927634942,1.0
212,1.237979034142052,1.0
216,1.2762131734020428,0.0
217,2.602406664851894,1.0
218,2.678110435465922,1.0
221,1.461535638217445,1.0
222,1.5429212426363572,1.0
226,1.5952730868926122,1.0
227,1.1617949766908617,1.0
233,0.9652364155229426,1.0
234,1.1793106520838785,1.0
238,8.044243362551953,5.0
239,6.961600451495379,6.0
241,1.4753010156033965,1.0
242,16.195599695267912,17.0
243,8.98186352751036,9.0
246,13.982503916039253,10.0
251,15.625109345424116,17.0
252,13.884848006968202,18.0
253,13.071001509145132,17.0
257,16.681552595567577,18.0
258,14.995783511670128,15.0
259,14.572293904272271,15.0
261,1.6013770798249445,1.0
266,18.29311851461208,18.0
272,17.248779818008074,1.0
273,16.24582130311887,1.0
274,17.182407103903895,2.0
275,1.336148628121393,1.0
276,1.1457034340217465,1.0
278,16.492642510291173,20.0
281,16.145862070479172,19.0
287,17.60862314675925,18.0
290,1.6382273439562003,1.0
291,14.305656617042077,18.0
292,18.952656354370582,18.0
294,18.818829637010573,18.0
300,16.79659064353589,18.0
304,1.7881450177929452,1.0
308,17.150773411737546,18.0
312,18.683965800617113,18.0
318,2.092133316728711,2.0
324,2.306108496046827,1.0
325,2.2209961602380353,1.0
327,18.845516287001367,18.0
329,19.285116864682458,19.0
336,14.887617005268167,13.0
338,1.6801226543395782,1.0
345,0.8745556024793941,1.0
354,2.319030657837697,1.0
359,1.3420061787703932,1.0
361,3.818793927396785,5.0
362,14.168893774562065,8.0
