,“ú•Ê
0,27.45
1,9.79
2,34.91
3,33.06
4,22.74
5,4.88
6,2.89
7,1.0
9,20.22
10,36.9
11,4.46
13,48.78
14,7.93
15,12.54
16,21.22
17,3.69
18,27.55
19,50.36
20,15.9
21,23.67
22,8.83
24,10.95
25,9.23
27,21.65
30,21.99
31,11.91
32,10.33
34,19.88
36,6.85
38,33.69
39,19.74
40,26.36
41,19.96
42,37.22
43,172.83
44,4.25
45,10.03
46,7.56
48,6.73
49,10.95
50,15.55
51,3.13
55,16.56
56,5.09
58,2.66
59,41.38
60,46.83
62,7.56
64,26.66
65,13.58
66,11.68
68,3.52
69,7.34
71,16.27
72,inf
73,3.34
75,2.27
76,2.71
78,151.84
79,9.94
82,0.77
83,3.91
84,29.0
85,21.5
87,25.63
89,5.84
90,8.72
91,17.62
92,16.09
93,37.46
94,4.84
97,8.97
98,22.05
99,14.42
100,55.44
101,19.97
102,7.24
103,6.63
105,3.91
106,4.18
107,17.22
109,2.52
110,1.38
111,3.54
112,44.95
114,65.76
115,54.92
116,0.44
117,0.26
120,2.58
121,62.3
122,68.87
123,3.45
124,6.12
125,11.37
126,13.8
128,33.87
129,19.68
131,6.1
132,7.87
134,12.45
136,3.5
137,8.28
138,32.91
140,4.86
141,10.22
144,22.28
145,1.35
146,3.24
150,21.77
152,6.18
153,14.77
156,16.71
157,29.02
158,26.06
159,23.8
160,14.55
161,32.03
162,15.79
164,19.38
165,0.59
167,6.75
168,2.0
170,23.51
171,52.52
172,27.04
174,4.0
175,inf
177,inf
180,54.18
181,52.21
182,3.33
184,36.99
187,22.74
188,3.83
190,4.91
191,29.93
192,41.14
193,3.92
194,16.9
195,45.08
198,14.83
199,36.56
202,5.21
203,37.01
204,396.34
205,8.2
206,16.98
207,68.91
208,24.4
209,56.81
210,23.45
211,34.95
213,8.68
214,32.51
215,25.51
219,25.12
220,25.49
223,54.73
224,4.48
225,7.07
228,1.97
229,1.39
230,4.19
231,5.25
232,8.19
235,24.82
236,32.76
237,8.44
240,10.22
244,18.57
245,7.82
247,78.02
248,108.44
249,2.26
250,11.29
254,40.78
255,18.84
256,3.37
260,3.55
262,49.5
263,8.01
264,1.08
265,0.09
267,5.19
268,10.41
269,46.92
270,2.41
271,2.85
277,1148.07
279,0.25
280,8.57
282,12.5
283,50.72
284,39.48
285,4.3
286,4.42
288,0.4
289,11.15
293,5.75
295,5.64
296,17.96
297,27.24
298,6.57
299,10.35
301,5.23
302,6.37
303,28.96
305,3.85
306,7.92
307,0.0
309,5.88
310,53.54
311,67.02
313,3.2
314,4.45
315,8.59
316,94.63
317,11.43
319,3.07
320,10.62
321,8.33
322,3.36
323,1.98
326,1.66
328,157.96
330,2.01
331,51.94
332,30.59
333,1.09
334,1.11
335,17.23
337,10.51
339,57.67
340,2.78
341,4.84
342,4.25
343,2.35
344,3.93
346,15.42
347,18.95
348,6.39
349,10.58
350,28.16
351,3.69
352,19.07
353,1.47
355,8.7
356,517.83
357,13.52
358,3.41
360,19.25
363,3.68
364,98.6
