,ì˙ï ,é¿ê—
1,1.3233286268330842,1.0
2,1.3485687301287441,2.0
3,1.3861056145752857,1.0
5,12.767753617655623,13.0
6,5.785573852990725,6.0
7,4.255928944244362,3.0
9,1.2975343986825176,1.0
10,1.5070200576848376,1.0
11,3.6784443585284468,3.0
12,1.4910134951476692,1.0
15,4.6234068436376035,4.0
16,1.5864866159889701,2.0
17,1.1070233300251258,1.0
18,2.591334985483278,1.0
20,1.717774457206505,1.0
21,2.6608697804866575,1.0
23,1.2044046346959416,1.0
24,1.2439370750349346,1.0
25,6.027249687121131,6.0
26,3.152523012133075,3.0
27,0.9227193881472265,1.0
28,1.6347617173066007,2.0
29,1.1172959340372148,1.0
30,1.3497799120879181,1.0
31,1.2439393065435147,1.0
32,1.4837574990032774,1.0
34,1.396263433826478,1.0
35,1.3914893612077133,2.0
36,1.2405449211831834,1.0
37,1.289444602273399,1.0
38,1.040799534717486,1.0
42,1.016559461668407,1.0
44,1.3041552439533146,1.0
46,1.0639639276294615,1.0
48,1.2673177816526622,1.0
52,1.2597484816563187,1.0
54,3.5097894530375204,1.0
55,1.846061870961837,1.0
57,1.2776083316729243,1.0
59,1.6314152760356908,2.0
60,1.4658179211548772,1.0
61,1.574517544379978,1.0
63,1.7710713779359866,2.0
64,1.0668692181978885,1.0
65,1.3174566410462778,1.0
66,0.9290277732440694,1.0
67,5.803186486382604,6.0
69,8.51585037593184,8.0
70,7.7764037879922565,8.0
72,0.4598542468996786,0.0
76,1.3359864260788141,1.0
77,0.9597810958595042,1.0
78,3.375968313516011,1.0
79,1.3925125855357563,1.0
80,1.1626498137353716,1.0
82,4.395375138343268,5.0
83,1.2294911798650248,1.0
84,1.394983917090832,1.0
86,1.0049831628431452,1.0
87,0.8950073200627158,1.0
88,7.33381625327169,9.0
90,1.0493742369465977,1.0
91,1.4614296989404516,1.0
92,1.361574762282845,1.0
94,1.1831979904511063,1.0
97,8.870029262876207,9.0
98,2.056102973537585,1.0
99,1.7922967855337166,1.0
100,1.603539015774387,1.0
101,1.2058191544003913,1.0
102,10.732636298800607,11.0
103,10.55264664851792,11.0
104,8.819677643733774,9.0
105,10.560506608612215,12.0
106,12.280360261064258,12.0
107,1.1704065188706894,1.0
109,13.213328235287925,14.0
110,13.213328235287925,14.0
111,13.213328235287925,14.0
112,2.3409751105997723,1.0
113,2.3409751105997723,1.0
114,2.3409751105997723,1.0
118,12.02416773413702,12.0
120,11.73811282545996,12.0
121,1.60705877346164,1.0
122,2.3521642318458844,1.0
123,13.186505031660076,14.0
124,13.213328235287925,13.0
125,13.213328235287925,16.0
126,12.704903326066106,15.0
127,12.704903326066106,15.0
129,1.2039778498781724,1.0
130,2.4729276420143598,1.0
131,13.213328235287925,15.0
133,12.024034432624605,12.0
134,1.2335622277544036,1.0
136,1.2367027338293801,1.0
138,2.2770877911577405,1.0
139,12.750790454570664,13.0
140,12.704903326066106,12.0
141,12.704903326066106,14.0
144,10.814393949064613,10.0
145,12.667403536616836,13.0
146,13.015680744200822,14.0
147,12.507255834979002,15.0
148,12.230808888231952,13.0
149,2.3409751105997723,1.0
150,2.0885582159126077,1.0
154,1.3629863439461258,1.0
155,1.293978851543424,1.0
156,1.18522114343071,1.0
158,1.2768909851920593,1.0
159,1.148574695849714,1.0
160,1.2738340656550957,1.0
163,0.8742282958529376,1.0
164,0.7030567891902751,1.0
168,2.6048188096596245,2.0
170,0.5570163647170735,1.0
171,0.7624275340969753,1.0
172,0.8782514310661969,1.0
173,4.262200057276039,5.0
174,9.043272701327039,9.0
175,1.3053507635839887,0.0
178,1.3603497203983421,1.0
179,1.0322805025464057,1.0
182,5.444207711326084,6.0
185,0.7927287195236393,1.0
186,6.702832332944281,7.0
187,7.590641853268352,7.0
189,1.2722446341136435,1.0
190,6.919335561695358,7.0
191,1.0466012389845858,1.0
192,1.0229826302120675,1.0
193,6.75481013157853,8.0
194,1.1905007418517797,1.0
195,1.0206787579246754,1.0
196,1.3944867594448735,1.0
199,1.2091725890655605,1.0
200,3.6461656555022133,1.0
201,2.9972221028011523,1.0
204,3.898638752447052,1.0
205,1.5645891944279258,1.0
206,1.1311377430601735,1.0
207,2.616640503622202,1.0
209,1.325592529987012,1.0
211,1.4341102679582132,1.0
214,1.5898833797511798,1.0
215,1.6136909304807459,1.0
216,1.1996819919870634,0.0
217,1.794629346392306,1.0
220,1.2714993803573087,1.0
221,1.5139738001068617,1.0
223,1.138920502857032,1.0
224,3.3924862120598,3.0
225,3.2902115785194797,3.0
226,1.188029603174476,1.0
227,1.3077995279034054,1.0
228,4.007221736357706,4.0
230,4.683741026698307,6.0
231,5.74055218020351,6.0
232,5.991303690743663,7.0
234,1.8175721949953254,1.0
235,4.0202921764435535,7.0
236,2.059482983979526,2.0
237,5.77994567970593,7.0
238,6.150790146353707,5.0
240,2.0735845029134183,2.0
241,1.5835473105795912,1.0
242,14.036404537315784,17.0
243,6.360970580412998,9.0
244,3.8560807514622932,5.0
245,14.181902710884959,16.0
246,12.807474801420069,10.0
248,2.0603014036206986,1.0
249,15.687949679308607,18.0
251,15.710956289056487,17.0
252,14.862655641815499,18.0
253,15.28975196571362,17.0
254,1.0838579473148717,1.0
255,1.7545106957495107,1.0
