,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,49.2,9.99
4,44.06,8.28
5,32.34,4.57
7,129.42,0.09
8,72.37,2.73
10,2.85,7.09
11,6.15,12.19
12,3.7,14.79
13,16.1,1.24
14,14.19,2.16
15,8.75,0.64
16,96.42,8.48
17,29.38,2.33
18,18.76,9.62
20,21.15,4.57
23,67.93,6.12
24,110.16,6.91
25,10.11,11.53
26,0.49,6.91
27,16.26,1.9
28,18.03,3.86
29,15.65,1.03
30,84.79,2.03
31,107.98,1.72
32,11.17,1.94
33,21.52,5.07
34,19.79,5.21
36,12.99,2.15
39,0.53,31.68
40,18.36,2.17
41,15.1,0.3
42,52.86,1.82
44,16.67,4.86
45,40.74,4.86
47,40.24,5.21
48,68.74,0.57
49,24.99,2.97
50,38.97,5.19
51,50.08,7.34
52,inf,inf
53,7.04,2.32
54,21.6,8.11
56,3.19,18.55
57,36.3,1.68
59,50.3,14.87
60,49.75,13.95
61,10.24,3.57
64,28.98,15.43
65,15.39,7.69
67,57.62,4.86
68,14.29,2.8
71,7.98,1.84
72,0.57,3.59
73,6.43,6.74
74,15.92,9.62
75,34.95,2.34
76,21.86,0.28
77,18.89,0.82
78,30.07,1.05
83,14.09,2.41
84,1.23,2.26
86,19.95,13.06
87,67.73,5.39
89,94.18,8.32
91,38.33,3.03
94,1.61,13.16
95,106.44,11.96
96,134.46,10.4
97,158.77,1.49
98,73.8,11.53
99,31.7,6.52
100,58.86,10.51
102,107.82,31.27
104,104.12,29.58
105,46.04,12.37
106,35.89,6.8
108,150.19,26.46
109,56.51,36.44
110,30.67,0.06
111,31.74,2.53
113,185.91,14.67
114,12.69,4.03
115,21.0,3.66
116,49.02,7.4
119,101.0,8.55
120,110.96,40.69
122,62.94,5.73
123,4.91,5.63
124,11.82,11.76
125,46.33,6.47
127,26.77,0.08
128,4.33,0.93
129,72.7,1.38
131,108.5,7.07
132,12.44,5.54
136,13.6,5.6
137,5.8,2.61
138,7.78,0.41
139,9.65,3.63
140,1.82,0.11
141,40.45,0.84
142,22.68,3.26
143,26.47,4.72
145,135.09,1.6
146,2.47,1.4
147,0.09,8.8
148,4.92,4.51
149,15.26,3.84
152,9.89,2.25
153,9.08,8.77
155,4.97,8.62
156,13.06,14.33
157,102.94,26.73
158,130.19,6.03
159,5.22,0.96
161,0.76,9.38
163,15.8,1.71
164,27.8,10.78
165,48.76,5.91
166,137.43,2.44
167,7.39,2.91
168,5.64,3.74
169,5.48,9.51
170,5.72,10.31
171,1.15,21.73
172,0.58,8.78
173,0.55,7.83
175,5.32,1.59
176,14.68,8.12
177,7.01,0.95
179,47.7,1.41
183,6.34,2.66
186,76.87,15.96
187,22.47,3.34
191,44.87,1.21
193,29.28,2.41
195,14.6,10.43
196,2.32,9.8
197,19.37,1.86
200,30.66,26.23
201,13.16,24.77
202,8.33,13.06
204,68.69,9.32
205,27.79,11.81
207,60.12,27.82
209,19.71,5.62
210,26.68,5.72
211,19.88,7.47
212,23.25,1.16
213,52.21,2.78
216,10.63,5.27
218,22.31,10.75
219,7.44,7.36
220,inf,inf
221,34.63,37.61
222,13.26,6.79
223,58.25,5.33
225,43.92,5.53
226,11.41,8.96
229,5.07,6.13
230,18.85,11.8
231,2.56,4.72
232,1.93,8.35
234,43.52,0.61
236,15.86,6.99
237,21.65,6.1
238,2.43,9.3
239,5.74,5.42
240,11.63,3.72
241,45.93,21.59
242,3.77,9.26
245,14.32,5.02
246,10.92,9.11
