,“ú•Ê
0,200.27
1,7.02
2,182.57
3,120.85
4,438.22
5,441.23
6,50.17
7,270.63
9,312.78
10,47.23
11,54.28
13,42.53
14,28.07
15,10.42
16,230.17
17,47.23
18,37.05
19,23.44
20,20.48
21,17.11
22,350.41
24,120.85
25,387.12
27,219.39
30,302.56
31,47.23
32,408.53
34,365.17
36,35.54
38,47.23
39,5.84
40,20.74
41,30.4
42,31.66
43,0.27
44,25.87
45,120.85
46,39.28
48,7.09
49,12.17
50,10.31
51,210.18
55,2.54
56,18.02
58,26.84
59,47.23
60,5.05
62,15.19
64,10.31
65,96.54
66,120.85
68,16.99
69,27.23
71,7.77
72,30.06
73,47.23
75,11.04
76,26.97
78,10.34
79,132.64
82,46.97
83,82.93
84,70.02
85,39.11
87,120.85
89,61.08
90,117.56
91,147.98
92,195.36
93,69.58
94,120.85
97,7.34
98,8.63
99,4.48
100,21.25
101,47.23
102,26.06
103,9.1
105,9.1
106,8.51
107,1.58
109,25.31
110,20.44
111,14.89
112,6.16
114,26.19
115,302.02
116,18.68
117,26.85
120,7.08
121,10.74
122,5.41
123,23.76
124,23.76
125,32.23
126,25.31
128,8.51
129,640.63
131,25.31
132,3.69
134,12.44
136,120.85
137,11.19
138,4.17
140,1.09
141,1.66
144,8.13
145,16.9
146,6.16
150,640.63
152,31.78
153,38.22
156,52.42
157,61.48
158,16.01
159,12.45
160,4.77
161,15.24
162,1.35
164,61.48
165,6.36
167,12.09
168,4.61
170,51.38
171,3.11
172,9.98
174,5.42
175,1199.45
177,20.85
180,12.45
181,15.29
182,6.56
184,142.46
187,1.96
188,9.9
190,3.48
191,76.09
192,61.48
193,30.95
194,9.62
195,114.37
198,224.11
199,142.22
202,264.53
203,422.64
204,101.23
205,199.36
206,61.48
207,58.59
208,293.82
209,42.25
210,39.95
211,17.64
213,61.48
214,0.59
215,67.79
219,27.94
220,61.48
223,195.37
224,97.14
225,51.55
228,0.67
229,100.33
230,58.72
231,8.13
232,11.9
235,47.46
236,36.01
237,3.7
240,9.08
244,32.12
245,15.12
247,40.36
248,200.36
249,16.03
250,20.17
254,22.54
255,61.48
256,24.63
260,9.72
262,232.21
263,30.39
264,8.61
265,25.37
267,2.32
268,40.47
269,232.21
270,28.35
271,22.39
277,943.35
279,33.89
280,40.6
282,23.79
283,377.13
284,29.34
285,20.46
286,10.32
288,5.2
289,2.77
293,0.03
295,13.63
296,13.63
297,467.07
298,21.31
299,18.56
301,13.94
302,8.31
303,17.98
305,14.61
306,9.81
307,17.91
309,6.45
310,15.51
311,750.6
313,14.39
314,9.98
315,33.62
316,2.5
317,8.19
319,24.86
320,25.22
321,42.27
322,18.12
323,16.81
326,10.9
328,4.68
330,12.85
331,10.61
332,377.13
333,3.3
334,16.39
335,21.37
337,24.02
339,47.23
340,8.96
341,95.92
342,166.49
343,120.18
344,60.72
346,47.23
347,110.9
348,52.86
349,119.61
350,112.57
351,347.44
352,34.03
353,47.23
355,31.66
356,14.91
357,4.2
358,0.97
360,120.85
363,16.5
364,71.64
