,“ú•Ê
0,186.15
1,2.43
2,147.94
3,30.17
4,598.67
7,394.7
14,41.14
17,22.47
18,43.18
30,265.01
34,285.11
35,134.92
38,10.09
40,18.61
42,29.97
47,46.95
50,16.6
57,28.69
66,12.23
81,14.84
82,29.83
83,93.61
86,60.15
87,22.52
89,98.03
95,14.01
99,0.42
101,33.65
104,17.32
105,13.8
106,1.44
108,553.4
110,12.47
111,8.37
113,9.21
116,22.52
117,26.94
121,40.87
126,15.77
129,322.3
133,15.82
134,17.58
138,9.38
139,2.18
144,13.15
148,18.2
151,16.36
159,1.89
160,7.43
164,24.05
167,18.14
168,6.42
176,18.4
178,69.34
181,25.71
185,4.98
186,5.02
195,131.07
196,24.88
201,748.35
202,208.78
203,370.16
210,8.0
214,2.14
215,69.72
220,20.18
226,288.49
228,16.21
229,91.34
230,0.07
236,50.71
237,22.55
242,33.6
243,19.59
251,20.3
253,33.94
255,4.19
256,36.85
264,16.67
268,44.66
270,42.25
274,741.06
279,29.61
281,11.81
282,32.71
283,420.55
284,36.54
285,10.4
288,1.57
290,287.75
292,6.85
296,28.08
305,10.73
306,9.4
309,0.06
316,15.86
318,295.53
322,8.51
323,41.96
326,6.85
327,19.03
329,4.51
331,19.69
334,38.96
335,19.54
341,104.7
347,131.49
354,33.26
359,48.7
362,66.93
364,49.71
