,“ú•Ê
1,8.54
2,214.03
3,165.53
5,457.67
6,53.32
7,349.28
9,371.33
10,77.02
11,54.13
12,301.22
15,2.34
16,276.5
17,77.02
18,22.49
20,39.52
21,33.22
23,214.03
24,165.53
25,485.94
26,501.03
27,239.99
28,421.26
29,256.97
30,371.04
31,77.02
32,458.62
34,436.82
35,160.03
36,44.9
37,388.16
38,77.02
42,35.76
44,31.35
46,45.29
48,1.03
52,165.53
54,18.22
55,18.76
57,6.47
59,77.02
60,5.85
61,7.15
63,22.65
64,9.37
65,112.19
66,165.53
67,28.63
69,16.83
70,4.45
72,38.89
76,25.26
77,33.69
78,8.29
79,169.0
80,77.02
82,55.01
83,83.2
84,80.48
86,72.71
87,165.53
88,50.06
90,102.01
91,165.07
92,165.07
94,165.53
97,15.45
98,10.78
99,6.73
100,26.44
101,77.02
102,24.14
103,12.11
104,20.2
105,16.37
106,13.32
107,7.03
109,29.24
110,24.62
111,19.36
112,20.42
113,6.32
114,9.99
118,19.37
120,13.87
121,22.2
122,1.4
123,27.76
124,27.76
125,35.79
126,29.24
127,19.36
129,321.31
130,63.62
131,31.17
133,5.29
134,18.08
136,165.53
138,9.91
139,8.47
140,6.29
141,3.69
144,4.56
145,9.24
146,11.09
147,19.36
148,5.07
149,27.59
150,738.1
154,23.99
155,1.63
156,59.54
158,24.48
159,3.69
160,6.45
163,11.49
164,77.02
168,6.77
170,18.02
171,6.21
172,2.59
173,46.16
174,3.58
175,1050.24
178,77.02
179,26.58
182,10.88
185,165.53
186,0.04
187,7.69
189,5.38
190,20.37
191,20.5
192,77.02
193,36.9
194,1.77
195,88.76
196,44.1
199,165.53
200,407.58
201,620.94
204,72.95
205,298.12
206,77.02
207,58.61
209,44.81
211,1.06
214,4.67
215,57.94
216,419.79
217,9.09
220,77.02
221,10.64
223,165.2
224,100.0
225,50.0
226,293.65
227,77.02
228,3.71
230,32.0
231,20.14
232,16.95
234,165.53
235,47.7
236,31.1
237,11.09
238,9.32
240,7.04
241,165.53
242,10.26
243,26.46
244,24.87
245,0.08
246,738.0
248,291.22
249,14.68
251,12.34
252,1.33
253,27.34
254,36.7
255,77.02
256,16.43
257,0.93
259,31.35
260,6.07
262,291.22
263,37.02
265,25.33
266,3.98
267,3.74
270,38.27
271,34.11
272,824.67
273,866.05
274,713.18
276,601.83
278,47.22
279,36.15
280,46.54
282,29.77
283,280.52
284,20.51
285,14.22
286,5.75
288,11.96
289,12.96
290,436.83
291,9.47
292,15.41
293,11.68
294,7.35
295,19.79
296,21.9
297,367.88
298,10.39
299,10.74
300,4.71
301,1.32
302,4.59
303,19.33
304,601.83
306,3.45
307,3.45
308,0.42
309,10.35
310,23.86
313,16.17
314,4.17
316,5.75
322,18.5
323,33.69
325,601.83
326,15.41
328,11.72
330,9.76
331,5.29
334,34.26
337,20.17
338,41.47
340,24.65
343,67.6
345,22.67
347,106.45
348,78.45
350,144.87
352,73.61
354,1.05
355,26.09
356,3.63
357,11.04
358,5.7
359,31.24
360,165.53
361,33.77
363,26.36
