,“ú•Ê
0,221.09
4,494.31
8,64.05
13,49.19
14,33.76
19,4.48
22,510.5
33,245.54
39,15.4
40,11.44
41,29.51
43,4.99
45,165.53
47,51.24
49,4.46
50,4.55
51,258.66
53,15.71
56,10.83
58,21.88
62,21.9
68,3.73
71,20.06
73,77.02
74,16.78
75,2.1
81,12.55
85,66.92
89,101.5
93,31.36
95,26.03
96,3.07
108,738.1
115,319.05
116,25.05
117,35.73
119,21.2
128,20.26
132,11.24
135,305.67
137,6.8
142,254.42
143,458.73
151,0.93
152,30.08
153,46.13
157,77.02
161,48.29
162,10.24
165,7.82
166,12.37
167,8.78
169,30.32
176,16.53
177,20.23
180,3.69
181,19.57
183,25.68
184,159.76
188,9.56
197,63.75
198,258.59
202,289.47
203,476.54
208,289.47
210,58.81
212,29.28
213,77.02
218,30.7
219,63.55
222,136.91
229,81.57
233,37.67
239,5.91
247,46.8
250,19.58
258,2.34
261,24.93
264,20.43
268,46.46
269,291.22
275,1093.89
277,1176.97
281,23.4
287,0.42
305,18.93
311,665.67
312,15.77
315,38.53
317,2.33
318,367.88
319,31.68
320,19.53
321,70.4
324,17.31
327,8.09
329,8.56
332,320.1
333,4.11
335,27.26
336,26.99
339,77.02
341,102.95
342,203.23
344,20.9
346,77.02
349,106.76
351,306.59
353,77.02
362,93.57
364,155.94
