,“ú•Ê
3,56.08
6,71.87
11,68.99
12,322.05
14,51.2
18,44.84
19,40.93
20,30.04
23,129.84
24,77.68
29,45.77
31,9.26
37,201.7
39,5.74
40,46.37
43,1.18
44,7.12
51,167.07
58,23.9
59,8.82
60,12.06
63,26.41
67,25.5
74,10.42
79,78.14
81,24.69
83,69.03
85,52.37
88,101.32
89,139.75
92,97.27
95,6.69
97,16.2
99,10.82
100,53.04
101,69.06
109,14.48
113,27.64
115,217.12
117,33.34
120,4.65
125,17.43
126,18.21
130,86.73
132,6.71
135,162.23
136,136.4
145,5.44
147,16.86
150,276.18
152,47.39
160,6.08
161,28.51
163,32.78
165,0.49
170,15.26
177,22.8
182,6.97
185,132.66
186,25.08
188,18.68
190,8.88
200,171.08
203,567.27
206,66.58
214,22.18
216,113.44
217,2.79
219,6.41
223,104.79
227,35.22
229,174.89
233,51.17
238,15.58
249,4.08
250,16.0
254,34.7
255,18.33
256,15.09
258,12.4
262,19.31
273,1355.1
274,988.27
281,6.0
285,4.47
295,2.19
296,21.2
298,8.44
300,8.06
306,21.66
307,33.32
309,4.03
310,26.63
311,345.97
312,2.67
313,20.8
322,6.22
324,13.39
327,26.23
329,7.79
333,15.33
334,51.71
338,66.02
340,12.2
341,112.3
346,24.07
350,45.05
351,368.85
356,10.63
359,17.11
363,6.06
