,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
4,10.6,2.0,6.11
5,13.52,2.0,6.14
10,11.56,5.0,5.31
11,26.51,27.0,40.68
12,19.92,30.0,39.38
16,13.66,2.0,6.55
17,21.25,52.0,47.45
20,41.45,53.0,49.24
21,33.34,50.0,28.93
22,33.34,34.0,33.06
27,30.55,39.0,43.13
28,30.55,33.0,43.16
29,23.41,26.0,33.84
31,26.97,9.0,18.97
39,28.49,19.0,24.83
45,4.42,2.0,3.47
54,31.0,37.0,40.96
60,61.93,63.0,60.86
67,11.43,3.0,7.58
70,11.43,3.0,3.75
71,16.28,6.0,8.24
73,11.42,2.0,5.88
74,10.6,5.0,3.47
75,11.43,3.0,3.47
79,4.42,1.0,4.14
82,13.52,8.0,12.95
88,22.58,18.0,31.75
96,42.16,33.0,50.49
101,26.88,51.0,57.9
102,52.21,57.0,47.54
106,61.93,57.0,47.54
110,61.93,84.0,60.13
112,59.51,66.0,58.76
115,6.5,15.0,20.78
116,30.53,30.0,42.43
117,35.78,26.0,26.98
120,61.93,72.0,60.86
122,42.85,24.0,44.68
