,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,13.85,11.0,8.85
4,31.92,12.0,14.11
19,74.41,65.0,65.49
20,54.49,64.0,59.64
22,45.92,45.0,31.22
27,55.05,54.0,56.44
30,38.88,29.0,29.11
32,66.06,60.0,61.45
35,69.48,73.0,66.81
41,63.18,62.0,66.13
44,16.9,3.0,9.81
45,11.19,2.0,8.15
46,31.35,6.0,14.11
47,37.78,19.0,27.75
52,52.61,47.0,53.44
54,57.42,57.0,49.36
55,67.08,64.0,66.5
56,67.84,69.0,65.97
58,49.9,2.0,41.88
61,45.62,51.0,37.33
64,23.45,51.0,32.87
69,47.49,34.0,54.2
72,35.46,36.0,26.72
76,26.81,7.0,14.66
79,10.86,3.0,8.15
81,73.58,60.0,68.5
84,34.51,17.0,23.45
90,27.8,19.0,16.57
91,29.15,28.0,44.18
92,25.34,30.0,43.25
94,22.49,64.0,39.08
98,77.33,82.0,80.43
102,72.22,76.0,79.3
104,72.57,80.0,75.42
106,73.78,78.0,80.24
108,60.7,69.0,71.35
111,84.27,99.0,81.93
119,76.38,80.0,77.9
