,電力消費量,日平均入力比,日最大入力比,日最小入力比,日空調時間数,日全負荷運転時間数,日平均設定温度,日最大設定温度,日最小設定温度,日平均室内温度,日最大室内温度,日最小室内温度,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,降水量(mm),日照時間(時間),日射量(MJ/㎡),風速(m/s),相対湿度(％),平均外気温度,最高外気温度,最低外気温度
2021/6/1,1,0.0125,0.3,0,1,0,24.32414352,25.26666667,22.66666667,24.58958333,26.4,21.6,2021,6,1,1,0,1,0,0,0,0,0,5,9,25.87,1.15,74.91666667,21.25416667,25.4,16.6
2021/6/2,1,0.0125,0.3,0,1,0,24.33726852,25.26666667,22.76666667,25.09583333,26.9,23.9,2021,6,2,2,0,0,1,0,0,0,0,0,2.5,15.24,1.108333333,70.41666667,22.97083333,27.1,20.3
2021/6/3,2,0.025,0.3,0,2,0,24.43138889,25.4,22.9,25.21875,26.8,23.8,2021,6,3,3,0,0,0,1,0,0,0,0.5,6.4,23.23,0.979166667,71.79166667,22.925,26,20.2
2021/6/4,1,0.0125,0.3,0,1,0,24.44006944,25.36666667,22.83333333,24.87083333,27.5,23,2021,6,4,4,0,0,0,0,1,0,0,15.5,0,2.75,1.8875,96.75,21.475,24.1,20
2021/6/5,1,0.0125,0.3,0,1,0,24.45918981,25.4,22.76666667,24.37708333,25.3,23.7,2021,6,5,5,0,0,0,0,0,1,0,0,1,18.39,0.520833333,78.29166667,22.73333333,25.1,20.9
2021/6/6,1,0.0125,0.3,0,1,0,24.50045139,25.4,23.03333333,24.69791667,25.8,24.1,2021,6,6,6,0,0,0,0,0,0,1,0.5,0.6,9.1,0.570833333,82.375,22.725,24.7,21.5
2021/6/7,6,0.075,0.3,0,6,0,24.61592593,25.5,22.96666667,25.44166667,28.1,23.8,2021,6,7,0,1,0,0,0,0,0,0,0,4.4,15.89,0.770833333,71.75,24.6,28.9,21.3
2021/6/8,9,0.1125,0.3,0,9,0,24.54009259,25.4,22.8,25.80833333,28.8,24,2021,6,8,1,0,1,0,0,0,0,0,0.5,8.8,22.35,1.029166667,64.70833333,26.5875,33.2,21.6
2021/6/9,8,0.1,0.3,0,8,0,24.60655093,25.4,23.03333333,25.925,30.2,23.9,2021,6,9,2,0,0,1,0,0,0,0,0,13.6,28.67,1.2,55.58333333,26.4,31.7,21.1
2021/6/10,8,0.1,0.3,0,8,0,24.65449074,25.36666667,22.96666667,25.82708333,29.3,23.5,2021,6,10,3,0,0,0,1,0,0,0,0,13.8,28.59,0.8875,63.41666667,25.9875,30,21.5
2021/6/11,8,0.1,0.3,0,8,0,24.61851852,25.36666667,23.06666667,25.75208333,28.1,24.4,2021,6,11,4,0,0,0,0,1,0,0,0,9.9,24.17,1.1375,68.375,25.0875,30.4,21.9
2021/6/12,0,0,0,0,0,0,24.55506944,25.26666667,23.13333333,25.46875,26.2,25.1,2021,6,12,5,0,0,0,0,0,1,0,0,7.1,18.76,1.345833333,72.91666667,24.63333333,28.8,21.4
2021/6/13,1,0.0125,0.3,0,1,0,24.60319444,25.53333333,23.1,25.65208333,26.7,24.9,2021,6,13,6,0,0,0,0,0,0,1,0,2.3,15.8,0.808333333,68.41666667,25.62916667,29.6,22.7
2021/6/14,1,0.0125,0.3,0,1,0,24.76210648,25.63333333,22.96666667,25.7125,27.4,24.1,2021,6,14,0,1,0,0,0,0,0,0,5,0,9.24,0.491666667,90.91666667,22.85833333,25.1,21.5
2021/6/15,8,0.1,0.3,0,8,0,24.72922454,25.7,23.06666667,25.79583333,28,23.7,2021,6,15,1,0,1,0,0,0,0,0,3.5,5.1,21.64,0.8875,80.45833333,25.25,29.8,21.4
2021/6/16,1,0.0125,0.3,0,1,0,24.74524306,25.56666667,23,25.49583333,28,23.6,2021,6,16,2,0,0,1,0,0,0,0,55,0,8.11,0.945833333,87.70833333,22.77916667,25.7,20.7
2021/6/17,1,0.0125,0.3,0,1,0,24.7719213,25.56666667,23.2,25.31041667,27.3,23.4,2021,6,17,3,0,0,0,1,0,0,0,1.5,4.1,16.11,1.820833333,77.66666667,22.2875,25.2,19.7
2021/6/18,1,0.0125,0.3,0,1,0,24.72697917,25.6,23.06666667,25.6,28.1,24.3,2021,6,18,4,0,0,0,0,1,0,0,0,8,23.15,0.958333333,69.20833333,24.09166667,27.3,19.6
2021/6/19,1,0.0125,0.3,0,1,0,24.73791667,25.53333333,23.23333333,25.08541667,25.4,24.6,2021,6,19,5,0,0,0,0,0,1,0,8,0,4.89,0.904166667,94.45833333,20.9375,22.8,20.1
2021/6/20,1,0.0125,0.3,0,1,0,24.69503472,25.46666667,23.13333333,24.97083333,25.4,24.5,2021,6,20,6,0,0,0,0,0,0,1,10,1.9,12.54,1.879166667,86.54166667,23.65,27.7,19.8
2021/6/21,5,0.0625,0.3,0,5,0,24.64862269,25.4,23.1,25.43125,27.5,23.9,2021,6,21,0,1,0,0,0,0,0,0,0,6.2,20.47,1.120833333,72.75,23.90416667,27.6,20.8
2021/6/22,5,0.0625,0.3,0,5,0,24.57628472,25.23333333,22.86666667,25.62083333,27.8,24.5,2021,6,22,1,0,1,0,0,0,0,0,0,1.3,18.2,0.5875,76.58333333,24.275,28.5,21.6
2021/6/23,1,0.0125,0.3,0,1,0,24.58967593,25.43333333,23.16666667,25.41458333,27.2,24.4,2021,6,23,2,0,0,1,0,0,0,0,26,0.5,7.45,0.85,81.29166667,23.24583333,26,21.4
2021/6/24,1,0.0125,0.3,0,1,0,24.6531713,25.43333333,23.2,25.46041667,27.8,24.1,2021,6,24,3,0,0,0,1,0,0,0,20.5,2.5,15.75,0.929166667,78,23.2625,26.1,20.6
2021/6/25,3,0.0375,0.6,0,2,0,24.60006944,25.26666667,23.1,25.6375,28.3,24.2,2021,6,25,4,0,0,0,0,1,0,0,4.5,1,15.28,0.8,79.25,23.98333333,26.9,21.2
2021/6/26,1,0.0125,0.3,0,1,0,24.47299769,25.26666667,22.76666667,25.23333333,25.8,24.7,2021,6,26,5,0,0,0,0,0,1,0,0,3.8,16.06,0.495833333,73.83333333,25.87083333,29,22.7
2021/6/27,1,0.0125,0.3,0,1,0,24.44972222,25.2,22.86666667,25.39583333,26.1,24.7,2021,6,27,6,0,0,0,0,0,0,1,0,0.4,9.81,0.825,78.5,24.89166667,27.1,23
2021/6/28,9,0.1125,0.6,0,8,0,24.56989583,25.5,22.9,26.05833333,28.9,24.8,2021,6,28,0,1,0,0,0,0,0,0,0,7.5,20.74,1.1125,72.16666667,25.70833333,28.9,21.9
2021/6/29,5,0.0625,0.6,0,4,0,24.63150463,25.73333333,22.86666667,25.44375,27.4,22.8,2021,6,29,1,0,1,0,0,0,0,0,37,1.5,11.96,2,89.33333333,22.85,27.9,19.5
2021/6/30,1,0.0125,0.3,0,1,0,24.62388889,25.46666667,22.96666667,24.80625,27,23,2021,6,30,2,0,0,1,0,0,0,0,1.5,0,4.63,0.475,91.29166667,21.5125,23.6,19.3
2021/7/1,1,0.0125,0.3,0,1,0,24.64280093,25.46666667,23,24.81666667,27.3,22.8,2021,7,1,3,0,0,0,1,0,0,0,51.5,0,3.69,0.475,97.5,21.92083333,23.7,20.6
2021/7/2,1,0.0125,0.3,0,1,0,24.6599537,25.53333333,22.96666667,24.54166667,26.5,23.1,2021,7,2,4,0,0,0,0,1,0,0,55,0,2.19,0.554166667,100,21.74583333,22.5,21
2021/7/3,1,0.0125,0.3,0,1,0,24.63349537,25.6,23.03333333,24.04375,25.1,23.1,2021,7,3,5,0,0,0,0,0,1,0,37.5,0,10.18,1.041666667,92.66666667,22.71666667,25.8,21.2
2021/7/4,1,0.0125,0.3,0,1,0,24.67555556,25.53333333,23.16666667,23.96875,24.4,23.5,2021,7,4,6,0,0,0,0,0,0,1,16.5,0,3.38,0.5375,97.91666667,20.5375,21.2,19.7
2021/7/5,1,0.0125,0.3,0,1,0,24.60887731,25.5,23,24.925,28.1,23,2021,7,5,0,1,0,0,0,0,0,0,2.5,0.4,9.48,0.720833333,96,23.175,25.6,20.4
2021/7/6,8,0.1,0.6,0,7,0,24.5378125,25.3,22.76666667,25.36041667,28,23,2021,7,6,1,0,1,0,0,0,0,0,0,0,9.28,0.454166667,91.125,26.15416667,29.9,23.3
2021/7/7,9,0.1125,0.6,0,8,0,24.49282407,25.4,22.73333333,25.65416667,28.8,23.8,2021,7,7,2,0,0,1,0,0,0,0,0.5,1.8,13.66,0.854166667,85.29166667,26.73333333,30.2,24.5
2021/7/8,1,0.0125,0.3,0,1,0,24.53458333,25.43333333,22.96666667,25.75,28.7,24.8,2021,7,8,3,0,0,0,1,0,0,0,7.5,0,3.76,0.775,92,24.20416667,25.3,22.8
2021/7/9,1,0.0125,0.3,0,1,0,24.60774306,25.4,23.1,25.55,28.1,24.8,2021,7,9,4,0,0,0,0,1,0,0,6.5,0,3.35,0.733333333,99.70833333,24.275,25.7,22.8
