,電力消費量,日平均入力比,日最大入力比,日最小入力比,日空調時間数,日全負荷運転時間数,日平均設定温度,日最大設定温度,日最小設定温度,日平均室内温度,日最大室内温度,日最小室内温度,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,降水量(mm),日照時間(時間),日射量(MJ/㎡),風速(m/s),相対湿度(％),平均外気温度,最高外気温度,最低外気温度
2021-06-01,2.0,0.008333333333333333,0.1,0.0,2,0,26.0,26.0,26.0,27.727083333333336,29.0,26.9,2021,6,1,1,0,1,0,0,0,0,0,5.0,9.0,25.870000000000005,1.1500000000000001,74.91666666666667,21.254166666666666,25.4,16.6
2021-06-02,2.0,0.008333333333333333,0.1,0.0,2,0,26.0,26.0,26.0,28.25833333333334,29.3,27.3,2021,6,2,2,0,0,1,0,0,0,0,0.0,2.5,15.240000000000002,1.1083333333333332,70.41666666666667,22.97083333333333,27.1,20.3
2021-06-03,2.0,0.008333333333333333,0.1,0.0,2,0,26.0,26.0,26.0,28.385416666666668,29.5,27.6,2021,6,3,3,0,0,0,1,0,0,0,0.5,6.3999999999999995,23.230000000000004,0.9791666666666665,71.79166666666667,22.925000000000008,26.0,20.2
2021-06-04,2.0,0.008333333333333333,0.1,0.0,2,0,26.0,26.0,26.0,28.387499999999992,29.1,27.8,2021,6,4,4,0,0,0,0,1,0,0,15.5,0.0,2.7499999999999996,1.8875000000000002,96.75,21.475000000000005,24.1,20.0
2021-06-05,2.0,0.008333333333333333,0.1,0.0,2,0,26.0,26.0,26.0,27.395833333333332,28.0,26.7,2021,6,5,5,0,0,0,0,0,1,0,0.0,1.0,18.39,0.5208333333333334,78.29166666666667,22.733333333333334,25.1,20.9
2021-06-06,2.0,0.008333333333333333,0.1,0.0,2,0,26.0,26.0,26.0,27.447916666666668,27.8,27.2,2021,6,6,6,0,0,0,0,0,0,1,0.5,0.6,9.1,0.5708333333333333,82.375,22.725000000000005,24.7,21.5
2021-06-07,2.0,0.008333333333333333,0.1,0.0,2,0,26.0,26.0,26.0,27.877083333333335,28.9,26.8,2021,6,7,0,1,0,0,0,0,0,0,0.0,4.4,15.889999999999999,0.7708333333333331,71.75,24.599999999999994,28.9,21.3
2021-06-08,27.0,0.1125,0.5,0.0,12,0,26.0,26.0,26.0,27.04583333333333,29.4,23.7,2021,6,8,1,0,1,0,0,0,0,0,0.5,8.8,22.349999999999998,1.0291666666666668,64.70833333333333,26.587499999999995,33.2,21.6
2021-06-09,13.0,0.05416666666666667,0.2,0.0,8,0,26.0,26.0,26.0,27.935416666666658,30.6,24.1,2021,6,9,2,0,0,1,0,0,0,0,0.0,13.6,28.67,1.2000000000000002,55.583333333333336,26.400000000000002,31.7,21.1
2021-06-10,17.0,0.07083333333333335,0.4,0.0,7,0,26.0,26.0,26.0,27.822916666666668,30.5,23.7,2021,6,10,3,0,0,0,1,0,0,0,0.0,13.799999999999999,28.590000000000003,0.8875000000000001,63.416666666666664,25.987499999999997,30.0,21.5
