,電力消費量,日平均入力比,日最大入力比,日最小入力比,日空調時間数,日全負荷運転時間数,日平均設定温度,日最大設定温度,日最小設定温度,日平均室内温度,日最大室内温度,日最小室内温度,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,降水量(mm),日照時間(時間),日射量(MJ/㎡),風速(m/s),相対湿度(％),平均外気温度,最高外気温度,最低外気温度
2021/6/1,1,0.0125,0.3,0,1,0,24.32414352,25.26666667,22.66666667,25.11597222,26.875,23,2021,6,1,1,0,1,0,0,0,0,0,5,9,25.87,1.15,74.91666667,21.25416667,25.4,16.6
2021/6/2,2,0.025,0.3,0,2,0,24.33726852,25.26666667,22.76666667,25.44027778,27,24.1,2021,6,2,2,0,0,1,0,0,0,0,0,2.5,15.24,1.108333333,70.41666667,22.97083333,27.1,20.3
2021/6/3,3,0.0375,0.3,0,3,0,24.43138889,25.4,22.9,25.50434028,26.925,24.05,2021,6,3,3,0,0,0,1,0,0,0,0.5,6.4,23.23,0.979166667,71.79166667,22.925,26,20.2
2021/6/4,1,0.0125,0.3,0,1,0,24.44006944,25.36666667,22.83333333,25.26284722,27.075,24.075,2021,6,4,4,0,0,0,0,1,0,0,15.5,0,2.75,1.8875,96.75,21.475,24.1,20
2021/6/5,1,0.0125,0.3,0,1,0,24.45918981,25.4,22.76666667,24.83871528,25.65,23.95,2021,6,5,5,0,0,0,0,0,1,0,0,1,18.39,0.520833333,78.29166667,22.73333333,25.1,20.9
2021/6/6,1,0.0125,0.3,0,1,0,24.50045139,25.4,23.03333333,25.15347223,26.225,24.25,2021,6,6,6,0,0,0,0,0,0,1,0.5,0.6,9.1,0.570833333,82.375,22.725,24.7,21.5
2021/6/7,2,0.025,0.3,0,2,0,24.61592593,25.5,22.96666667,25.54322917,27.6,23.05,2021,6,7,0,1,0,0,0,0,0,0,0,4.4,15.89,0.770833333,71.75,24.6,28.9,21.3
2021/6/8,3,0.0375,0.3,0,3,0,24.54009259,25.4,22.8,25.63090278,28.1,22.875,2021,6,8,1,0,1,0,0,0,0,0,0.5,8.8,22.35,1.029166667,64.70833333,26.5875,33.2,21.6
2021/6/9,4,0.05,0.3,0,4,0,24.60655093,25.4,23.03333333,25.59878472,28.475,23.2,2021,6,9,2,0,0,1,0,0,0,0,0,13.6,28.67,1.2,55.58333333,26.4,31.7,21.1
2021/6/10,4,0.05,0.3,0,4,0,24.65449074,25.36666667,22.96666667,25.50815972,28.225,20.475,2021,6,10,3,0,0,0,1,0,0,0,0,13.8,28.59,0.8875,63.41666667,25.9875,30,21.5
2021/6/11,3,0.0375,0.3,0,3,0,24.61851852,25.36666667,23.06666667,25.70902778,28.025,21.25,2021,6,11,4,0,0,0,0,1,0,0,0,9.9,24.17,1.1375,68.375,25.0875,30.4,21.9
2021/6/12,1,0.0125,0.3,0,1,0,24.55506944,25.26666667,23.13333333,26.08229167,26.875,25.025,2021,6,12,5,0,0,0,0,0,1,0,0,7.1,18.76,1.345833333,72.91666667,24.63333333,28.8,21.4
2021/6/13,1,0.0125,0.3,0,1,0,24.60319444,25.53333333,23.1,26.48732639,27.7,25.525,2021,6,13,6,0,0,0,0,0,0,1,0,2.3,15.8,0.808333333,68.41666667,25.62916667,29.6,22.7
