,電力消費量,日平均入力比,日最大入力比,日最小入力比,日空調時間数,日全負荷運転時間数,日平均設定温度,日最大設定温度,日最小設定温度,日平均室内温度,日最大室内温度,日最小室内温度,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,降水量(mm),日照時間(時間),日射量(MJ/㎡),風速(m/s),相対湿度(％),平均外気温度,最高外気温度,最低外気温度
2021/6/1,1,0.0125,0.3,0,1,0,24.32414352,25.26666667,22.66666667,24.76041667,26.3,23,2021,6,1,1,0,1,0,0,0,0,0,5,9,25.87,1.15,74.91666667,21.25416667,25.4,16.6
2021/6/2,1,0.0125,0.3,0,1,0,24.33726852,25.26666667,22.76666667,25.01041667,26.1,24.1,2021,6,2,2,0,0,1,0,0,0,0,0,2.5,15.24,1.108333333,70.41666667,22.97083333,27.1,20.3
2021/6/3,1,0.0125,0.3,0,1,0,24.43138889,25.4,22.9,25.15833333,26.5,24.2,2021,6,3,3,0,0,0,1,0,0,0,0.5,6.4,23.23,0.979166667,71.79166667,22.925,26,20.2
2021/6/4,1,0.0125,0.3,0,1,0,24.44006944,25.36666667,22.83333333,24.83333333,26.4,24.1,2021,6,4,4,0,0,0,0,1,0,0,15.5,0,2.75,1.8875,96.75,21.475,24.1,20
2021/6/5,2,0.025,0.3,0,2,0,24.45918981,25.4,22.76666667,24.35,25.2,23.4,2021,6,5,5,0,0,0,0,0,1,0,0,1,18.39,0.520833333,78.29166667,22.73333333,25.1,20.9
2021/6/6,1,0.0125,0.3,0,1,0,24.50045139,25.4,23.03333333,24.78541667,25.9,23.9,2021,6,6,6,0,0,0,0,0,0,1,0.5,0.6,9.1,0.570833333,82.375,22.725,24.7,21.5
2021/6/7,4,0.05,0.3,0,4,0,24.61592593,25.5,22.96666667,25.42708333,27.9,22.2,2021,6,7,0,1,0,0,0,0,0,0,0,4.4,15.89,0.770833333,71.75,24.6,28.9,21.3
2021/6/8,11,0.1375,0.6,0,9,0,24.54009259,25.4,22.8,25.31458333,27.5,21.8,2021,6,8,1,0,1,0,0,0,0,0,0.5,8.8,22.35,1.029166667,64.70833333,26.5875,33.2,21.6
2021/6/9,9,0.1125,0.6,0,8,0,24.60655093,25.4,23.03333333,24.96875,27.3,22,2021,6,9,2,0,0,1,0,0,0,0,0,13.6,28.67,1.2,55.58333333,26.4,31.7,21.1
2021/6/10,10,0.125,0.6,0,9,0,24.65449074,25.36666667,22.96666667,24.77083333,27.3,19.5,2021,6,10,3,0,0,0,1,0,0,0,0,13.8,28.59,0.8875,63.41666667,25.9875,30,21.5
