,電力消費量,日平均入力比,日最大入力比,日最小入力比,日空調時間数,日全負荷運転時間数,日平均設定温度,日最大設定温度,日最小設定温度,日平均室内温度,日最大室内温度,日最小室内温度,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,降水量(mm),日照時間(時間),日射量(MJ/㎡),風速(m/s),相対湿度(％),平均外気温度,最高外気温度,最低外気温度
2021-06-01,15.0,0.03833333333333335,0.13,0.0,13,0,25.0625,27.0,23.0,27.310937500000005,30.1,23.5,2021,6,1,1,0,1,0,0,0,0,0,5.0,9.0,25.870000000000005,1.1500000000000001,74.91666666666667,21.254166666666666,25.4,16.6
2021-06-02,22.0,0.0575,0.19,0.0,12,0,25.520833333333332,27.0,24.0,27.511458333333326,30.2,19.3,2021,6,2,2,0,0,1,0,0,0,0,0.0,2.5,15.240000000000002,1.1083333333333332,70.41666666666667,22.97083333333333,27.1,20.3
2021-06-03,27.0,0.07125,0.25,0.0,14,0,25.40625,27.0,23.0,27.390104166666664,30.3,20.0,2021,6,3,3,0,0,0,1,0,0,0,0.5,6.3999999999999995,23.230000000000004,0.9791666666666665,71.79166666666667,22.925000000000008,26.0,20.2
2021-06-04,23.0,0.06083333333333335,0.19,0.0,13,0,25.302083333333332,27.0,24.0,27.14791666666667,30.5,22.7,2021,6,4,4,0,0,0,0,1,0,0,15.5,0.0,2.7499999999999996,1.8875000000000002,96.75,21.475000000000005,24.1,20.0
2021-06-05,9.0,0.023333333333333334,0.13,0.0,7,0,25.145833333333332,27.0,24.0,26.178125000000005,28.5,22.2,2021,6,5,5,0,0,0,0,0,1,0,0.0,1.0,18.39,0.5208333333333334,78.29166666666667,22.733333333333334,25.1,20.9
2021-06-06,10.0,0.02541666666666667,0.13,0.0,9,0,25.390625,29.0,24.0,26.544270833333332,28.5,23.3,2021,6,6,6,0,0,0,0,0,0,1,0.5,0.6,9.1,0.5708333333333333,82.375,22.725000000000005,24.7,21.5
2021-06-07,22.0,0.05791666666666667,0.19,0.0,13,0,25.666666666666668,29.0,24.0,25.93854166666667,28.8,18.4,2021,6,7,0,1,0,0,0,0,0,0,0.0,4.4,15.889999999999999,0.7708333333333331,71.75,24.599999999999994,28.9,21.3
2021-06-08,26.0,0.0675,0.31,0.0,13,0,25.520833333333332,29.0,24.0,26.527083333333334,30.1,19.4,2021,6,8,1,0,1,0,0,0,0,0,0.5,8.8,22.349999999999998,1.0291666666666668,64.70833333333333,26.587499999999995,33.2,21.6
2021-06-09,46.0,0.12,0.31,0.0,14,0,25.28125,28.0,24.0,27.293229166666674,30.9,19.3,2021,6,9,2,0,0,1,0,0,0,0,0.0,13.6,28.67,1.2000000000000002,55.583333333333336,26.400000000000002,31.7,21.1
2021-06-10,40.0,0.10458333333333335,0.31,0.0,14,0,24.822916666666668,26.0,22.0,28.061458333333334,32.4,20.1,2021,6,10,3,0,0,0,1,0,0,0,0.0,13.799999999999999,28.590000000000003,0.8875000000000001,63.416666666666664,25.987499999999997,30.0,21.5
2021-06-11,38.0,0.09958333333333334,0.25,0.0,14,0,24.979166666666668,27.0,22.0,28.546354166666674,32.8,20.6,2021,6,11,4,0,0,0,0,1,0,0,0.0,9.9,24.169999999999998,1.1375,68.375,25.087500000000006,30.4,21.9
2021-06-12,6.0,0.015,0.06,0.0,6,0,25.375,27.0,24.0,30.286458333333332,32.6,26.1,2021,6,12,5,0,0,0,0,0,1,0,0.0,7.1000000000000005,18.76,1.3458333333333332,72.91666666666667,24.633333333333336,28.8,21.4
2021-06-13,24.0,0.06333333333333334,0.25,0.0,12,0,25.21875,28.0,24.0,29.33020833333333,32.6,24.5,2021,6,13,6,0,0,0,0,0,0,1,0.0,2.3,15.800000000000002,0.8083333333333336,68.41666666666667,25.629166666666666,29.6,22.7
