,電力消費量,日平均入力比,日最大入力比,日最小入力比,日空調時間数,日全負荷運転時間数,日平均設定温度,日最大設定温度,日最小設定温度,日平均室内温度,日最大室内温度,日最小室内温度,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,降水量(mm),日照時間(時間),日射量(MJ/㎡),風速(m/s),相対湿度(％),平均外気温度,最高外気温度,最低外気温度
2021/12/1,5,0.054166667,0.52,0,4,0,23.55986111,24.53333333,21.53333333,20.41458333,23.9,17,2021,12,1,2,0,0,1,0,0,0,0,79,6.1,9.09,1.7,69.83333333,16.21666667,20.5,10.2
2021/12/2,16,0.173333333,0.52,0,10,0,23.55731481,24.7,21.76666667,19.79166667,24.8,15.1,2021,12,2,3,0,0,0,1,0,0,0,0,9.3,12.32,1.2,43.41666667,11.19583333,15.1,7.2
2021/12/3,10,0.108333333,0.52,0,7,0,23.61710648,24.8,21.6,19.31458333,24.2,14.6,2021,12,3,4,0,0,0,0,1,0,0,0,9.2,11.6,0.820833333,58.25,10.98333333,15.8,5.8
2021/12/4,1,0.010833333,0.26,0,1,0,23.63569444,24.66666667,21.66666667,18.4625,20.1,14.7,2021,12,4,5,0,0,0,0,0,1,0,0,9.2,11.33,1.091666667,56.125,11.34583333,16.2,6.9
2021/12/5,1,0.010833333,0.26,0,1,0,23.68063657,24.73333333,21.83333333,16.675,19.2,13.5,2021,12,5,6,0,0,0,0,0,0,1,0,9.2,11.03,2.095833333,50.16666667,9.183333333,12.1,6.1
2021/12/6,18,0.195,0.52,0,12,0,23.6481713,25.26666667,21.56666667,18.11041667,23.4,13.9,2021,12,6,0,1,0,0,0,0,0,0,0,0,4.03,1.754166667,64.75,8.779166667,10.1,6.7
2021/12/7,11,0.119166667,0.52,0,7,0,23.4668287,24.73333333,21.46666667,19.22291667,24.2,15.7,2021,12,7,1,0,1,0,0,0,0,0,5,0.5,3.5,2.041666667,85.04166667,11.94166667,14.8,9.6
2021/12/8,17,0.184166667,0.52,0,11,0,23.32351852,24.53333333,21.23333333,18.29375,23.8,14.3,2021,12,8,2,0,0,1,0,0,0,0,34,0,2.26,3.370833333,92.75,9.995833333,11.3,8.4
2021/12/9,18,0.195,0.52,0,11,0,23.32825231,24.73333333,21.26666667,18.52708333,24.1,14.3,2021,12,9,3,0,0,0,1,0,0,0,0,7,10.27,2.029166667,67.33333333,10.41666667,14.3,8.4
2021/12/10,17,0.184166667,0.52,0,11,0,23.32342593,24.86666667,21,18.54583333,24.1,14.5,2021,12,10,4,0,0,0,0,1,0,0,0,3.6,8.47,1.25,68.04166667,9.2375,11.9,7.3
2021/12/11,1,0.010833333,0.26,0,1,0,23.6869213,25.06666667,21.46666667,18.10416667,20.2,15.4,2021,12,11,5,0,0,0,0,0,1,0,0,9.1,10.95,0.570833333,73.54166667,10.89166667,15.9,5.3
2021/12/12,1,0.010833333,0.26,0,1,0,23.84333333,25.06666667,21.9,18.45,20.7,15.7,2021,12,12,6,0,0,0,0,0,0,1,0,7.5,8.83,0.695833333,71.79166667,12.22083333,16.9,8
2021/12/13,17,0.184166667,0.52,0,11,0,23.82146991,25.83333333,21.66666667,18.625,25,13,2021,12,13,0,1,0,0,0,0,0,0,0,9.2,11.71,3.420833333,47.125,9.779166667,13.3,5.8
2021/12/14,18,0.195,0.52,0,11,0,23.94509259,25.53333333,21.46666667,17.17291667,23.4,10.8,2021,12,14,1,0,1,0,0,0,0,0,4.5,0.1,2.53,1.308333333,74.79166667,5.441666667,6.9,4.4
2021/12/15,15,0.1625,0.52,0,10,0,23.68291667,25.26666667,21.43333333,18.81666667,24.5,12.7,2021,12,15,2,0,0,1,0,0,0,0,0,9.2,11.29,0.425,74.20833333,9.345833333,14.2,3.3
2021/12/16,15,0.1625,0.52,0,11,0,23.585,25.43333333,21.33333333,19.29791667,25,13.5,2021,12,16,3,0,0,0,1,0,0,0,0,8.1,10.6,0.725,67.91666667,10.52083333,14.7,5
2021/12/17,15,0.1625,0.52,0,10,0,23.44362269,25.03333333,21.13333333,19.13541667,24.6,13.6,2021,12,17,4,0,0,0,0,1,0,0,4,0.9,3.42,1.695833333,80.45833333,9.233333333,12,5.2
2021/12/18,1,0.010833333,0.26,0,1,0,23.48258102,24.96666667,21.26666667,16.3375,20.1,12.2,2021,12,18,5,0,0,0,0,0,1,0,0,9.3,11.76,2.779166667,39.875,5.1875,9.5,2.4
2021/12/19,2,0.021666667,0.26,0,2,0,23.63256944,25.26666667,21.5,15.87083333,19.8,11.5,2021,12,19,6,0,0,0,0,0,0,1,0,9.2,11.24,0.704166667,51.54166667,5.745833333,10.4,1
2021/12/20,18,0.195,0.52,0,11,0,23.4296875,25.23333333,20.96666667,17.74375,24.2,11.9,2021,12,20,0,1,0,0,0,0,0,0,0,9.2,11.09,0.645833333,60.70833333,7.629166667,12.4,1.8
2021/12/21,14,0.151666667,0.52,0,9,0,23.47365741,24.83333333,21.26666667,18.85833333,24.5,13,2021,12,21,1,0,1,0,0,0,0,0,0,9.1,11.09,0.5125,65.75,9.9125,15.2,4.4
2021/12/22,18,0.195,0.52,0,11,0,23.33456019,24.66666667,20.93333333,18.50833333,24.5,13.3,2021,12,22,2,0,0,1,0,0,0,0,0,8.6,10.53,3.016666667,51.125,9.0375,13.3,5.6
2021/12/23,18,0.195,0.52,0,11,0,23.26594907,24.96666667,20.8,17.97708333,24.5,10,2021,12,23,3,0,0,0,1,0,0,0,0,8.7,11.25,2.779166667,40.83333333,8.720833333,12.4,4.9
2021/12/24,16,0.173333333,0.52,0,11,0,23.45872685,25.16666667,20.9,18.575,24.5,12.7,2021,12,24,4,0,0,0,0,1,0,0,0,8.9,11.36,0.866666667,57.04166667,8.745833333,12.7,3.6
2021/12/25,2,0.021666667,0.26,0,2,0,23.58914352,24.8,21.33333333,17.26041667,20,12.4,2021,12,25,5,0,0,0,0,0,1,0,2,5,8.51,1.966666667,70.41666667,9.045833333,15.3,4.5
2021/12/26,1,0.010833333,0.26,0,1,0,23.76469907,24.96666667,21.66666667,14.84583333,19,9.2,2021,12,26,6,0,0,0,0,0,0,1,0,8.5,11.13,3.479166667,35.25,3.883333333,8.6,0.4
2021/12/27,18,0.195,0.52,0,10,0,23.86986111,25.36666667,21.56666667,16.51458333,24.2,10.7,2021,12,27,0,1,0,0,0,0,0,0,0,9.3,11.44,1.070833333,39.54166667,3.958333333,9.5,-0.8
2021/12/28,18,0.195,0.52,0,10,0,24.02354167,25.4,21.33333333,16.8375,23.9,10.1,2021,12,28,1,0,1,0,0,0,0,0,0,9.2,11.69,1.433333333,48.66666667,4.645833333,9.3,0.2
2021/12/29,1,0.010833333,0.26,0,1,0,24.13222222,25.46666667,21.93333333,15.55833333,18.8,12.1,2021,12,29,2,0,0,1,0,0,0,0,0,8,10.45,0.708333333,54.04166667,4.883333333,8.5,1.6
2021/12/30,1,0.010833333,0.26,0,1,0,24.13680556,25.36666667,22.13333333,15.11875,17.9,11.3,2021,12,30,3,0,0,0,1,0,0,0,0,8,10.98,1.141666667,52.91666667,7.225,13.5,1.5
2021/12/31,2,0.021666667,0.26,0,2,0,24.15555556,25.33333333,22.13333333,13.45416667,16.6,9.6,2021,12,31,4,0,0,0,0,1,0,0,0,3.8,6.3,2.370833333,51.25,3.604166667,7.9,0.3
2022/1/1,1,0.010833333,0.26,0,1,0,24.15555556,25.33333333,22.13333333,12.48333333,15.2,9.7,2022,1,1,5,0,0,0,0,0,1,0,0,9.4,12.17,2.420833333,32.66666667,3.595833333,7.8,-0.7
2022/1/2,1,0.010833333,0.26,0,1,0,24.15555556,25.33333333,22.13333333,12.49375,14.4,9.7,2022,1,2,6,0,0,0,0,0,0,1,0,6.3,10.14,1.1375,51.04166667,4.1875,7.9,0.8
2022/1/3,1,0.010833333,0.26,0,1,0,24.15555556,25.33333333,22.13333333,12.72708333,14.7,10.1,2022,1,3,0,1,0,0,0,0,0,0,0,9.1,11.11,1.229166667,55.29166667,6.3875,10.8,2.7
2022/1/4,20,0.216666667,0.52,0,11,0,24.15958333,25.46666667,21.7,14.92708333,21,10.5,2022,1,4,1,0,1,0,0,0,0,0,0,9.1,11.76,2.241666667,56.95833333,5.779166667,13.2,2.2
2022/1/5,19,0.205416667,0.77,0,10,0,24.17194444,25.43333333,22.1,15.23333333,23.9,9.6,2022,1,5,2,0,0,1,0,0,0,0,0,9.3,12.13,2.858333333,36.29166667,4.5,8.5,1.6
2022/1/6,18,0.195,0.52,0,11,0,24.45458333,25.86666667,22.13333333,16.49791667,23.7,9.2,2022,1,6,3,0,0,0,1,0,0,0,4,0,1.84,1.175,71.75,0.804166667,2.2,-1
2022/1/7,19,0.205833333,0.52,0,11,0,24.49953704,25.93333333,22.33333333,15.9875,24.4,8.3,2022,1,7,4,0,0,0,0,1,0,0,0,9.3,12.18,2.354166667,65.58333333,3.1375,8.1,-2.1
2022/1/8,1,0.010833333,0.26,0,1,0,24.48712963,25.53333333,22.46666667,15.475,19.4,10.7,2022,1,8,5,0,0,0,0,0,1,0,0,9.3,11.84,0.908333333,51.58333333,5.808333333,9.9,1.5
2022/1/9,1,0.010833333,0.26,0,1,0,24.41243056,25.56666667,22.2,15.73333333,18.3,12.3,2022,1,9,6,0,0,0,0,0,0,1,0,8.4,11.36,0.620833333,53.79166667,7.9,14,1.7
2022/1/10,2,0.021666667,0.26,0,2,0,24.1896412,25.36666667,21.93333333,15.75625,18.7,13.3,2022,1,10,0,1,0,0,0,0,0,0,0,2.2,3.6,1.329166667,60.08333333,7.9375,9.5,6.8
2022/1/11,18,0.195,0.52,0,11,0,24.13576599,25.3,21.96666667,17.26875,24.3,11.5,2022,1,11,1,0,1,0,0,0,0,0,12.5,0,1.54,1.045833333,90,6.191666667,7.6,4.8
2022/1/12,18,0.195,0.52,0,10,0,24.17951389,25.5,21.9,16.94791667,24,10.4,2022,1,12,2,0,0,1,0,0,0,0,0,9.5,12.63,2.475,48.79166667,5.7375,8.9,3.4
2022/1/13,18,0.195,0.52,0,10,0,24.06466435,25.4,21.7,17.51666667,24.2,10.1,2022,1,13,3,0,0,0,1,0,0,0,0,7.3,11.93,1.625,43.04166667,6.066666667,11.1,3
2022/1/14,18,0.195,0.52,0,11,0,24.04966435,25.46666667,21.83333333,17.37916667,24.4,11,2022,1,14,4,0,0,0,0,1,0,0,0,9.6,12.8,3.1875,38.66666667,5.154166667,9.2,1.5
2022/1/15,2,0.021666667,0.26,0,2,0,24.27951389,25.63333333,22.06666667,16.25208333,19.4,13.1,2022,1,15,5,0,0,0,0,0,1,0,0,7.8,10.63,1.9,38.625,6.15,10.5,1.4
2022/1/16,1,0.010833333,0.26,0,1,0,24.16474537,25.73333333,21.8,15.89583333,19,11.2,2022,1,16,6,0,0,0,0,0,0,1,0,9.6,12.27,0.558333333,59.625,6.691666667,11.3,1.5
2022/1/17,18,0.195,0.52,0,10,0,24.06375,25.53333333,21.83333333,17.59375,24.4,12.1,2022,1,17,0,1,0,0,0,0,0,0,0,6.8,9.48,0.879166667,58.625,7.116666667,10.7,3.5
2022/1/18,18,0.195,0.52,0,10,0,24.29262731,25.66666667,21.9,16.90208333,23.8,10.1,2022,1,18,1,0,1,0,0,0,0,0,0,9.6,13.04,3.141666667,39.70833333,5.35,9.4,2.4
2022/1/19,19,0.205833333,0.52,0,11,0,24.31861111,25.6,21.96666667,17.26458333,24.4,10.6,2022,1,19,2,0,0,1,0,0,0,0,0,8.1,9.66,1.0875,43.16666667,4.933333333,9.2,1.2
2022/1/20,18,0.195,0.52,0,11,0,24.2580787,25.5,21.96666667,16.99791667,24.1,10.1,2022,1,20,3,0,0,0,1,0,0,0,0,8.9,12.18,1.941666667,53.375,4.245833333,8.6,0.1
2022/1/21,19,0.205833333,0.52,0,11,0,24.29715278,25.86666667,22.03333333,16.97291667,24.3,10.5,2022,1,21,4,0,0,0,0,1,0,0,0,9.5,13.36,2.591666667,43.04166667,3.741666667,9,0.1
