,電力消費量,日平均入力比,日最大入力比,日最小入力比,日空調時間数,日全負荷運転時間数,日平均設定温度,日最大設定温度,日最小設定温度,日平均室内温度,日最大室内温度,日最小室内温度,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,降水量(mm),日照時間(時間),日射量(MJ/㎡),風速(m/s),相対湿度(％),平均外気温度,最高外気温度,最低外気温度
2021-12-01,11.0,0.01875,0.25,0.0,1,0,24.583333333333325,26.0,24.0,26.675,56.0,20.8,2021,12,1,2,0,0,1,0,0,0,0,79.0,6.1,9.089999999999998,1.6999999999999995,69.83333333333333,16.21666666666667,20.5,10.2
2021-12-02,4.0,0.006666666666666667,0.04,0.0,0,0,24.39999999999999,26.0,24.0,24.33928571428571,31.0,15.0,2021,12,2,3,0,0,0,1,0,0,0,0.0,9.299999999999999,12.32,1.2,43.416666666666664,11.195833333333333,15.1,7.2
2021-12-03,5.0,0.008333333333333333,0.04,0.0,0,0,24.39999999999999,26.0,24.0,24.257142857142863,32.0,19.3,2021,12,3,4,0,0,0,0,1,0,0,0.0,9.2,11.600000000000001,0.8208333333333334,58.25,10.983333333333334,15.8,5.8
2021-12-04,4.0,0.006666666666666667,0.04,0.0,0,0,24.39999999999999,26.0,24.0,23.92797619047619,31.0,19.4,2021,12,4,5,0,0,0,0,0,1,0,0.0,9.2,11.33,1.091666666666667,56.125,11.345833333333333,16.2,6.9
2021-12-05,5.0,0.008333333333333333,0.04,0.0,0,0,24.39999999999999,26.0,24.0,23.147619047619045,27.0,19.3,2021,12,5,6,0,0,0,0,0,0,1,0.0,9.2,11.03,2.095833333333333,50.166666666666664,9.183333333333334,12.1,6.1
2021-12-06,61.0,0.10708333333333332,0.42,0.0,9,0,24.666666666666668,26.0,24.0,25.758928571428573,40.8,19.1,2021,12,6,0,1,0,0,0,0,0,0,0.0,0.0,4.029999999999999,1.754166666666667,64.75,8.779166666666667,10.1,6.7
2021-12-07,10.0,0.017083333333333332,0.25,0.0,1,0,24.8,26.0,24.0,26.149404761904766,51.0,20.0,2021,12,7,1,0,1,0,0,0,0,0,5.0,0.5,3.4999999999999996,2.0416666666666665,85.04166666666667,11.941666666666665,14.8,9.6
2021-12-08,54.0,0.09458333333333335,0.42,0.0,7,0,25.033333333333342,26.0,24.0,28.052976190476187,52.0,20.0,2021,12,8,2,0,0,1,0,0,0,0,34.0,0.0,2.2599999999999993,3.370833333333334,92.75,9.995833333333332,11.3,8.4
2021-12-09,4.0,0.006666666666666667,0.04,0.0,0,0,25.2,26.0,24.0,25.61964285714286,44.0,20.4,2021,12,9,3,0,0,0,1,0,0,0,0.0,7.0,10.269999999999998,2.029166666666667,67.33333333333333,10.416666666666666,14.3,8.4
2021-12-10,49.0,0.08583333333333333,0.42,0.0,8,0,25.341666666666658,26.0,20.0,26.49523809523809,41.0,20.0,2021,12,10,4,0,0,0,0,1,0,0,0.0,3.6,8.469999999999999,1.25,68.04166666666667,9.237499999999999,11.9,7.3
2021-12-11,4.0,0.006666666666666667,0.04,0.0,0,0,25.39999999999999,26.0,25.0,24.62559523809524,36.0,20.0,2021,12,11,5,0,0,0,0,0,1,0,0.0,9.1,10.949999999999998,0.5708333333333333,73.54166666666667,10.891666666666666,15.9,5.3
2021-12-12,38.0,0.06666666666666667,0.34,0.0,7,0,25.39999999999999,26.0,25.0,25.62559523809524,40.0,19.1,2021,12,12,6,0,0,0,0,0,0,1,0.0,7.5,8.829999999999998,0.6958333333333332,71.79166666666667,12.220833333333337,16.9,8.0
2021-12-13,4.0,0.006666666666666667,0.04,0.0,0,0,25.39999999999999,26.0,25.0,24.499999999999996,38.0,20.4,2021,12,13,0,1,0,0,0,0,0,0,0.0,9.2,11.709999999999999,3.420833333333333,47.125,9.779166666666667,13.3,5.8
2021-12-14,97.0,0.17041666666666666,0.51,0.0,11,0,25.63333333333333,27.0,25.0,25.21845238095238,39.0,19.9,2021,12,14,1,0,1,0,0,0,0,0,4.5,0.1,2.53,1.3083333333333333,74.79166666666667,5.441666666666666,6.9,4.4
2021-12-15,31.0,0.05375,0.25,0.0,6,0,25.61666666666666,27.0,25.0,25.142261904761906,37.1,19.2,2021,12,15,2,0,0,1,0,0,0,0,0.0,9.2,11.29,0.425,74.20833333333333,9.345833333333333,14.2,3.3
2021-12-16,57.0,0.09958333333333334,0.42,0.0,10,0,25.39999999999999,26.0,25.0,26.9345238095238,41.0,20.3,2021,12,16,3,0,0,0,1,0,0,0,0.0,8.1,10.600000000000001,0.7250000000000001,67.91666666666667,10.520833333333334,14.7,5.0
2021-12-17,77.0,0.13541666666666666,0.42,0.0,10,0,25.39999999999999,26.0,25.0,27.541071428571428,42.0,19.8,2021,12,17,4,0,0,0,0,1,0,0,4.0,0.8999999999999999,3.4200000000000004,1.695833333333333,80.45833333333333,9.233333333333333,12.0,5.2
2021-12-18,13.0,0.022500000000000003,0.34,0.0,1,0,25.45,26.0,25.0,23.856547619047618,37.3,20.2,2021,12,18,5,0,0,0,0,0,1,0,0.0,9.3,11.759999999999998,2.779166666666667,39.875,5.187499999999999,9.5,2.4
2021-12-19,55.0,0.09666666666666668,0.42,0.0,7,0,23.62500000000001,28.0,20.0,24.45416666666667,41.2,19.1,2021,12,19,6,0,0,0,0,0,0,1,0.0,9.2,11.239999999999997,0.7041666666666667,51.541666666666664,5.745833333333334,10.4,1.0
2021-12-20,81.0,0.1425,0.3,0.0,14,0,22.183333333333334,28.0,20.0,27.16369047619047,39.9,19.3,2021,12,20,0,1,0,0,0,0,0,0,0.0,9.2,11.09,0.6458333333333333,60.708333333333336,7.629166666666667,12.4,1.8
2021-12-21,34.0,0.05916666666666667,0.46,0.0,4,0,24.53333333333333,26.0,23.0,25.18630952380953,39.2,19.2,2021,12,21,1,0,1,0,0,0,0,0,0.0,9.100000000000001,11.089999999999996,0.5124999999999998,65.75,9.9125,15.2,4.4
2021-12-22,75.0,0.1320833333333333,0.38,0.0,12,0,23.466666666666658,26.0,20.0,26.3452380952381,40.4,20.6,2021,12,22,2,0,0,1,0,0,0,0,0.0,8.6,10.529999999999998,3.016666666666666,51.125,9.0375,13.3,5.6
2021-12-23,56.0,0.09874999999999999,0.34,0.0,11,0,22.391666666666666,26.0,20.0,26.225595238095238,40.0,20.0,2021,12,23,3,0,0,0,1,0,0,0,0.0,8.700000000000001,11.25,2.779166666666667,40.833333333333336,8.720833333333333,12.4,4.9
2021-12-24,58.0,0.10208333333333332,0.46,0.0,10,0,24.0,26.0,20.0,26.382142857142856,39.5,19.7,2021,12,24,4,0,0,0,0,1,0,0,0.0,8.899999999999999,11.36,0.8666666666666667,57.041666666666664,8.745833333333332,12.7,3.6
2021-12-25,4.0,0.006666666666666667,0.04,0.0,0,0,24.8,26.0,20.0,23.983928571428567,33.0,20.5,2021,12,25,5,0,0,0,0,0,1,0,2.0,4.999999999999999,8.510000000000002,1.9666666666666666,70.41666666666667,9.045833333333333,15.3,4.5
2021-12-26,18.0,0.03166666666666667,0.3,0.0,2,0,24.90000000000001,28.0,20.0,23.363095238095237,34.9,19.2,2021,12,26,6,0,0,0,0,0,0,1,0.0,8.5,11.129999999999999,3.4791666666666674,35.25,3.883333333333333,8.6,0.4
2021-12-27,153.0,0.2695833333333333,0.84,0.0,14,0,24.933333333333334,28.0,20.0,25.131547619047623,39.7,14.0,2021,12,27,0,1,0,0,0,0,0,0,0.0,9.3,11.44,1.0708333333333333,39.541666666666664,3.9583333333333326,9.5,-0.8
2021-12-28,91.0,0.15958333333333333,0.46,0.0,10,0,24.8,26.0,20.0,23.90773809523809,39.1,17.0,2021,12,28,1,0,1,0,0,0,0,0,0.0,9.200000000000001,11.690000000000001,1.4333333333333333,48.666666666666664,4.645833333333334,9.3,0.2
2021-12-29,4.0,0.006666666666666667,0.04,0.0,0,0,24.8,26.0,20.0,21.736904761904764,24.3,18.8,2021,12,29,2,0,0,1,0,0,0,0,0.0,8.0,10.450000000000001,0.7083333333333335,54.041666666666664,4.883333333333334,8.5,1.6
2021-12-30,5.0,0.008333333333333333,0.04,0.0,0,0,24.8,26.0,20.0,21.04821428571428,25.0,17.8,2021,12,30,3,0,0,0,1,0,0,0,0.0,8.0,10.98,1.1416666666666668,52.916666666666664,7.225000000000001,13.5,1.5
2021-12-31,4.0,0.006666666666666667,0.04,0.0,0,0,24.8,26.0,20.0,20.164880952380955,26.0,16.3,2021,12,31,4,0,0,0,0,1,0,0,0.0,3.8,6.3,2.3708333333333336,51.25,3.6041666666666665,7.9,0.3
2022-01-01,5.0,0.008333333333333333,0.04,0.0,0,0,24.8,26.0,20.0,18.73154761904762,22.0,15.4,2022,1,1,5,0,0,0,0,0,1,0,0.0,9.4,12.17,2.420833333333333,32.666666666666664,3.595833333333333,7.8,-0.7
2022-01-02,4.0,0.006666666666666667,0.04,0.0,0,0,24.8,26.0,20.0,18.27559523809524,24.0,15.3,2022,1,2,6,0,0,0,0,0,0,1,0.0,6.3,10.14,1.1375000000000004,51.041666666666664,4.1875,7.9,0.8
2022-01-03,5.0,0.008333333333333333,0.04,0.0,0,0,24.8,26.0,20.0,18.401190476190475,27.0,14.8,2022,1,3,0,1,0,0,0,0,0,0,0.0,9.100000000000001,11.110000000000001,1.229166666666667,55.291666666666664,6.3875,10.8,2.7
2022-01-04,146.0,0.25666666666666665,0.97,0.0,13,0,24.8,26.0,20.0,23.811309523809527,39.7,14.8,2022,1,4,1,0,1,0,0,0,0,0,0.0,9.100000000000001,11.759999999999998,2.2416666666666667,56.958333333333336,5.779166666666668,13.2,2.2
2022-01-05,149.0,0.26166666666666666,0.89,0.0,11,0,24.8,26.0,20.0,23.222619047619045,40.7,16.0,2022,1,5,2,0,0,1,0,0,0,0,0.0,9.3,12.129999999999999,2.858333333333334,36.291666666666664,4.499999999999999,8.5,1.6
