,電力消費量,日平均入力比,日最大入力比,日最小入力比,日空調時間数,日全負荷運転時間数,日平均設定温度,日最大設定温度,日最小設定温度,日平均室内温度,日最大室内温度,日最小室内温度,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,降水量(mm),日照時間(時間),日射量(MJ/㎡),風速(m/s),相対湿度(％),平均外気温度,最高外気温度,最低外気温度
2021-12-01,9.0,0.0375,0.4,0.0,4,0,24.0,24.0,24.0,27.540625000000006,55.0,18.9,2021,12,1,2,0,0,1,0,0,0,0,79.0,6.1,9.089999999999998,1.6999999999999995,69.83333333333333,16.21666666666667,20.5,10.2
2021-12-02,34.0,0.14166666666666664,0.4,0.0,12,0,24.0,24.0,24.0,25.88229166666666,40.0,20.4,2021,12,2,3,0,0,0,1,0,0,0,0.0,9.299999999999999,12.32,1.2,43.416666666666664,11.195833333333333,15.1,7.2
2021-12-03,31.0,0.12916666666666665,0.4,0.0,10,0,24.0,24.0,24.0,25.698958333333334,41.0,18.9,2021,12,3,4,0,0,0,0,1,0,0,0.0,9.2,11.600000000000001,0.8208333333333334,58.25,10.983333333333334,15.8,5.8
2021-12-04,3.0,0.012500000000000002,0.1,0.0,3,0,24.0,24.0,24.0,24.9375,41.0,18.5,2021,12,4,5,0,0,0,0,0,1,0,0.0,9.2,11.33,1.091666666666667,56.125,11.345833333333333,16.2,6.9
2021-12-05,42.0,0.17499999999999996,0.5,0.0,11,0,24.0,24.0,24.0,23.422916666666666,34.0,18.4,2021,12,5,6,0,0,0,0,0,0,1,0.0,9.2,11.03,2.095833333333333,50.166666666666664,9.183333333333334,12.1,6.1
2021-12-06,42.0,0.1745833333333333,0.69,0.0,13,0,24.0,24.0,24.0,25.133333333333336,42.0,17.5,2021,12,6,0,1,0,0,0,0,0,0,0.0,0.0,4.029999999999999,1.754166666666667,64.75,8.779166666666667,10.1,6.7
2021-12-07,18.0,0.075,0.3,0.0,8,0,24.0,24.0,24.0,28.146875000000005,52.0,18.7,2021,12,7,1,0,1,0,0,0,0,0,5.0,0.5,3.4999999999999996,2.0416666666666665,85.04166666666667,11.941666666666665,14.8,9.6
2021-12-08,35.0,0.14583333333333331,0.4,0.0,12,0,24.0,24.0,24.0,28.714583333333334,54.0,18.2,2021,12,8,2,0,0,1,0,0,0,0,34.0,0.0,2.2599999999999993,3.370833333333334,92.75,9.995833333333332,11.3,8.4
2021-12-09,33.0,0.13749999999999998,0.4,0.0,11,0,24.0,24.0,24.0,27.759375000000006,47.0,21.0,2021,12,9,3,0,0,0,1,0,0,0,0.0,7.0,10.269999999999998,2.029166666666667,67.33333333333333,10.416666666666666,14.3,8.4
2021-12-10,25.0,0.10416666666666669,0.4,0.0,10,0,24.0,24.0,24.0,27.70833333333333,44.0,20.3,2021,12,10,4,0,0,0,0,1,0,0,0.0,3.6,8.469999999999999,1.25,68.04166666666667,9.237499999999999,11.9,7.3
