,電力消費量,日平均入力比,日最大入力比,日最小入力比,日空調時間数,日全負荷運転時間数,日平均設定温度,日最大設定温度,日最小設定温度,日平均室内温度,日最大室内温度,日最小室内温度,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,降水量(mm),日照時間(時間),日射量(MJ/㎡),風速(m/s),相対湿度(％),平均外気温度,最高外気温度,最低外気温度
2021-12-01,7.0,0.02041666666666667,0.07,0.0,7,0,25.569444444444443,26.0,23.0,21.74027777777778,31.2,19.2,2021,12,1,2,0,0,1,0,0,0,0,79.0,6.1,9.089999999999998,1.6999999999999995,69.83333333333333,16.21666666666667,20.5,10.2
2021-12-02,12.0,0.036250000000000004,0.22,0.0,7,0,25.48611111111111,26.0,23.0,22.37847222222223,31.1,19.3,2021,12,2,3,0,0,0,1,0,0,0,0.0,9.299999999999999,12.32,1.2,43.416666666666664,11.195833333333333,15.1,7.2
2021-12-03,14.0,0.04291666666666668,0.15,0.0,9,0,25.13888888888889,26.0,21.0,21.802083333333332,29.4,16.4,2021,12,3,4,0,0,0,0,1,0,0,0.0,9.2,11.600000000000001,0.8208333333333334,58.25,10.983333333333334,15.8,5.8
2021-12-04,10.0,0.029166666666666674,0.07,0.0,10,0,25.5,26.0,21.0,21.712500000000002,27.1,18.6,2021,12,4,5,0,0,0,0,0,1,0,0.0,9.2,11.33,1.091666666666667,56.125,11.345833333333333,16.2,6.9
2021-12-05,26.0,0.08041666666666665,0.22,0.0,12,0,25.805555555555557,27.0,25.0,22.253472222222225,30.0,18.4,2021,12,5,6,0,0,0,0,0,0,1,0.0,9.2,11.03,2.095833333333333,50.166666666666664,9.183333333333334,12.1,6.1
2021-12-06,40.0,0.12374999999999997,0.22,0.0,18,0,25.6875,27.0,22.0,24.209722222222226,34.1,18.7,2021,12,6,0,1,0,0,0,0,0,0,0.0,0.0,4.029999999999999,1.754166666666667,64.75,8.779166666666667,10.1,6.7
2021-12-07,23.0,0.07041666666666667,0.22,0.0,13,0,25.340277777777786,27.0,22.0,22.98472222222222,32.3,18.7,2021,12,7,1,0,1,0,0,0,0,0,5.0,0.5,3.4999999999999996,2.0416666666666665,85.04166666666667,11.941666666666665,14.8,9.6
2021-12-08,27.0,0.08333333333333333,0.22,0.0,13,0,25.631944444444443,26.0,20.0,22.894444444444442,33.0,18.4,2021,12,8,2,0,0,1,0,0,0,0,34.0,0.0,2.2599999999999993,3.370833333333334,92.75,9.995833333333332,11.3,8.4
2021-12-09,24.0,0.07375,0.22,0.0,12,0,25.70833333333334,26.0,20.0,23.106250000000003,32.5,18.7,2021,12,9,3,0,0,0,1,0,0,0,0.0,7.0,10.269999999999998,2.029166666666667,67.33333333333333,10.416666666666666,14.3,8.4
2021-12-10,23.0,0.07,0.22,0.0,13,0,25.777777777777782,26.0,22.0,22.808333333333337,31.7,18.7,2021,12,10,4,0,0,0,0,1,0,0,0.0,3.6,8.469999999999999,1.25,68.04166666666667,9.237499999999999,11.9,7.3
2021-12-11,4.0,0.011666666666666667,0.07,0.0,4,0,25.833333333333332,26.0,25.0,20.021527777777774,21.6,18.4,2021,12,11,5,0,0,0,0,0,1,0,0.0,9.1,10.949999999999998,0.5708333333333333,73.54166666666667,10.891666666666666,15.9,5.3
