,“ú•Ê
0,65.79
4,14.47
8,20.33
13,527.89
14,59.04
19,100.63
22,275.48
33,477.27
39,70.4
40,285.4
41,150.35
43,105.17
45,203.19
47,68.7
49,7.75
50,52.29
51,21.47
53,3.03
56,45.44
58,11.7
62,25.96
68,103.21
71,495.71
73,51.63
74,21.86
75,12.96
81,10.6
85,23.59
89,12.8
93,35.56
95,30.31
96,52.88
108,33.8
115,18.25
116,44.57
117,59.81
119,6.11
128,25.34
132,94.87
135,7.67
137,18.85
142,3.37
143,17.0
151,31.89
152,35.1
153,0.24
157,26.51
161,9.76
162,10.18
165,51.03
166,1.93
167,12.62
169,23.55
176,24.26
177,1.63
180,16.46
181,32.53
183,99.62
184,23.19
188,24.53
197,14.04
198,320.36
202,241.81
203,54.95
208,9.77
210,31.18
212,1209.72
213,6.04
218,1.67
219,443.28
222,30.62
229,43.57
233,200.83
239,39.0
247,25.99
250,9.48
258,7.67
261,31.17
264,22.44
268,11.87
269,42.51
275,2258.0
277,2105.47
281,0.74
287,34.72
305,152.24
311,31.14
312,8.97
315,34.05
317,52.79
318,25.88
319,29.04
320,62.61
321,43.5
324,25.64
327,42.84
329,6.19
332,22.08
333,108.74
335,16.01
336,3.57
339,45.52
341,23.36
342,75.48
344,47.3
346,10.08
349,40.15
351,14.09
353,25.79
362,74.65
364,27.91
