,“ú•Ê
0,60.84
1,208.13
2,25.82
3,32.45
4,27.22
5,38.92
6,49.49
7,38.01
9,34.38
10,11.74
11,196.48
13,386.66
14,28.42
15,493.45
16,28.37
17,13.32
18,98.38
19,209.75
20,202.38
21,124.64
22,319.28
24,101.07
25,307.26
27,124.38
30,334.52
31,361.95
32,399.71
34,255.77
36,135.03
38,156.92
39,110.19
40,80.72
41,92.95
42,155.01
43,209.05
44,26.13
45,280.97
46,51.47
48,27.06
49,120.98
50,23.16
51,26.29
55,187.7
56,15.92
58,32.19
59,10.39
60,31.02
62,4.87
64,8.61
65,56.16
66,23.23
68,61.94
69,32.13
71,380.98
72,26.8
73,25.03
75,11.38
76,33.28
78,53.13
79,87.06
82,31.5
83,29.4
84,43.28
85,57.32
87,19.9
89,27.88
90,14.72
91,47.01
92,11.55
93,7.2
94,72.24
97,19.17
98,31.1
99,133.89
100,37.07
101,15.24
102,82.63
103,3.91
105,25.89
106,53.36
107,35.23
109,49.57
110,18.06
111,44.89
112,44.51
114,46.63
115,42.0
116,18.61
117,43.71
120,4.77
121,49.12
122,16.3
123,15.6
124,32.71
125,28.19
126,37.8
128,32.29
129,9.77
131,32.71
132,56.34
134,0.63
136,36.43
137,11.18
138,13.71
140,8.04
141,18.33
144,5.81
145,72.33
146,32.23
150,7.95
152,11.66
153,13.78
156,3.44
157,44.01
158,31.63
159,36.43
160,42.68
161,8.43
162,12.85
164,26.03
165,34.96
167,17.0
168,6.72
170,19.99
171,13.91
172,10.44
174,43.25
175,49.61
177,9.71
180,34.34
181,24.42
182,11.27
184,57.76
187,17.6
188,7.78
190,3.53
191,26.87
192,6.05
193,12.05
194,12.65
195,169.76
198,306.88
199,6.01
202,391.67
203,34.92
204,152.16
205,61.49
206,11.66
207,267.19
208,4.99
209,19.46
210,1.48
211,16.12
213,13.42
214,65.01
215,324.39
219,335.25
220,19.51
223,13.5
224,13.84
225,2.58
228,42.01
229,32.45
230,25.25
231,0.2
232,4.9
235,10.11
236,57.61
237,2.5
240,18.38
244,2.28
245,29.2
247,7.16
248,30.54
249,15.02
250,6.88
254,23.08
255,32.02
256,29.07
260,9.99
262,18.12
263,27.89
264,38.34
265,12.63
267,19.96
268,18.38
269,20.62
270,93.08
271,3.25
277,1424.23
279,25.64
280,29.7
282,19.68
283,19.83
284,14.04
285,10.56
286,17.91
288,21.52
289,15.76
293,10.55
295,9.34
296,25.67
297,10.63
298,13.13
299,22.16
301,25.81
302,57.81
303,23.67
305,122.97
306,16.05
307,39.71
309,1.72
310,42.31
311,17.6
313,20.36
314,16.93
315,29.7
316,20.61
317,44.07
319,34.29
320,23.62
321,8.58
322,10.44
323,7.41
326,26.26
328,6.52
330,7.86
331,29.67
332,26.7
333,37.5
334,1.74
335,2.53
337,26.67
339,13.35
340,33.47
341,8.65
342,38.68
343,18.02
344,26.84
346,2.8
347,109.18
348,13.42
349,21.22
350,53.22
351,15.72
352,80.15
353,13.48
355,21.12
356,64.57
357,33.98
358,32.92
360,12.93
363,24.74
364,27.02
