,“ú•Ê
0,90.15
3,3.8
4,34.37
5,26.37
8,15.87
10,4.15
11,158.89
12,1.42
13,396.07
14,36.51
15,323.74
20,202.82
21,142.25
22,169.92
23,77.09
24,156.54
25,277.87
27,137.81
28,334.6
33,299.24
34,430.34
35,194.71
36,183.93
37,221.62
39,161.51
40,204.52
42,235.99
43,75.62
46,109.99
47,42.68
48,96.35
49,237.43
50,3.19
51,32.55
52,79.04
53,149.81
57,197.54
58,29.47
60,4.28
62,1.66
63,31.27
64,12.61
65,60.46
67,113.9
69,43.22
70,36.98
71,195.23
74,57.95
75,6.92
76,29.63
77,81.01
78,30.56
80,38.86
81,4.46
82,54.21
83,26.95
85,72.51
86,18.92
87,36.4
88,38.57
89,39.46
90,30.98
92,15.17
93,5.3
94,35.59
95,66.22
96,17.02
97,25.44
102,84.65
104,10.38
106,68.37
108,41.71
109,39.27
110,47.5
111,73.32
112,41.33
113,39.77
114,43.12
115,38.66
116,46.72
117,42.14
118,48.49
121,85.2
123,51.81
125,57.68
126,69.51
127,22.95
128,13.07
131,83.25
132,102.04
133,52.64
134,17.65
135,53.02
136,35.72
137,36.92
139,17.94
143,19.79
145,49.37
147,14.55
148,94.83
149,41.61
150,25.79
152,18.87
156,24.38
157,46.61
158,63.43
159,51.53
160,61.54
161,6.27
162,0.39
164,43.81
165,11.39
167,14.21
168,7.87
169,33.52
170,13.6
172,2.85
173,6.55
174,74.64
175,5.98
176,18.34
177,5.1
179,46.64
182,8.71
183,143.6
184,23.25
187,31.58
188,9.58
189,7.8
191,59.34
193,16.47
194,25.3
195,159.33
196,5.61
197,18.8
198,236.33
199,9.0
200,81.39
201,4.13
203,28.84
204,139.0
205,43.55
206,3.91
207,307.4
208,11.59
210,4.1
211,22.06
214,148.42
216,0.14
218,6.2
219,211.27
220,7.18
222,19.81
223,8.24
224,5.48
225,2.38
226,38.17
227,23.42
228,60.81
229,13.22
230,2.99
231,9.49
232,18.83
233,66.72
234,18.63
236,58.48
237,3.68
238,4.07
241,17.06
242,27.19
244,6.2
245,26.05
246,16.29
247,10.83
248,33.01
250,9.75
252,14.31
253,6.75
256,39.72
257,2.44
258,24.21
259,23.0
260,15.55
261,19.18
262,25.6
263,18.27
264,33.54
265,8.87
267,15.28
268,17.94
270,91.9
271,5.52
273,916.45
277,1303.25
278,31.93
279,29.86
281,16.94
284,22.59
285,24.47
289,21.76
290,30.85
291,7.69
293,15.62
294,39.1
295,8.37
297,17.33
299,16.65
300,24.9
302,47.22
303,22.71
304,8.99
305,124.93
306,11.39
308,30.24
310,42.69
311,23.68
313,23.32
315,34.77
316,20.41
317,38.78
318,28.42
319,35.87
320,31.32
321,14.17
322,13.72
323,11.8
324,30.36
325,5.22
326,12.45
327,27.65
330,21.43
331,37.12
334,12.89
335,3.83
336,8.31
337,24.44
338,6.77
340,35.29
341,4.59
342,42.5
345,20.67
347,59.38
348,1.83
349,24.83
351,19.88
352,137.37
354,26.62
355,4.95
356,37.77
359,30.69
360,22.23
361,29.29
362,88.62
364,17.28
