,“ú•Ê
1,13.73
2,31.27
3,13.98
5,36.05
6,22.25
7,20.24
9,16.47
10,4.96
11,90.6
12,10.01
15,164.91
16,10.38
17,37.81
18,7.3
20,37.43
21,18.76
23,123.09
24,50.11
25,120.69
26,14.48
27,24.24
28,202.33
29,44.81
30,5.53
31,63.78
32,118.88
34,73.86
35,41.36
36,5.01
37,404.53
38,72.45
42,79.68
44,24.29
46,24.8
48,30.6
52,80.24
54,17.25
55,134.03
57,78.58
59,10.9
60,34.52
61,7.29
63,27.19
64,4.63
65,12.43
66,1.19
67,63.97
69,12.06
70,36.13
72,7.12
76,13.34
77,9.75
78,3.45
79,12.38
80,5.82
82,12.12
83,10.39
84,14.33
86,2.04
87,17.07
88,16.37
90,24.56
91,23.49
92,24.73
94,28.49
97,17.37
98,26.71
99,96.02
100,14.58
101,3.18
102,46.44
103,2.16
104,3.13
105,11.11
106,51.18
107,6.36
109,26.75
110,26.16
111,69.7
112,12.82
113,16.82
114,18.57
118,25.66
120,7.96
121,77.88
122,8.37
123,9.09
124,27.78
125,44.0
126,59.05
127,23.49
129,10.81
130,22.23
131,14.01
133,0.03
134,5.85
136,8.59
138,30.09
139,22.78
140,1.63
141,13.15
144,0.93
145,15.93
146,44.02
147,1.16
148,26.99
149,18.04
150,20.79
154,28.07
155,1.83
156,20.26
158,22.97
159,4.18
160,7.12
163,0.61
164,1.94
168,15.48
170,31.74
171,11.41
172,23.34
173,12.58
174,2.43
175,31.59
178,6.43
179,26.16
182,4.55
185,2.44
186,9.19
187,15.0
189,0.07
190,11.08
191,6.2
192,3.99
193,15.62
194,16.4
195,117.61
196,11.52
199,13.16
200,6.37
201,6.6
204,81.03
205,9.87
206,11.52
207,12.13
209,14.09
211,42.6
214,14.99
215,38.6
216,3.7
217,9.0
220,10.13
221,6.31
223,11.0
224,7.95
225,0.86
226,57.25
227,1.57
228,10.78
230,4.24
231,8.71
232,6.47
234,8.24
235,13.63
236,16.99
237,4.54
238,5.33
240,1.01
241,6.41
242,18.21
243,1.34
244,25.45
245,11.7
246,18.6
248,10.87
249,1.47
251,1.83
252,0.83
253,6.82
254,2.05
255,3.62
256,41.1
257,10.7
259,8.6
260,8.79
262,20.08
263,10.42
265,12.46
266,9.14
267,8.69
270,53.81
271,22.42
272,213.02
273,314.17
274,601.78
276,1717.17
278,5.16
279,18.46
280,18.74
282,4.7
283,6.98
284,4.7
285,26.79
286,6.97
288,26.19
289,0.27
290,0.17
291,9.15
292,14.8
293,13.77
294,25.02
295,5.86
296,15.21
297,6.04
298,3.32
299,6.16
300,6.0
301,21.54
302,48.77
303,5.52
304,12.51
306,23.75
307,16.57
308,10.04
309,6.84
310,8.15
313,14.4
314,4.08
316,9.58
322,7.24
323,23.39
325,5.13
326,16.97
328,4.3
330,15.07
331,34.81
334,1.68
337,12.2
338,5.75
340,24.97
343,3.23
345,21.46
347,24.56
348,20.78
350,10.42
352,43.98
354,6.57
355,2.04
356,22.86
357,15.46
358,10.33
359,20.63
360,11.79
361,15.2
363,4.47
