,éûçèï 
0,93.05
4,inf
5,inf
6,inf
7,inf
11,inf
16,inf
23,inf
24,inf
25,inf
26,inf
28,inf
29,inf
32,46.56
41,inf
42,79.05
43,inf
46,inf
47,inf
48,inf
52,inf
56,inf
60,64.54
65,inf
67,inf
78,97.86
85,inf
91,inf
95,inf
102,inf
106,inf
109,inf
113,inf
117,inf
120,inf
121,inf
123,107.13
128,inf
136,inf
137,inf
143,inf
148,inf
150,22.06
155,24.15
164,inf
165,inf
166,inf
167,inf
172,inf
173,inf
175,inf
176,inf
177,inf
180,12.91
184,inf
185,inf
188,inf
189,95.23
190,inf
199,38.0
203,43.95
206,51.45
210,inf
219,inf
221,inf
225,inf
226,46.13
230,inf
237,inf
241,inf
244,95.17
247,inf
249,inf
250,inf
252,inf
253,113.36
259,inf
263,inf
267,inf
270,21.23
277,23.09
279,63.4
280,49.92
284,inf
287,inf
289,inf
290,inf
293,inf
294,inf
297,inf
298,30.72
299,inf
301,inf
303,inf
305,inf
306,inf
309,inf
310,inf
312,inf
317,inf
319,58.67
320,52.3
322,43.0
325,41.2
330,inf
335,91.69
337,inf
338,inf
341,inf
343,39.01
345,62.18
353,60.04
356,inf
357,inf
358,inf
359,inf
369,34.28
371,inf
373,inf
374,inf
375,62.8
376,inf
378,inf
381,inf
382,inf
385,inf
386,inf
392,inf
396,inf
397,inf
401,inf
403,inf
408,inf
410,inf
412,inf
414,inf
415,inf
419,inf
423,inf
429,inf
431,inf
434,inf
435,inf
436,inf
441,75.57
443,28.77
446,inf
451,inf
452,inf
454,86.87
456,inf
459,inf
468,inf
470,89.36
471,inf
474,inf
479,inf
482,inf
483,inf
486,inf
488,inf
489,inf
492,8.02
494,23.09
498,inf
501,inf
510,inf
511,68.92
514,inf
516,45.72
517,21.87
519,52.24
524,inf
526,inf
527,101.82
532,inf
534,inf
538,inf
540,inf
545,inf
552,inf
566,72.11
571,inf
578,inf
579,inf
581,inf
583,inf
584,inf
591,inf
594,inf
600,inf
610,inf
612,inf
621,inf
630,inf
631,inf
633,34.34
635,inf
638,inf
642,83.0
649,inf
652,inf
653,inf
656,inf
661,60.55
664,inf
665,inf
667,inf
675,inf
682,inf
686,inf
688,inf
689,inf
694,inf
696,inf
698,inf
700,82.98
703,inf
705,inf
710,inf
711,inf
714,inf
717,inf
720,inf
723,inf
725,inf
726,inf
733,inf
735,inf
744,inf
745,inf
751,inf
758,inf
760,inf
762,inf
768,inf
776,104.66
780,inf
781,inf
783,inf
786,72.48
789,inf
801,inf
805,70.64
807,inf
814,inf
820,inf
829,inf
836,inf
837,inf
840,inf
844,79.68
845,inf
847,inf
854,inf
855,inf
856,inf
859,101.36
877,53.5
880,23.29
882,inf
885,85.51
888,inf
889,inf
893,inf
896,inf
898,inf
899,inf
900,inf
904,63.31
907,inf
908,inf
909,inf
914,104.72
917,inf
918,inf
922,inf
923,86.2
925,inf
930,inf
951,29.32
954,inf
956,inf
958,inf
962,inf
963,inf
964,94.73
965,inf
971,30.59
974,28.53
980,75.91
981,inf
984,inf
992,inf
996,35.14
997,31.56
1002,inf
1003,inf
1005,inf
1011,inf
1013,inf
1014,inf
1015,8.69
1016,inf
1017,inf
1019,27.87
1024,44.43
1031,inf
1032,inf
1036,inf
1039,inf
1040,inf
1048,40.89
1049,13.3
1056,inf
1058,inf
1059,inf
1060,inf
1064,inf
1069,inf
1070,inf
1072,81.48
1077,inf
1078,97.32
1079,inf
1086,inf
1088,inf
1089,inf
1101,inf
1102,inf
1105,inf
1106,84.29
1107,inf
1111,6.08
1113,35.87
1118,32.3
1124,inf
1126,inf
1127,inf
1128,inf
1130,inf
1135,38.63
1139,23.42
1142,36.57
1145,51.66
1146,inf
1147,inf
1151,inf
1153,inf
1156,inf
1158,inf
1159,inf
1160,inf
1162,46.49
1163,49.19
1166,41.37
1170,inf
1176,inf
1177,inf
1178,inf
1192,inf
1194,inf
1200,inf
1201,inf
1203,91.68
1204,inf
1205,inf
1206,inf
1211,22.85
1213,94.52
1221,inf
1222,inf
1224,inf
1228,inf
1230,inf
1232,inf
1233,inf
1234,inf
1235,69.71
1237,inf
1240,inf
1241,inf
1242,inf
1243,inf
1245,93.4
1246,inf
1248,inf
1253,inf
1259,inf
1261,inf
1262,inf
1263,inf
1267,inf
1269,inf
1272,inf
1274,inf
1278,inf
1279,8.87
1281,7.63
1286,25.98
1287,51.94
1288,42.9
1290,inf
1294,93.22
1296,inf
1297,inf
1298,inf
1306,53.16
1309,44.93
1310,1.18
1312,23.47
1313,29.71
1317,inf
1320,inf
1327,34.54
1329,60.52
1334,75.8
1335,39.57
1336,39.39
1338,inf
1340,inf
1341,inf
1345,91.43
1354,22.76
1358,5.07
1362,inf
1368,inf
1374,57.36
1380,24.36
1384,41.68
1392,inf
1393,98.86
1399,inf
1403,37.74
1405,88.17
1408,52.39
1410,inf
1411,inf
1414,inf
1416,inf
1417,inf
1418,95.81
1421,inf
1422,inf
1423,inf
1425,inf
1428,inf
1431,inf
1433,inf
1434,inf
1436,inf
1438,inf
1439,inf
1440,inf
1443,inf
1445,inf
1446,74.54
1452,54.79
1453,30.82
1457,11.64
1458,41.82
1460,inf
1462,inf
1464,inf
1467,inf
1469,inf
1471,inf
1472,inf
1476,44.68
1477,70.28
1480,38.74
1481,30.62
1482,43.03
1485,inf
1487,inf
1489,inf
1493,inf
1496,20.15
1497,26.56
1499,13.38
1500,26.56
1501,4.51
1504,22.1
1506,inf
1510,inf
1512,inf
1513,inf
1518,70.91
1519,inf
1522,52.09
1524,0.16
1525,40.94
1528,45.92
1539,inf
1544,66.8
1545,45.84
1547,47.66
1548,24.13
1549,31.86
1560,inf
1561,inf
1562,inf
1565,inf
1570,inf
1573,5.94
1578,inf
1580,inf
1587,inf
1588,inf
1589,inf
1595,inf
1596,inf
1600,inf
1602,106.64
1603,inf
1605,inf
1607,inf
1608,inf
1609,inf
1612,89.13
1613,inf
1614,inf
1615,inf
1618,13.75
1619,30.52
1622,inf
1623,61.5
1624,49.45
1627,inf
1629,inf
1637,inf
1639,inf
1643,50.36
1644,13.43
1651,74.8
1656,inf
1658,inf
1664,inf
1665,36.42
1666,55.52
1675,inf
1678,inf
1680,inf
1684,inf
1688,3.12
1698,inf
1706,92.66
1709,inf
1710,inf
1722,11.65
1727,inf
1739,27.55
1740,0.01
1742,52.55
1744,4.91
1748,inf
1751,inf
1754,inf
1755,inf
1757,inf
1761,81.84
1764,inf
1771,104.7
1774,inf
1775,inf
1782,inf
1787,32.33
1791,33.22
1795,9.04
1796,91.43
1798,inf
1810,43.51
1817,4.68
1819,inf
1822,inf
1825,inf
1826,inf
1829,87.15
1831,45.52
1837,36.0
1839,41.94
1840,inf
1845,inf
1847,inf
1849,inf
1852,inf
1859,inf
1860,19.13
1863,inf
1872,95.34
1873,inf
1877,inf
1889,52.73
1894,inf
1895,inf
1898,inf
1900,inf
1901,inf
1903,inf
1906,inf
1909,inf
1916,inf
1918,inf
1920,81.33
1926,inf
1929,104.34
1930,inf
1932,inf
1936,inf
1938,inf
1943,inf
1945,inf
1953,2.79
1960,48.6
1962,2.04
1963,22.74
1971,inf
1974,inf
1975,inf
1984,1.36
1986,inf
1988,inf
1993,inf
1994,inf
1995,97.07
1997,inf
2000,14.29
2005,42.89
2007,36.03
2010,27.65
2013,inf
2015,inf
2016,inf
2021,inf
2022,inf
2027,inf
2029,29.91
2031,inf
2033,inf
2036,inf
2039,inf
2040,inf
2041,91.85
2047,29.1
2048,inf
2049,0.29
2050,4.1
2052,26.61
2054,inf
2063,inf
2071,inf
2074,inf
2076,9.5
2081,inf
2096,109.85
2097,inf
2105,113.99
2109,inf
2110,inf
2120,inf
2121,12.12
2124,46.21
2125,16.65
2126,30.08
2135,inf
