,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,inf,inf
2,inf,inf
3,inf,inf
4,inf,inf
5,inf,inf
7,49.52,62.42
9,24.95,27.85
11,15.33,11.52
12,2.38,10.34
14,14.57,23.94
15,13.43,13.81
17,5.77,1.32
18,inf,inf
19,47.74,70.08
20,inf,inf
22,inf,inf
23,inf,inf
24,87.18,86.18
25,inf,inf
26,inf,inf
27,inf,inf
28,inf,inf
29,inf,inf
30,inf,inf
31,inf,inf
32,39.22,50.24
34,27.79,9.54
36,11.76,2.29
37,21.02,20.93
38,15.01,18.24
40,inf,inf
43,53.0,80.35
45,57.34,66.42
46,inf,inf
47,inf,inf
48,inf,inf
50,85.58,85.43
51,inf,inf
52,inf,inf
54,inf,inf
56,17.18,38.44
57,16.44,14.84
58,5.73,11.85
60,10.51,20.55
61,4.14,1.71
62,2.74,8.35
63,2.63,12.18
65,9.98,4.17
66,inf,inf
68,inf,inf
71,inf,inf
72,75.35,68.86
73,inf,inf
75,inf,inf
76,inf,inf
78,inf,inf
79,inf,inf
80,24.19,29.66
81,1.21,23.78
84,inf,inf
85,21.73,36.31
86,inf,inf
87,11.68,8.97
88,inf,inf
89,13.45,30.63
91,29.05,51.66
92,59.26,5.67
93,inf,inf
96,inf,inf
97,inf,inf
98,82.89,87.35
100,inf,inf
101,inf,inf
103,inf,inf
106,inf,inf
108,26.17,53.45
109,inf,inf
111,inf,inf
112,inf,inf
114,inf,inf
115,inf,inf
116,inf,inf
118,71.89,74.54
119,inf,inf
120,inf,inf
121,inf,inf
122,inf,inf
123,inf,inf
124,inf,inf
126,inf,inf
128,inf,inf
129,inf,inf
130,inf,inf
131,inf,inf
135,52.61,3.76
136,49.54,9.23
138,inf,inf
139,inf,inf
140,inf,inf
142,inf,inf
144,86.82,91.13
145,inf,inf
146,inf,inf
147,inf,inf
148,inf,inf
149,inf,inf
150,inf,inf
151,inf,inf
152,inf,inf
153,15.27,40.94
154,28.01,21.17
155,15.28,3.02
156,8.89,9.83
157,8.71,2.67
160,25.94,36.89
163,11.2,36.73
165,55.85,41.63
166,inf,inf
167,inf,inf
169,inf,inf
170,inf,inf
171,inf,inf
173,inf,inf
174,38.31,58.31
175,inf,inf
176,3.21,9.67
178,6.7,3.26
179,5.62,11.5
180,4.86,11.95
181,13.01,9.25
182,2.4,6.5
183,7.57,4.68
185,3.81,8.31
186,1.65,3.53
187,inf,inf
188,inf,inf
189,inf,inf
192,inf,inf
193,inf,inf
194,inf,inf
196,inf,inf
199,inf,inf
201,8.55,3.18
203,5.29,4.41
204,1.87,1.8
205,37.31,47.16
206,3.5,5.9
207,18.33,15.46
210,73.65,15.49
212,20.03,7.18
213,inf,inf
214,inf,inf
216,inf,inf
217,inf,inf
218,inf,inf
219,inf,inf
221,inf,inf
222,inf,inf
223,27.53,28.0
224,32.32,22.16
225,1.09,9.47
227,1.41,4.93
229,9.25,11.32
231,33.91,40.79
232,10.3,8.78
233,1.06,5.69
234,1.0,0.66
235,17.7,6.55
236,11.0,47.31
237,29.42,46.34
238,inf,inf
239,inf,inf
240,inf,inf
241,inf,inf
243,inf,inf
244,82.94,87.37
245,inf,inf
247,30.73,42.2
250,15.44,8.9
252,16.54,25.7
253,6.35,6.01
254,3.82,18.22
255,8.59,8.36
257,3.26,15.61
258,32.71,0.21
260,5.15,48.54
261,inf,inf
262,59.24,57.52
263,inf,inf
264,inf,inf
266,84.02,85.3
267,inf,inf
269,inf,inf
270,inf,inf
271,inf,inf
272,inf,inf
273,inf,inf
274,inf,inf
275,7.89,1.9
276,5.45,4.34
277,15.3,24.17
278,7.28,22.29
279,inf,inf
282,inf,inf
287,inf,inf
288,inf,inf
289,inf,inf
290,inf,inf
291,82.86,85.35
293,inf,inf
294,inf,inf
295,inf,inf
297,inf,inf
298,inf,inf
299,21.27,22.19
301,4.03,19.64
302,13.61,28.86
303,16.08,31.62
304,23.89,8.59
305,25.59,50.21
307,inf,inf
308,inf,inf
309,inf,inf
310,77.29,80.67
311,inf,inf
312,inf,inf
313,inf,inf
314,inf,inf
315,inf,inf
316,inf,inf
318,inf,inf
319,25.59,48.66
320,27.76,63.69
322,25.22,10.2
323,36.47,33.73
324,7.5,2.52
325,6.69,3.23
329,45.25,24.14
330,22.03,12.22
331,35.77,10.63
332,inf,inf
334,inf,inf
335,57.63,59.56
337,inf,inf
339,69.62,81.88
340,inf,inf
342,inf,inf
343,inf,inf
344,10.25,28.52
345,13.89,32.26
346,33.04,43.67
347,5.08,16.86
348,13.6,52.42
349,5.21,15.86
351,5.31,9.85
353,1.14,3.3
354,9.2,18.57
355,5.78,36.36
357,20.38,43.76
360,inf,inf
361,inf,inf
362,inf,inf
364,inf,inf
366,73.97,81.54
367,inf,inf
368,inf,inf
369,14.77,33.59
371,8.68,41.49
372,18.3,12.22
374,13.97,12.44
375,41.76,34.0
376,18.52,28.56
377,39.01,9.18
379,4.76,55.19
381,inf,inf
383,inf,inf
384,inf,inf
385,inf,inf
386,inf,inf
387,inf,inf
388,inf,inf
390,inf,inf
391,inf,inf
392,9.97,15.33
393,51.23,0.6
394,11.91,17.5
395,16.66,20.44
396,15.02,18.87
398,28.05,25.0
399,inf,inf
400,9.97,8.98
401,18.05,22.98
402,30.9,23.71
405,inf,inf
407,inf,inf
408,inf,inf
411,inf,inf
412,inf,inf
413,79.73,87.2
416,27.95,49.93
