,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,11.16,9.0,6.0
2,5.3,3.0,5.47
4,10.84,11.0,8.1
5,12.71,12.0,10.22
6,14.39,13.0,15.72
7,11.32,12.0,15.36
8,11.86,11.0,8.36
10,7.16,7.0,5.83
14,15.24,15.0,17.22
15,18.86,18.0,21.05
16,7.01,7.0,5.45
17,8.72,3.0,5.81
18,27.21,25.0,28.57
19,25.07,27.0,26.24
20,21.99,24.0,24.44
21,8.21,3.0,6.39
22,7.2,3.0,6.39
23,10.47,10.0,9.66
25,18.69,20.0,20.7
26,14.19,14.0,16.28
28,19.36,22.0,21.07
30,7.2,7.0,5.81
31,19.81,3.0,20.54
33,41.41,42.0,38.55
34,48.83,46.0,46.07
35,46.33,46.0,45.81
36,43.91,46.0,43.08
38,22.0,26.0,24.4
41,45.95,44.0,47.62
42,31.82,35.0,32.6
43,24.45,29.0,24.67
44,19.76,21.0,19.87
45,19.04,19.0,21.71
46,28.11,23.0,29.22
47,29.35,23.0,29.83
48,35.0,37.0,33.09
49,39.15,39.0,35.75
50,36.39,41.0,35.57
52,23.46,25.0,24.16
55,48.51,43.0,46.42
56,49.67,59.0,49.33
58,34.92,32.0,38.74
59,22.99,24.0,23.81
63,16.54,20.0,19.15
64,14.42,14.0,11.14
68,18.31,16.0,20.66
69,17.0,18.0,19.0
71,12.53,15.0,17.82
73,8.57,10.0,6.34
74,11.2,13.0,15.36
75,11.2,11.0,8.1
76,11.2,11.0,9.96
77,11.52,11.0,9.96
78,10.13,9.0,6.0
79,5.44,4.0,5.21
81,19.91,18.0,17.31
82,13.67,12.0,15.36
85,7.82,3.0,5.47
86,9.16,6.0,7.22
88,14.74,16.0,17.13
89,14.74,15.0,17.13
90,11.18,13.0,15.1
91,12.87,13.0,17.31
92,12.51,15.0,15.47
94,18.64,6.0,19.34
95,36.95,41.0,38.29
100,22.58,32.0,22.56
102,38.51,37.0,39.97
103,49.41,51.0,48.97
104,49.04,49.0,48.97
105,49.74,49.0,48.97
106,46.68,47.0,44.43
107,34.98,43.0,38.38
108,34.98,31.0,35.43
109,50.4,54.0,49.33
110,49.23,46.0,46.42
113,46.73,51.0,44.78
114,33.22,34.0,32.21
115,21.76,30.0,23.01
117,37.87,38.0,35.75
118,42.52,45.0,41.81
119,48.65,46.0,44.95
120,47.2,46.0,44.78
121,35.5,40.0,38.74
122,35.5,37.0,35.79
123,39.24,44.0,38.92
