,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
5,11.85,12.0,11.6
8,9.71,11.0,8.93
16,7.49,7.0,4.65
18,30.67,25.0,31.88
19,23.07,27.0,24.33
27,22.25,21.0,17.87
29,14.57,16.0,17.95
30,8.4,7.0,5.37
32,39.97,40.0,41.65
37,24.6,24.0,24.28
39,29.28,27.0,27.85
43,24.58,29.0,22.44
44,20.92,21.0,20.72
47,31.16,23.0,30.47
48,37.57,37.0,34.12
49,40.36,39.0,37.68
55,47.93,43.0,45.61
60,48.47,46.0,49.08
61,37.28,38.0,37.55
67,13.87,13.0,12.37
69,16.7,18.0,17.74
72,10.39,11.0,7.86
79,4.89,4.0,5.42
80,5.74,3.0,5.52
84,9.12,3.0,6.17
88,16.5,16.0,17.42
89,19.18,15.0,19.15
91,13.16,13.0,16.32
93,19.02,30.0,25.69
96,38.08,29.0,37.19
97,41.3,48.0,38.58
98,41.92,47.0,42.07
101,27.72,39.0,30.29
105,49.83,49.0,51.36
113,43.8,51.0,44.87
116,39.31,44.0,41.27
118,39.93,45.0,40.47
123,37.26,44.0,39.59
