,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
2,5.07,6.93
4,77.66,4.42
7,38.2,42.41
10,30.96,0.32
11,214.27,7.62
15,357.98,38.01
16,239.02,7.02
19,6.13,46.72
20,20.94,6.67
26,35.55,13.07
31,109.91,2.51
33,27.25,26.96
41,3.64,5.21
43,19.12,24.59
44,2.11,31.6
46,26.78,32.13
52,332.56,106.71
53,1.78,0.78
58,14.53,31.5
60,1.81,1.29
61,1.33,1.75
67,37.63,26.03
68,48.58,28.27
71,25.54,29.49
74,0.98,4.13
76,5.71,7.46
80,147.98,48.84
93,30.24,1.37
97,16.78,1.88
98,21.73,9.42
100,1.62,19.73
103,12.45,12.64
106,11.19,14.37
108,95.83,41.09
111,2.71,3.81
118,16.33,10.56
119,29.56,24.71
121,4.6,1.53
124,15.29,22.01
125,1.96,3.73
132,15.28,23.63
135,28.29,11.71
136,10.4,79.83
137,30.18,28.74
138,19.01,14.7
147,1.97,3.25
152,0.94,9.09
154,3.26,4.91
159,6.56,0.05
161,0.31,4.35
163,39.5,39.78
168,2.84,3.88
173,2.01,2.91
174,30.09,22.36
184,1.42,28.92
190,11.17,6.8
195,10.14,17.16
196,21.19,22.74
197,6.58,7.88
199,45.94,26.14
203,0.8,19.86
208,28.34,23.54
211,7.57,14.12
215,9.99,1.98
216,26.65,28.53
223,8.6,0.83
224,27.33,4.63
226,26.65,9.25
230,23.54,6.92
232,6.24,23.07
234,53.96,9.75
235,6.54,15.56
244,13.15,10.82
246,37.01,45.64
249,191.25,7.66
257,1.51,29.46
258,17.63,23.35
273,792.12,18.5
275,335.57,62.26
280,34.33,33.4
283,71.72,10.35
289,75.8,25.36
290,66.58,20.36
292,67.01,36.21
293,40.09,20.26
295,28.79,35.32
296,25.77,39.32
297,185.39,33.52
301,68.41,19.08
303,47.72,10.57
309,11.16,7.13
312,3.84,3.74
316,7.48,0.59
319,8.78,1.32
320,23.1,19.59
324,440.55,27.05
328,36.94,16.22
331,35.53,7.78
335,19.32,0.8
339,125.08,0.81
341,76.16,15.23
348,33.09,20.17
356,756.0,5.36
360,58.2,31.0
361,75.53,30.32
367,6.39,18.4
373,88.83,8.32
375,37.51,12.76
379,176.17,47.93
390,44.22,12.09
393,77.61,42.29
395,33.37,36.22
396,60.47,64.23
397,142.46,68.31
401,621.39,11.38
402,606.56,107.52
403,7.19,25.88
407,36.2,48.35
410,155.37,48.87
414,198.9,9.31
415,200.43,9.91
417,40.71,67.13
424,86.3,1.11
425,45.79,31.26
427,12.18,2.93
436,46.72,39.18
440,28.09,30.41
443,9.31,7.76
444,10.66,15.64
447,10.78,12.58
450,32.14,28.48
451,0.07,0.39
455,13.04,21.34
457,62.29,65.34
458,54.33,43.32
462,29.16,17.03
463,11.79,4.74
466,28.4,24.87
470,22.48,19.42
471,10.87,14.85
477,18.03,18.26
479,19.83,18.76
480,4.17,4.08
481,249.22,58.09
482,25.59,10.28
485,7.74,15.01
487,47.27,21.41
491,3.52,7.19
497,15.2,11.84
499,8.93,7.12
501,10.83,14.87
509,621.96,63.49
511,2.4,6.56
513,7.49,6.12
517,17.38,11.13
519,4.15,5.84
521,6.84,4.53
526,0.1,1.61
527,3.55,7.42
529,13.75,9.66
534,34.24,30.01
538,4.76,20.11
553,22.48,11.5
554,20.74,11.91
557,0.85,22.9
558,280.08,11.09
559,37.36,35.04
563,0.01,13.68
576,15.21,15.33
578,212.0,15.61
581,222.91,14.27
582,26.45,2.85
587,2.53,1.7
589,26.35,23.96
593,47.51,17.54
594,623.1,24.01
596,607.26,38.09
604,433.6,46.44
606,130.12,13.03
609,275.77,43.86
612,160.05,10.49
614,55.41,6.31
615,74.95,10.58
619,97.49,27.59
621,2.2,14.53
624,10.07,13.32
628,71.96,29.65
629,19.68,14.43
633,51.45,25.22
635,38.57,18.47
642,257.24,5.57
645,39.19,28.46
648,55.93,10.14
649,333.96,39.69
651,20.54,22.68
652,159.18,11.31
654,29.27,12.96
662,74.29,23.45
668,40.59,7.5
669,58.59,31.46
672,488.2,11.54
677,23.65,1.25
678,8.09,4.8
679,12.3,9.06
680,75.82,83.83
684,99.1,15.62
690,57.33,7.99
694,43.19,1.19
696,516.04,9.09
701,68.63,7.84
702,51.11,33.74
703,83.62,31.03
704,7.33,14.51
706,69.55,3.25
716,5.51,24.13
718,331.08,11.74
721,67.16,35.85
