,“ú•Ê
0,44.46
1,70.95
2,34.63
3,45.11
4,106.05
5,87.01
6,8.24
7,12.03
9,181.07
10,39.16
11,24.99
13,61.87
14,9.71
15,10.79
16,55.97
17,49.33
18,3.71
19,9.16
20,4.99
21,133.81
22,26.66
24,41.67
25,45.53
27,56.74
30,48.98
31,28.66
32,0.33
34,14.05
36,19.08
38,24.26
39,50.41
40,44.64
41,49.7
42,18.33
43,8.87
44,14.36
45,52.48
46,13.09
48,9.78
49,45.79
50,25.73
51,35.02
55,17.75
56,24.68
58,5.5
59,10.39
60,31.63
62,8.08
64,10.15
65,45.58
66,36.12
68,12.03
69,12.23
71,4.5
72,25.84
73,4.09
75,8.12
76,0.38
78,23.72
79,10.88
82,10.18
83,2.93
84,8.61
85,8.09
87,31.59
89,2.97
90,2.36
91,19.09
92,26.03
93,49.68
94,7.24
97,0.21
98,5.79
99,21.23
100,117.46
101,60.9
102,28.51
103,6.97
105,20.66
106,36.66
107,35.67
109,8.76
110,5.32
111,9.53
112,277.02
114,58.53
115,7.96
116,21.44
117,3.81
120,41.53
121,50.83
122,694.8
123,5.51
124,9.85
125,18.68
126,19.18
128,9.77
129,14.49
131,33.71
132,11.68
134,16.02
136,20.14
137,2.73
138,6.46
140,6.73
141,10.36
144,13.87
145,13.19
146,11.45
150,10.43
152,9.88
153,34.16
156,135.27
157,68.34
158,7.34
159,12.79
160,11.71
161,16.74
162,17.67
164,42.66
165,17.99
167,7.6
168,1.72
170,31.36
171,25.19
172,34.49
174,22.44
175,83.87
177,67.05
180,8.39
181,14.83
182,10.88
184,32.48
187,45.88
188,4.0
190,17.64
191,22.05
192,76.21
193,1.19
194,26.89
195,7.55
198,54.39
199,1.76
202,14.53
203,8.93
204,110.87
205,10.16
206,79.05
207,16.37
208,89.9
209,26.25
210,16.43
211,21.75
213,11.25
214,34.14
215,74.66
219,49.26
220,21.56
223,45.35
224,25.57
225,18.45
228,59.83
229,25.29
230,13.67
231,1.14
232,62.66
235,6.32
236,36.84
237,62.0
240,96.19
244,21.8
245,20.61
247,64.74
248,31.86
249,10.59
250,24.94
254,183.87
255,7.81
256,35.27
260,9.93
262,109.36
263,8.54
264,0.49
265,18.16
267,23.79
268,37.04
269,361.81
270,14.13
271,11.48
277,1181.51
279,15.42
280,17.26
282,526.42
283,413.64
284,463.8
285,34.13
286,40.82
288,56.15
289,60.89
293,34.74
295,36.7
296,24.58
297,21.36
298,21.28
299,15.6
301,15.94
302,2.96
303,18.7
305,13.85
306,9.53
307,1.07
309,2.14
310,0.65
311,3.86
313,9.22
314,1.53
315,18.37
316,18.48
317,21.7
319,9.67
320,13.5
321,10.53
322,3.52
323,0.79
326,8.19
328,13.43
330,8.59
331,8.33
332,2.44
333,8.25
334,12.79
335,40.59
337,4.79
339,13.58
340,7.78
341,18.53
342,0.08
343,15.8
344,27.13
346,36.3
347,22.95
348,77.14
349,4.2
350,18.09
351,7.28
352,11.55
353,370.7
355,21.92
356,147.15
357,42.88
358,9.61
360,145.68
363,14.86
364,36.77
