,ì˙ï ,é¿ê—
0,7.9559728777040695,4.0
3,4.349679647038571,3.0
4,9.240603086804692,5.0
5,18.38004535127187,8.0
8,20.120249167836622,19.0
10,5.654918474007718,3.0
11,8.958567801910393,13.0
12,6.083287180497488,7.0
13,7.363356910871033,5.0
14,20.342812587333334,15.0
15,6.229781270205428,9.0
20,7.237008680038015,4.0
21,8.317324368494804,4.0
22,4.586214153777631,4.0
23,3.81586322597076,3.0
24,3.0698652360096785,4.0
25,8.69936630647738,5.0
27,4.18180506856092,6.0
28,3.1519610196523553,3.0
33,4.778567491464591,3.0
34,3.9838125906805524,4.0
35,7.829754586823039,6.0
36,4.7556394912661375,4.0
37,3.9344497506604448,3.0
39,10.11537624630484,6.0
40,3.848518274512533,4.0
42,6.061440935570253,3.0
43,8.370835074383296,7.0
46,10.464343392020202,8.0
47,7.6384858346165885,8.0
48,5.105607357340053,6.0
49,5.469864109649179,4.0
50,7.042404336103746,8.0
51,4.423549880395673,3.0
52,2.745236898833983,4.0
53,8.675195643417018,8.0
57,8.409261656323462,10.0
58,3.154853687708267,3.0
60,7.793197922527179,10.0
62,10.748059015558635,10.0
63,10.948129095152783,11.0
64,11.319976161725716,9.0
65,4.2077191839626105,3.0
67,11.476852535832965,12.0
69,16.53952849547855,13.0
70,13.019595074609597,17.0
71,12.530638468834189,13.0
74,13.29597279792448,14.0
75,13.020118599162103,13.0
76,11.81801667757318,13.0
77,10.166370223607148,11.0
78,10.665584368681472,12.0
80,2.603515502308669,4.0
81,10.569768930239825,12.0
82,11.961501521765468,10.0
83,11.905136720640169,12.0
85,10.009569436413825,12.0
86,2.496121508443165,3.0
87,1.6814842787980562,3.0
88,13.086889849547433,15.0
89,10.503234817347165,12.0
90,10.110718780752094,11.0
92,8.417519164326354,8.0
93,2.8029783409715567,3.0
94,3.816208035549833,4.0
95,10.035996498601113,11.0
96,16.347715621126742,12.0
97,17.84520286644759,13.0
102,18.911557509606798,16.0
104,15.561813975266816,14.0
106,26.60823222323198,18.0
108,5.338857402618701,3.0
109,29.76536838562851,25.0
110,29.521735926358428,27.0
111,23.378332151787024,24.0
112,11.451552251463708,3.0
113,11.451552251463708,3.0
114,13.446163381395463,10.0
115,11.451552251463708,11.0
116,25.383259489387253,20.0
117,12.492133409438763,14.0
118,21.91385295439324,21.0
121,0.650650636978317,7.0
123,40.25401147797954,40.0
125,40.77125491113556,46.0
126,40.77125491113556,46.0
127,40.77125491113556,46.0
128,28.995765650792503,24.0
131,39.8640118800248,60.0
132,37.53764910333976,44.0
133,30.376678771382384,35.0
134,24.041243198894694,29.0
135,14.321486150080084,21.0
136,11.577002583023043,19.0
137,19.278269809117955,23.0
139,37.90441946770699,37.0
143,27.906235413270064,25.0
145,40.95926834179933,42.0
147,41.4860363592157,59.0
148,41.4860363592157,49.0
149,29.89323342284605,32.0
150,27.985492151563836,24.0
152,29.588121449366383,38.0
