,ì˙ï ,é¿ê—
5,12.326373132669366,8.0
6,12.462043677822367,12.0
8,20.64549803626647,19.0
9,7.171540090850382,4.0
10,8.296368201554888,3.0
11,11.22767033250058,13.0
12,6.590523326872913,7.0
13,5.879947846755486,5.0
15,7.271730430561518,9.0
16,6.720601926539622,8.0
19,4.348580429400956,6.0
20,2.646401720073436,4.0
21,4.538523666637156,4.0
22,4.208130349020795,4.0
23,0.9817306634530181,3.0
24,3.494527628572685,4.0
25,3.9223787487659214,5.0
26,1.3445062434100967,4.0
27,3.8841704943683326,6.0
28,3.5215854810620626,3.0
29,3.9069593638242552,3.0
31,2.9180402583595138,3.0
32,1.8360470113455092,3.0
33,3.4221704504940016,3.0
36,3.8430319870773544,4.0
37,3.8651842075701164,3.0
39,9.712501767798392,6.0
41,5.184163100524565,4.0
43,8.247491128515732,7.0
44,5.434446932964338,3.0
45,3.9526258348864562,3.0
46,8.305427260759371,8.0
48,5.979581225146633,6.0
49,5.133046989959218,4.0
51,2.90503861688849,3.0
52,1.133083802362384,4.0
53,9.198611530783749,8.0
54,9.438125856762126,10.0
55,9.50421894981987,9.0
56,6.056025828501983,7.0
58,1.5105522103398645,3.0
59,2.7152572643677955,3.0
60,7.915725946576041,10.0
61,5.8696753586688875,9.0
62,9.650647900443513,10.0
63,10.999159436000955,11.0
64,11.213351704930732,9.0
65,3.316846119129472,3.0
67,10.900332375529574,12.0
68,15.053506440628118,12.0
69,17.646397536290248,13.0
70,11.637114392155096,17.0
71,13.374884232778825,13.0
72,3.330229086959679,3.0
73,0.02595772061816936,3.0
74,12.308901989432298,14.0
75,12.273281800983918,13.0
76,13.369942180325484,13.0
77,9.85739397437824,11.0
78,10.800564726716543,12.0
79,4.578476372571646,4.0
80,2.465243750186727,4.0
84,11.215904917564922,12.0
85,11.916659570904322,12.0
88,11.648464899248662,15.0
90,10.755300660660073,11.0
91,8.454603433314507,9.0
92,7.801322653406507,8.0
93,-0.22182735281850466,3.0
94,3.4108160254276663,4.0
96,11.3332210136125,12.0
97,13.877638520178246,13.0
98,12.330279202249242,12.0
100,1.6364215814742886,3.0
102,18.74784563686531,16.0
103,14.073236364004767,14.0
107,4.625345391864124,7.0
109,28.99766125142074,25.0
112,12.262198176745057,3.0
114,16.511097637048206,10.0
115,12.88406506990632,11.0
118,21.974488727144337,21.0
119,23.011927911345374,22.0
120,20.142832458030018,16.0
122,20.246968602908638,3.0
123,38.191045882078996,40.0
124,40.010102485185115,42.0
125,41.442080152932704,46.0
127,40.90410146073011,46.0
128,26.69246327090741,24.0
130,24.370177714764615,27.0
131,48.41553477889747,60.0
132,43.353542498470226,44.0
135,17.24323025075759,21.0
136,16.033506705591655,19.0
137,22.58784345659803,23.0
140,37.32011867774573,39.0
141,40.86385262186115,41.0
142,26.89145336924837,24.0
143,26.14693218428637,25.0
145,39.38350260646617,42.0
146,41.30018162166879,43.0
147,45.01396721993725,59.0
149,29.767205750307642,32.0
150,23.934967140473404,24.0
152,33.887050056193225,38.0
153,15.492062074800216,27.0
154,8.072399099511061,10.0
155,8.98799845357517,11.0
156,7.363518640030199,3.0
157,5.978840391280924,3.0
158,12.396815653259814,12.0
161,12.372898597161786,11.0
162,15.29044303418242,13.0
163,3.6660210453007154,3.0
165,16.473017808931047,15.0
166,13.983901163100438,12.0
169,12.824221485268135,12.0
170,4.188395001190374,4.0
171,4.472097217558765,3.0
172,3.7146542135425853,3.0
173,14.570581631692242,13.0
174,16.479256026413232,13.0
175,5.353524196383764,4.0
177,3.7207640087154403,3.0
179,11.048163344888113,13.0
180,13.53409451561116,14.0
182,16.06613244973429,14.0
183,7.635794173884218,8.0
184,2.0511413923224353,4.0
187,10.503274596609659,9.0
188,12.912329391419872,13.0
189,11.00620074617885,11.0
190,14.404703478539052,16.0
191,9.972526851239612,11.0
192,5.564779782005033,6.0
193,16.071299094765333,15.0
194,10.65009566044109,8.0
197,10.412455097877379,12.0
198,5.859282908615887,7.0
199,5.78457787325819,5.0
200,4.136284711477141,4.0
204,4.269084029432422,3.0
205,2.5106500107220437,3.0
206,3.132072090527129,3.0
207,4.3467377820186845,4.0
208,6.0482166566921745,3.0
209,3.0367409973953574,3.0
211,4.919726323611682,5.0
212,4.188726051722574,3.0
213,1.8934593204995984,3.0
216,2.825501226642847,3.0
217,4.041406856844712,4.0
218,6.314933073323236,5.0
219,4.870900618784438,5.0
221,5.888895990860267,4.0
222,5.656106950852653,3.0
223,3.655592919462027,4.0
224,4.566483586300214,4.0
225,6.039388321258529,4.0
227,2.9793124174742505,3.0
231,7.925826191737756,8.0
232,4.954689125383561,4.0
233,3.5061197746461237,7.0
234,2.2923409695119763,5.0
235,5.177831018142279,6.0
238,12.040392521394313,14.0
239,8.390915098226767,6.0
240,2.1312104795900764,3.0
241,8.24601477482003,4.0
244,6.045367999810692,7.0
245,9.207647232060165,12.0
246,20.129615609979727,14.0
247,7.252966064056767,10.0
248,23.783856877005643,26.0
249,38.41967036203595,40.0
250,19.305329457391377,23.0
252,23.36647386514929,24.0
254,7.79485588717801,4.0
257,35.17629883839174,31.0
258,25.008073012344354,29.0
259,20.91609473030349,23.0
260,28.89883534207463,26.0
261,8.416116021479445,11.0
262,5.556369200217032,4.0
263,25.74967513151055,31.0
265,22.773962192815258,26.0
266,32.29598702219437,36.0
267,33.721878440402946,40.0
269,6.085408556277969,3.0
271,26.480191479940032,35.0
272,20.74301650340732,4.0
273,16.85167203587609,3.0
275,19.315352836897095,3.0
276,19.03671470954812,4.0
277,30.761962024154577,3.0
278,41.436090518554394,35.0
280,51.25205999986837,62.0
286,51.557482859545566,34.0
287,45.905308938177654,34.0
289,26.266205397943175,14.0
291,41.58672639786928,34.0
293,44.54780886351822,34.0
294,55.98347950864191,73.0
295,59.56448267856464,92.0
297,39.67827022422303,45.0
298,55.23981671404093,63.0
299,52.70852090196013,60.0
300,53.692205072166196,63.0
301,60.142603609453765,64.0
302,58.780239581051575,57.0
303,40.524092397787015,44.0
304,37.55161888386676,39.0
307,55.04626820204759,62.0
308,55.75242261502537,62.0
310,48.33308349337956,43.0
311,48.04637900961207,45.0
312,61.79092554902354,66.0
313,60.835780276711205,68.0
314,64.21551789176563,64.0
315,66.71292078140519,76.0
317,49.257756875098785,52.0
319,65.13895570218075,68.0
320,57.103105413491384,64.0
321,60.785857704458,62.0
324,46.26094882611292,49.0
325,44.848684737434,43.0
328,40.468590111126304,43.0
330,60.66911645420992,66.0
332,36.46226615513816,34.0
333,50.36173684474188,50.0
336,41.46196284057272,41.0
337,50.64919958559676,52.0
338,31.7031089271648,36.0
339,31.28338331419491,36.0
340,51.204317045916795,50.0
342,51.978959230813665,50.0
343,54.03700632329475,59.0
344,46.56698408285158,57.0
345,23.53525942118032,28.0
346,23.22897217652553,30.0
348,10.482318296349767,4.0
349,10.352737787638466,7.0
350,8.043346214910592,6.0
351,34.02931070864802,33.0
352,2.152263346053167,3.0
353,8.025970724662875,4.0
355,30.724098028295273,25.0
356,27.353757993739745,16.0
357,24.82307976287295,17.0
358,15.028695399946272,12.0
360,5.120710302662136,3.0
361,9.55661575261341,7.0
363,8.531972519204006,6.0
