,“ú•Ê
0,19.08
1,62.09
2,15.19
3,117.86
4,91.17
7,19.17
14,12.99
17,69.08
18,62.66
30,32.33
34,62.23
35,10.2
38,128.12
40,139.94
42,92.54
47,17.47
50,11.34
57,31.46
66,7.96
81,4.08
82,12.92
83,25.8
86,147.93
87,101.96
89,1.3
95,17.93
99,10.17
101,91.11
104,7.29
105,20.26
106,42.51
108,262.08
110,5.46
111,12.72
113,377.5
116,48.51
117,27.38
121,80.1
126,9.88
129,29.3
133,35.16
134,30.1
138,10.49
139,6.28
144,23.31
148,17.02
151,4.71
159,16.16
160,7.29
164,22.58
167,4.98
168,11.5
176,86.24
178,3.99
181,28.28
185,140.15
186,28.29
195,16.08
196,48.59
201,73.63
202,2.24
203,4.14
210,3.13
214,69.55
215,42.55
220,70.65
226,211.06
228,33.66
229,59.88
230,56.49
236,0.56
237,38.8
242,98.55
243,16.3
251,2.52
253,12.55
255,0.92
256,27.58
264,25.32
268,60.52
270,26.16
274,600.89
279,14.74
281,10.93
282,821.02
283,1014.52
284,1044.48
285,61.82
288,69.13
290,1014.52
292,46.82
296,18.6
305,16.11
306,24.29
309,7.53
316,15.84
318,9.99
322,9.48
323,2.54
326,12.16
327,11.34
329,3.27
331,15.38
334,44.1
335,60.13
341,20.24
347,3.72
354,334.5
359,94.23
362,65.97
364,178.95
