,“ú•Ê
3,76.9
6,36.05
11,64.54
12,88.85
14,33.65
18,14.23
19,7.82
20,162.03
23,3.0
24,113.35
29,229.94
31,40.22
37,25.46
39,186.88
40,97.32
43,85.83
44,12.48
51,49.47
58,33.11
59,95.51
60,22.81
63,4.59
67,6.02
74,18.8
79,52.98
81,24.82
83,3.24
85,1.65
88,40.65
89,4.22
92,17.03
95,3.36
97,60.91
99,52.45
100,221.48
101,31.77
109,22.22
113,243.67
115,20.32
117,27.61
120,61.8
125,13.18
126,12.84
130,1.04
132,24.34
135,33.22
136,55.05
145,9.97
147,35.41
150,20.68
152,30.1
160,14.88
161,11.74
163,149.54
165,4.91
170,294.74
177,135.36
182,16.12
185,151.44
186,8.11
188,7.64
190,18.84
200,93.66
203,0.92
206,151.29
214,64.82
216,126.54
217,143.2
219,79.63
223,24.95
227,233.68
229,34.73
233,103.19
238,54.83
249,18.29
250,23.64
254,195.22
255,91.91
256,6.48
258,26.15
262,120.03
273,759.64
274,806.29
281,32.26
285,21.47
295,44.33
296,45.33
298,29.18
300,30.65
306,21.49
307,12.39
309,9.52
310,2.68
311,18.48
312,7.74
313,24.14
322,1.06
324,13.36
327,6.36
329,0.93
333,2.05
334,28.74
338,16.42
340,2.84
341,26.16
346,73.07
350,136.24
351,16.05
356,154.21
359,127.48
363,77.76
