,“ú•Ê
0,98.9
3,44.99
4,84.81
5,129.75
8,5.9
10,88.5
11,31.09
12,13.1
13,47.27
14,35.62
15,30.78
20,80.93
21,107.93
22,14.66
23,27.2
24,23.25
25,73.99
27,30.3
28,5.07
33,59.29
34,0.4
35,30.5
36,18.89
37,31.15
39,68.59
40,3.79
42,102.05
43,19.58
46,30.8
47,4.52
48,14.91
49,36.75
50,11.97
51,47.45
52,31.37
53,8.44
57,15.91
58,5.16
60,22.07
62,7.48
63,0.47
64,25.78
65,40.26
67,4.36
69,27.23
70,23.41
71,3.61
74,5.03
75,0.15
76,9.09
77,7.58
78,11.12
80,34.91
81,11.92
82,19.62
83,0.79
85,16.59
86,16.8
87,43.95
88,12.75
89,12.47
90,8.08
92,5.22
93,6.57
94,4.59
95,8.76
96,36.23
97,37.27
102,18.2
104,11.16
106,47.82
108,77.96
109,19.06
110,9.34
111,2.59
112,281.72
113,281.72
114,34.46
115,4.11
116,26.92
117,10.77
118,4.35
121,90.7
123,0.64
125,11.37
126,11.37
127,11.37
128,20.82
131,33.56
132,14.69
133,13.21
134,17.1
135,31.8
136,39.07
137,16.18
139,2.44
143,11.62
145,2.48
147,29.68
148,15.33
149,6.58
150,16.61
152,22.14
156,105.3
157,61.07
158,13.49
159,4.25
160,1.17
161,14.81
162,29.84
164,76.4
165,10.6
167,16.54
168,2.5
169,1.44
170,155.85
172,24.7
173,3.25
174,32.35
175,2.33
176,36.68
177,117.94
179,22.89
182,21.26
183,49.7
184,20.5
187,34.74
188,13.03
189,5.86
191,0.41
193,7.52
194,22.42
195,6.83
196,1.13
197,3.64
198,0.28
199,1.31
200,3.72
201,51.77
203,0.78
204,176.03
205,101.82
206,48.95
207,4.82
208,94.54
210,0.19
211,12.39
214,18.06
216,24.25
218,8.57
219,4.38
220,0.68
222,66.69
223,32.5
224,16.45
225,15.0
226,69.13
227,34.69
228,15.58
229,21.96
230,7.46
231,20.31
232,95.59
233,45.37
234,35.39
236,14.76
237,68.96
238,14.28
241,200.84
242,57.36
244,18.56
245,45.08
246,66.09
247,4.15
248,36.13
250,26.13
252,11.01
253,8.16
256,4.93
257,12.87
258,7.69
259,3.92
260,4.42
261,113.27
262,167.51
263,20.5
264,16.08
265,7.49
267,37.42
268,22.49
270,19.98
271,12.96
273,529.2
277,1291.19
278,35.84
279,36.72
281,4.26
284,390.26
285,56.44
289,118.98
290,769.48
291,22.84
293,61.76
294,21.35
295,31.03
297,8.84
299,10.55
300,21.63
302,15.03
303,18.63
304,11.3
305,5.29
306,16.02
308,9.87
310,8.79
311,0.13
313,23.0
315,24.16
316,12.1
317,17.36
318,2.61
319,15.11
320,22.74
321,15.06
322,9.32
323,6.69
324,11.74
325,2.85
326,8.2
327,6.81
330,14.69
331,4.41
334,19.86
335,42.22
336,18.23
337,13.47
338,13.91
340,8.74
341,23.41
342,9.81
345,47.24
347,28.74
348,183.54
349,29.41
351,20.97
352,159.62
354,190.55
355,53.66
356,137.12
359,50.13
360,39.03
361,80.01
362,84.71
364,105.91
