,電力消費量,日平均入力比,日最大入力比,日最小入力比,日空調時間数,日全負荷運転時間数,日平均設定温度,日最大設定温度,日最小設定温度,日平均室内温度,日最大室内温度,日最小室内温度,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,降水量(mm),日照時間(時間),日射量(MJ/㎡),風速(m/s),相対湿度(％),平均外気温度,最高外気温度,最低外気温度
2021-04-01,3.0,0.012500000000000002,0.1,0.0,3,0,27.0,27.0,27.0,28.45833333333334,40.0,23.9,2021,4,1,3,0,0,0,1,0,0,0,0.0,7.0,18.050000000000004,1.325,60.291666666666664,17.366666666666664,21.2,14.8
2021-04-02,11.0,0.045833333333333344,0.3,0.0,6,0,27.0,27.0,27.0,28.77395833333333,41.0,24.2,2021,4,2,4,0,0,0,0,1,0,0,0.0,1.0,10.209999999999999,1.5333333333333334,63.083333333333336,16.662499999999998,19.9,14.5
2021-04-03,3.0,0.012500000000000002,0.1,0.0,3,0,27.0,27.0,27.0,28.133333333333326,40.0,24.1,2021,4,3,5,0,0,0,0,0,1,0,0.0,8.5,20.63,1.2375000000000003,62.625,17.633333333333333,21.0,14.4
2021-04-04,2.0,0.008333333333333333,0.1,0.0,2,0,27.0,27.0,27.0,28.797916666666666,45.0,24.2,2021,4,4,6,0,0,0,0,0,0,1,4.0,2.3,14.31,1.7875000000000003,74.125,18.758333333333336,22.4,16.0
2021-04-05,3.0,0.012500000000000002,0.1,0.0,3,0,27.0,27.0,27.0,29.814583333333335,47.0,23.3,2021,4,5,0,1,0,0,0,0,0,0,9.0,0.0,3.0900000000000003,1.7124999999999997,90.0,13.508333333333328,17.1,9.4
2021-04-06,3.0,0.012500000000000002,0.1,0.0,3,0,27.0,27.0,27.0,26.910416666666666,39.0,22.3,2021,4,6,1,0,1,0,0,0,0,0,0.5,1.7000000000000002,14.27,1.8041666666666665,65.08333333333333,11.020833333333334,14.5,7.4
2021-04-07,40.0,0.16624999999999998,0.59,0.0,13,0,27.0,27.0,27.0,27.133333333333336,35.0,22.2,2021,4,7,2,0,0,1,0,0,0,0,0.0,10.100000000000001,24.38,1.1,59.5,14.395833333333334,19.0,9.1
2021-04-08,3.0,0.012500000000000002,0.1,0.0,3,0,27.0,27.0,27.0,26.667708333333334,39.0,22.6,2021,4,8,3,0,0,0,1,0,0,0,0.0,9.1,20.82,1.6541666666666666,63.666666666666664,14.220833333333331,18.3,10.5
2021-04-09,40.0,0.16666666666666663,0.5,0.0,12,0,27.0,27.0,27.0,26.33541666666667,38.0,22.3,2021,4,9,4,0,0,0,0,1,0,0,0.0,5.3999999999999995,17.78,2.2791666666666672,48.166666666666664,12.858333333333336,19.2,9.0
2021-04-10,3.0,0.012500000000000002,0.1,0.0,3,0,27.0,27.0,27.0,23.122916666666665,25.2,20.0,2021,4,10,5,0,0,0,0,0,1,0,0.0,11.299999999999999,23.95,1.979166666666666,41.083333333333336,11.4,16.2,7.1
2021-04-11,3.0,0.012500000000000002,0.1,0.0,3,0,27.0,27.0,27.0,23.733333333333334,30.0,21.1,2021,4,11,6,0,0,0,0,0,0,1,0.0,12.100000000000001,25.549999999999997,0.9499999999999997,56.583333333333336,13.458333333333336,17.3,7.9
