,電力消費量,日平均入力比,日最大入力比,日最小入力比,日空調時間数,日全負荷運転時間数,日平均設定温度,日最大設定温度,日最小設定温度,日平均室内温度,日最大室内温度,日最小室内温度,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,降水量(mm),日照時間(時間),日射量(MJ/㎡),風速(m/s),相対湿度(％),平均外気温度,最高外気温度,最低外気温度
2021-04-01,11.0,0.027500000000000007,0.12,0.0,10,0,24.183333333333334,29.0,20.0,23.26736111111111,25.2,17.7,2021,4,1,3,0,0,0,1,0,0,0,0.0,7.0,18.050000000000004,1.325,60.291666666666664,17.366666666666664,21.2,14.8
2021-04-02,3.0,0.0075,0.06,0.0,3,0,24.291666666666654,29.0,20.0,23.666666666666668,25.2,22.3,2021,4,2,4,0,0,0,0,1,0,0,0.0,1.0,10.209999999999999,1.5333333333333334,63.083333333333336,16.662499999999998,19.9,14.5
2021-04-03,13.0,0.03250000000000001,0.12,0.0,10,0,23.77499999999999,29.0,20.0,23.26319444444444,25.7,13.3,2021,4,3,5,0,0,0,0,0,1,0,0.0,8.5,20.63,1.2375000000000003,62.625,17.633333333333333,21.0,14.4
2021-04-04,6.0,0.015,0.12,0.0,5,0,23.75,29.0,20.0,24.08541666666667,26.3,22.4,2021,4,4,6,0,0,0,0,0,0,1,4.0,2.3,14.31,1.7875000000000003,74.125,18.758333333333336,22.4,16.0
2021-04-05,7.0,0.017499999999999998,0.06,0.0,7,0,23.974999999999998,29.0,20.0,23.254166666666674,25.2,17.9,2021,4,5,0,1,0,0,0,0,0,0,9.0,0.0,3.0900000000000003,1.7124999999999997,90.0,13.508333333333328,17.1,9.4
2021-04-06,6.0,0.015,0.06,0.0,6,0,24.233333333333324,29.0,20.0,22.527777777777782,27.7,17.9,2021,4,6,1,0,1,0,0,0,0,0,0.5,1.7000000000000002,14.27,1.8041666666666665,65.08333333333333,11.020833333333334,14.5,7.4
2021-04-07,9.0,0.022500000000000003,0.12,0.0,8,0,23.88333333333333,29.0,20.0,22.217361111111114,26.9,13.3,2021,4,7,2,0,0,1,0,0,0,0,0.0,10.100000000000001,24.38,1.1,59.5,14.395833333333334,19.0,9.1
2021-04-08,7.0,0.017499999999999998,0.06,0.0,7,0,23.8,29.0,20.0,21.920138888888882,26.0,18.4,2021,4,8,3,0,0,0,1,0,0,0,0.0,9.1,20.82,1.6541666666666666,63.666666666666664,14.220833333333331,18.3,10.5
2021-04-09,7.0,0.017499999999999998,0.06,0.0,7,0,23.775000000000006,29.0,20.0,21.941666666666666,27.0,18.3,2021,4,9,4,0,0,0,0,1,0,0,0.0,5.3999999999999995,17.78,2.2791666666666672,48.166666666666664,12.858333333333336,19.2,9.0
2021-04-10,5.0,0.012499999999999999,0.06,0.0,5,0,23.8,29.0,20.0,22.26805555555556,25.4,19.2,2021,4,10,5,0,0,0,0,0,1,0,0.0,11.299999999999999,23.95,1.979166666666666,41.083333333333336,11.4,16.2,7.1
2021-04-11,5.0,0.012499999999999999,0.06,0.0,5,0,23.891666666666666,29.0,20.0,22.342361111111106,24.7,20.0,2021,4,11,6,0,0,0,0,0,0,1,0.0,12.100000000000001,25.549999999999997,0.9499999999999997,56.583333333333336,13.458333333333336,17.3,7.9
2021-04-12,3.0,0.0075,0.06,0.0,3,0,23.99166666666667,29.0,20.0,21.69236111111111,26.8,19.7,2021,4,12,0,1,0,0,0,0,0,0,0.0,8.600000000000001,23.53,1.1333333333333333,60.666666666666664,15.150000000000004,18.8,10.4
2021-04-13,6.0,0.015,0.12,0.0,5,0,23.89166666666667,29.0,20.0,21.865972222222222,23.7,17.3,2021,4,13,1,0,1,0,0,0,0,0,0.0,0.7,7.7,1.3458333333333332,78.25,16.095833333333328,18.8,14.1
2021-04-14,3.0,0.0075,0.06,0.0,3,0,23.941666666666663,29.0,20.0,22.510416666666668,23.9,20.7,2021,4,14,2,0,0,1,0,0,0,0,17.0,0.0,4.52,2.0166666666666666,95.625,15.41666666666667,19.1,8.6
2021-04-15,2.0,0.005,0.06,0.0,2,0,23.96666666666667,29.0,20.0,22.196527777777778,27.9,18.7,2021,4,15,3,0,0,0,1,0,0,0,0.0,10.200000000000001,25.500000000000004,1.2625000000000002,53.291666666666664,11.737499999999999,16.6,7.2
