,電力消費量,日平均入力比,日最大入力比,日最小入力比,日空調時間数,日全負荷運転時間数,日平均設定温度,日最大設定温度,日最小設定温度,日平均室内温度,日最大室内温度,日最小室内温度,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,降水量(mm),日照時間(時間),日射量(MJ/㎡),風速(m/s),相対湿度(％),平均外気温度,最高外気温度,最低外気温度
2021/4/1,1,0.011666667,0.28,0,1,0,24.151875,25.46666667,21.9,22.46458333,25,18.5,2021,4,1,3,0,0,0,1,0,0,0,0,7,18.05,1.325,60.29166667,17.36666667,21.2,14.8
2021/4/2,1,0.011666667,0.28,0,1,0,24.07388889,25.2,22.13333333,22.1875,25.6,18.5,2021,4,2,4,0,0,0,0,1,0,0,0,1,10.21,1.533333333,63.08333333,16.6625,19.9,14.5
2021/4/3,2,0.023333333,0.28,0,2,0,24.03168981,25.26666667,22.06666667,22.29166667,23.9,21.2,2021,4,3,5,0,0,0,0,0,1,0,0,8.5,20.63,1.2375,62.625,17.63333333,21,14.4
2021/4/4,1,0.011666667,0.28,0,1,0,24.005,25.23333333,22.1,22.52083333,23.4,21.5,2021,4,4,6,0,0,0,0,0,0,1,4,2.3,14.31,1.7875,74.125,18.75833333,22.4,16
2021/4/5,11,0.126666667,0.55,0,7,0,24.09761574,25.56666667,22.1,21.20208333,25,16.3,2021,4,5,0,1,0,0,0,0,0,0,9,0,3.09,1.7125,90,13.50833333,17.1,9.4
2021/4/6,13,0.15,0.55,0,9,0,24.14204861,25.56666667,22,20.01875,25.3,15.4,2021,4,6,1,0,1,0,0,0,0,0,0.5,1.7,14.27,1.804166667,65.08333333,11.02083333,14.5,7.4
2021/4/7,6,0.069583333,0.55,0,5,0,23.9887037,25.46666667,21.96666667,20.84375,24.9,16.6,2021,4,7,2,0,0,1,0,0,0,0,0,10.1,24.38,1.1,59.5,14.39583333,19,9.1
2021/4/8,3,0.034583333,0.55,0,2,0,23.87766204,25.36666667,21.73333333,20.87916667,24.5,17.2,2021,4,8,3,0,0,0,1,0,0,0,0,9.1,20.82,1.654166667,63.66666667,14.22083333,18.3,10.5
2021/4/9,6,0.069166667,0.55,0,4,0,23.82078704,25.16666667,21.86666667,20.11666667,25.3,14.5,2021,4,9,4,0,0,0,0,1,0,0,0,5.4,17.78,2.279166667,48.16666667,12.85833333,19.2,9
2021/4/10,1,0.011666667,0.28,0,1,0,23.86729167,25.3,21.93333333,18.48958333,21.1,14.4,2021,4,10,5,0,0,0,0,0,1,0,0,11.3,23.95,1.979166667,41.08333333,11.4,16.2,7.1
