,電力消費量,日平均入力比,日最大入力比,日最小入力比,日空調時間数,日全負荷運転時間数,日平均設定温度,日最大設定温度,日最小設定温度,日平均室内温度,日最大室内温度,日最小室内温度,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,降水量(mm),日照時間(時間),日射量(MJ/㎡),風速(m/s),相対湿度(％),平均外気温度,最高外気温度,最低外気温度
2021-04-01,6.0,0.012499999999999999,0.1,0.0,5,0,25.24999999999999,27.0,23.0,26.508928571428566,50.0,19.6,2021,4,1,3,0,0,0,1,0,0,0,0.0,7.0,18.050000000000004,1.325,60.291666666666664,17.366666666666664,21.2,14.8
2021-04-02,4.0,0.008333333333333333,0.05,0.0,4,0,26.074999999999992,27.0,25.0,26.552976190476183,50.0,19.4,2021,4,2,4,0,0,0,0,1,0,0,0.0,1.0,10.209999999999999,1.5333333333333334,63.083333333333336,16.662499999999998,19.9,14.5
2021-04-03,44.0,0.09166666666666666,0.25,0.0,16,0,25.808333333333337,27.0,23.0,28.159523809523815,52.0,19.1,2021,4,3,5,0,0,0,0,0,1,0,0.0,8.5,20.63,1.2375000000000003,62.625,17.633333333333333,21.0,14.4
2021-04-04,32.0,0.06666666666666665,0.2,0.0,13,0,25.71666666666668,27.0,24.0,29.810714285714287,72.0,19.6,2021,4,4,6,0,0,0,0,0,0,1,4.0,2.3,14.31,1.7875000000000003,74.125,18.758333333333336,22.4,16.0
2021-04-05,47.0,0.09791666666666667,0.3,0.0,13,0,25.950000000000006,27.0,24.0,29.992857142857144,72.0,18.5,2021,4,5,0,1,0,0,0,0,0,0,9.0,0.0,3.0900000000000003,1.7124999999999997,90.0,13.508333333333328,17.1,9.4
2021-04-06,32.0,0.06666666666666667,0.2,0.0,13,0,26.333333333333332,27.0,25.0,26.584523809523812,50.0,17.5,2021,4,6,1,0,1,0,0,0,0,0,0.5,1.7000000000000002,14.27,1.8041666666666665,65.08333333333333,11.020833333333334,14.5,7.4
2021-04-07,38.0,0.07916666666666668,0.3,0.0,12,0,25.15833333333333,27.0,23.0,26.139285714285716,46.0,17.1,2021,4,7,2,0,0,1,0,0,0,0,0.0,10.100000000000001,24.38,1.1,59.5,14.395833333333334,19.0,9.1
2021-04-08,42.0,0.08750000000000001,0.3,0.0,12,0,23.86666666666666,26.0,22.0,26.812499999999996,50.0,18.0,2021,4,8,3,0,0,0,1,0,0,0,0.0,9.1,20.82,1.6541666666666666,63.666666666666664,14.220833333333331,18.3,10.5
2021-04-09,42.0,0.08749999999999998,0.35,0.0,13,0,22.83333333333334,24.0,22.0,26.430952380952387,50.0,17.8,2021,4,9,4,0,0,0,0,1,0,0,0.0,5.3999999999999995,17.78,2.2791666666666672,48.166666666666664,12.858333333333336,19.2,9.0
2021-04-10,39.0,0.08125,0.3,0.0,14,0,23.8,28.0,22.0,24.173214285714284,32.0,17.2,2021,4,10,5,0,0,0,0,0,1,0,0.0,11.299999999999999,23.95,1.979166666666666,41.083333333333336,11.4,16.2,7.1
2021-04-11,46.0,0.09583333333333331,0.35,0.0,14,0,24.358333333333345,26.0,23.0,25.482738095238094,40.0,16.7,2021,4,11,6,0,0,0,0,0,0,1,0.0,12.100000000000001,25.549999999999997,0.9499999999999997,56.583333333333336,13.458333333333336,17.3,7.9
2021-04-12,4.0,0.008333333333333333,0.05,0.0,4,0,24.60000000000001,25.0,24.0,25.14226190476191,43.0,17.8,2021,4,12,0,1,0,0,0,0,0,0,0.0,8.600000000000001,23.53,1.1333333333333333,60.666666666666664,15.150000000000004,18.8,10.4
2021-04-13,19.0,0.03958333333333334,0.15,0.0,9,0,24.60000000000001,25.0,24.0,26.638690476190476,64.0,18.5,2021,4,13,1,0,1,0,0,0,0,0,0.0,0.7,7.7,1.3458333333333332,78.25,16.095833333333328,18.8,14.1
2021-04-14,4.0,0.008333333333333333,0.05,0.0,4,0,24.60000000000001,25.0,24.0,28.5220238095238,70.0,17.3,2021,4,14,2,0,0,1,0,0,0,0,17.0,0.0,4.52,2.0166666666666666,95.625,15.41666666666667,19.1,8.6
2021-04-15,29.0,0.06041666666666667,0.25,0.0,11,0,24.899999999999995,26.0,24.0,25.377380952380957,63.0,16.0,2021,4,15,3,0,0,0,1,0,0,0,0.0,10.200000000000001,25.500000000000004,1.2625000000000002,53.291666666666664,11.737499999999999,16.6,7.2
2021-04-16,4.0,0.008333333333333333,0.05,0.0,4,0,25.549999999999994,26.0,25.0,24.527976190476185,48.0,16.8,2021,4,16,4,0,0,0,0,1,0,0,0.0,3.6999999999999997,14.329999999999998,1.0000000000000002,64.25,14.50416666666667,18.0,10.3
2021-04-17,62.0,0.12916666666666668,0.35,0.0,14,0,25.450000000000003,26.0,24.0,28.322023809523802,63.0,18.1,2021,4,17,5,0,0,0,0,0,1,0,28.5,0.0,4.659999999999999,0.6,78.45833333333333,15.845833333333331,18.0,14.9
2021-04-18,35.0,0.07291666666666667,0.2,0.0,15,0,25.2,26.0,24.0,27.079761904761913,64.0,17.0,2021,4,18,6,0,0,0,0,0,0,1,24.0,12.5,27.07,3.1249999999999996,53.625,17.4125,22.9,13.7
2021-04-19,5.0,0.010416666666666666,0.05,0.0,5,0,25.2,26.0,24.0,24.294047619047618,37.0,18.6,2021,4,19,0,1,0,0,0,0,0,0,0.0,12.200000000000001,26.31,1.7416666666666665,39.25,16.812500000000004,21.1,12.1
2021-04-20,4.0,0.008333333333333333,0.05,0.0,4,0,25.2,26.0,24.0,25.03035714285714,40.0,18.5,2021,4,20,1,0,1,0,0,0,0,0,0.0,12.200000000000001,25.54000000000001,1.0166666666666668,51.583333333333336,18.48333333333333,23.9,11.6
2021-04-21,4.0,0.008333333333333333,0.05,0.0,4,0,25.39999999999999,27.0,24.0,25.12440476190476,40.0,19.6,2021,4,21,2,0,0,1,0,0,0,0,0.0,12.5,26.660000000000004,2.5041666666666664,37.125,20.320833333333333,26.2,15.6
2021-04-22,5.0,0.010416666666666666,0.05,0.0,5,0,25.799999999999997,27.0,25.0,23.955357142857142,33.0,17.0,2021,4,22,3,0,0,0,1,0,0,0,0.0,7.499999999999999,22.65,3.0416666666666674,30.041666666666668,19.133333333333336,26.6,12.1
2021-04-23,4.0,0.008333333333333333,0.05,0.0,4,0,25.866666666666678,27.0,25.0,24.55,38.0,18.5,2021,4,23,4,0,0,0,0,1,0,0,0.0,11.700000000000001,27.63,1.4208333333333334,52.083333333333336,15.137499999999998,19.5,9.9
2021-04-24,8.0,0.016666666666666666,0.15,0.0,6,0,25.80833333333334,27.0,24.0,25.56488095238095,45.0,18.6,2021,4,24,5,0,0,0,0,0,1,0,0.0,11.9,24.189999999999998,0.9916666666666666,56.583333333333336,16.812500000000004,21.9,11.4
2021-04-25,10.0,0.020833333333333332,0.2,0.0,5,0,25.78333333333333,27.0,25.0,26.379166666666666,51.0,19.2,2021,4,25,6,0,0,0,0,0,0,1,0.0,4.8999999999999995,19.110000000000003,1.7583333333333335,60.125,17.854166666666668,24.1,12.2
2021-04-26,4.0,0.008333333333333333,0.05,0.0,4,0,26.0,27.0,25.0,23.892857142857142,39.0,18.1,2021,4,26,0,1,0,0,0,0,0,0,0.0,12.799999999999999,28.26,3.266666666666667,33.958333333333336,14.329166666666666,19.0,9.3
2021-04-27,5.0,0.010416666666666666,0.05,0.0,5,0,25.66666666666667,27.0,25.0,24.210119047619045,43.0,18.1,2021,4,27,1,0,1,0,0,0,0,0,0.0,9.599999999999998,24.540000000000003,1.2249999999999999,53.291666666666664,15.537500000000001,18.8,10.7
2021-04-28,4.0,0.008333333333333333,0.05,0.0,4,0,25.2,26.0,25.0,26.512500000000003,52.0,18.8,2021,4,28,2,0,0,1,0,0,0,0,0.0,6.6000000000000005,20.4,1.3541666666666667,62.666666666666664,18.775,22.6,12.9
2021-04-29,5.0,0.010416666666666666,0.05,0.0,5,0,25.26666666666667,26.0,25.0,27.962500000000002,71.0,19.7,2021,4,29,3,0,0,0,1,0,0,0,19.0,0.0,6.1000000000000005,1.5708333333333335,89.79166666666667,17.445833333333336,19.3,16.3
2021-04-30,4.0,0.008333333333333333,0.05,0.0,4,0,25.2,26.0,25.0,28.11309523809524,69.0,19.2,2021,4,30,4,0,0,0,0,1,0,0,2.5,12.3,27.009999999999998,1.679166666666667,64.875,19.816666666666666,24.0,14.9
2021-05-01,4.0,0.008333333333333333,0.05,0.0,4,0,25.300000000000008,26.0,25.0,27.7375,66.0,19.6,2021,5,1,5,0,0,0,0,0,1,0,5.0,7.3999999999999995,21.189999999999998,1.6416666666666666,72.66666666666667,18.599999999999994,22.5,15.0
2021-05-02,4.0,0.008333333333333333,0.05,0.0,4,0,25.566666666666674,26.0,25.0,27.403571428571425,63.0,19.5,2021,5,2,6,0,0,0,0,0,0,1,1.5,6.1000000000000005,20.740000000000002,2.1750000000000003,67.91666666666667,17.60833333333333,22.7,13.2
2021-05-03,4.0,0.008333333333333333,0.05,0.0,4,0,25.60000000000001,26.0,25.0,25.22976190476191,41.0,18.7,2021,5,3,0,1,0,0,0,0,0,0,0.0,8.4,23.7,1.8708333333333338,41.791666666666664,17.529166666666665,22.4,12.1
2021-05-04,4.0,0.008333333333333333,0.05,0.0,4,0,25.60000000000001,26.0,25.0,25.301785714285714,40.0,19.1,2021,5,4,1,0,1,0,0,0,0,0,0.0,11.8,25.579999999999995,0.7916666666666666,51.5,19.950000000000006,24.3,14.0
2021-05-05,4.0,0.008333333333333333,0.05,0.0,4,0,25.60000000000001,26.0,25.0,27.03988095238095,57.0,20.1,2021,5,5,2,0,0,1,0,0,0,0,0.5,1.2,8.919999999999998,1.9374999999999998,71.375,19.212500000000006,21.9,16.7
2021-05-06,4.0,0.008333333333333333,0.05,0.0,4,0,25.683333333333326,26.0,25.0,28.285119047619048,62.0,20.2,2021,5,6,3,0,0,0,1,0,0,0,0.5,8.2,18.61,1.4791666666666667,75.375,19.458333333333336,23.1,15.8
2021-05-07,5.0,0.010416666666666666,0.05,0.0,5,0,25.799999999999997,26.0,25.0,28.818452380952383,66.0,20.1,2021,5,7,4,0,0,0,0,1,0,0,1.0,0.6,6.7,0.6750000000000002,82.33333333333333,18.841666666666672,21.1,16.3
2021-05-08,4.0,0.008333333333333333,0.05,0.0,4,0,25.799999999999997,26.0,25.0,29.042857142857155,66.0,19.6,2021,5,8,5,0,0,0,0,0,1,0,0.0,7.3,21.08,0.8333333333333335,72.58333333333333,21.025000000000002,26.0,15.1
2021-05-09,11.0,0.02291666666666667,0.15,0.0,7,0,25.683333333333348,26.0,23.0,28.545833333333338,60.0,21.3,2021,5,9,6,0,0,0,0,0,0,1,0.0,6.8999999999999995,23.729999999999997,1.9124999999999996,56.125,23.829166666666662,28.9,19.8
2021-05-10,4.0,0.008333333333333333,0.05,0.0,4,0,25.60000000000001,26.0,25.0,27.07916666666667,51.0,21.2,2021,5,10,0,1,0,0,0,0,0,0,0.0,10.0,24.41,1.7374999999999998,42.416666666666664,21.333333333333332,26.3,16.5
2021-05-11,4.0,0.008333333333333333,0.05,0.0,4,0,25.60000000000001,26.0,25.0,27.257142857142853,46.0,21.1,2021,5,11,1,0,1,0,0,0,0,0,0.0,0.9,6.68,0.9541666666666667,57.833333333333336,18.5,19.4,17.7
2021-05-12,4.0,0.008333333333333333,0.05,0.0,4,0,25.60000000000001,26.0,25.0,26.574999999999992,46.0,20.7,2021,5,12,2,0,0,1,0,0,0,0,0.0,2.1,15.759999999999998,0.8291666666666669,55.958333333333336,18.804166666666667,21.6,16.2
2021-05-13,4.0,0.008333333333333333,0.05,0.0,4,0,25.60000000000001,26.0,25.0,28.436309523809523,66.0,20.5,2021,5,13,3,0,0,0,1,0,0,0,4.0,0.0,3.4099999999999997,1.5374999999999999,92.83333333333333,16.76666666666667,18.8,15.9
