,電力消費量,日平均入力比,日最大入力比,日最小入力比,日空調時間数,日全負荷運転時間数,日平均設定温度,日最大設定温度,日最小設定温度,日平均室内温度,日最大室内温度,日最小室内温度,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,降水量(mm),日照時間(時間),日射量(MJ/㎡),風速(m/s),相対湿度(％),平均外気温度,最高外気温度,最低外気温度
2021-04-01,140.0,0.33958333333333335,0.93,0.0,15,0,20.0,20.0,20.0,25.359027777777772,47.0,19.4,2021,4,1,3,0,0,0,1,0,0,0,0.0,7.0,18.050000000000004,1.325,60.291666666666664,17.366666666666664,21.2,14.8
2021-04-02,109.0,0.26458333333333334,0.82,0.0,13,0,20.0,20.0,20.0,25.64513888888889,49.0,19.2,2021,4,2,4,0,0,0,0,1,0,0,0.0,1.0,10.209999999999999,1.5333333333333334,63.083333333333336,16.662499999999998,19.9,14.5
2021-04-03,79.0,0.19166666666666665,0.58,0.0,13,0,20.0,20.0,20.0,25.59861111111111,48.0,19.3,2021,4,3,5,0,0,0,0,0,1,0,0.0,8.5,20.63,1.2375000000000003,62.625,17.633333333333333,21.0,14.4
2021-04-04,4.0,0.01,0.06,0.0,4,0,20.0,20.0,20.0,26.61041666666667,46.0,21.8,2021,4,4,6,0,0,0,0,0,0,1,4.0,2.3,14.31,1.7875000000000003,74.125,18.758333333333336,22.4,16.0
2021-04-05,82.0,0.19874999999999998,0.58,0.0,11,0,20.0,20.0,20.0,26.422916666666662,51.0,19.1,2021,4,5,0,1,0,0,0,0,0,0,9.0,0.0,3.0900000000000003,1.7124999999999997,90.0,13.508333333333328,17.1,9.4
2021-04-06,54.0,0.13166666666666668,0.41,0.0,13,0,20.0,20.0,20.0,24.27361111111111,42.0,19.2,2021,4,6,1,0,1,0,0,0,0,0,0.5,1.7000000000000002,14.27,1.8041666666666665,65.08333333333333,11.020833333333334,14.5,7.4
2021-04-07,72.0,0.1745833333333333,0.58,0.0,13,0,20.0,20.0,20.0,24.126388888888886,42.0,19.2,2021,4,7,2,0,0,1,0,0,0,0,0.0,10.100000000000001,24.38,1.1,59.5,14.395833333333334,19.0,9.1
2021-04-08,80.0,0.19458333333333333,0.52,0.0,14,0,20.0,20.0,20.0,24.381944444444446,44.0,19.1,2021,4,8,3,0,0,0,1,0,0,0,0.0,9.1,20.82,1.6541666666666666,63.666666666666664,14.220833333333331,18.3,10.5
2021-04-09,57.0,0.13875,0.41,0.0,13,0,20.0,20.0,20.0,22.988194444444442,40.0,19.1,2021,4,9,4,0,0,0,0,1,0,0,0.0,5.3999999999999995,17.78,2.2791666666666672,48.166666666666664,12.858333333333336,19.2,9.0
2021-04-10,22.0,0.05375,0.17,0.0,12,0,20.0,20.0,20.0,21.433333333333334,26.0,18.0,2021,4,10,5,0,0,0,0,0,1,0,0.0,11.299999999999999,23.95,1.979166666666666,41.083333333333336,11.4,16.2,7.1
2021-04-11,4.0,0.01,0.06,0.0,4,0,20.0,20.0,20.0,22.32291666666666,30.0,19.3,2021,4,11,6,0,0,0,0,0,0,1,0.0,12.100000000000001,25.549999999999997,0.9499999999999997,56.583333333333336,13.458333333333336,17.3,7.9
2021-04-12,58.0,0.1416666666666667,0.47,0.0,12,0,20.0,20.0,20.0,23.662499999999998,40.0,19.4,2021,4,12,0,1,0,0,0,0,0,0,0.0,8.600000000000001,23.53,1.1333333333333333,60.666666666666664,15.150000000000004,18.8,10.4
2021-04-13,83.0,0.20166666666666663,0.7,0.0,13,0,20.0,20.0,20.0,25.552777777777774,54.0,19.2,2021,4,13,1,0,1,0,0,0,0,0,0.0,0.7,7.7,1.3458333333333332,78.25,16.095833333333328,18.8,14.1
2021-04-14,105.0,0.25499999999999995,0.7,0.0,15,0,20.0,20.0,20.0,26.83194444444445,58.0,19.3,2021,4,14,2,0,0,1,0,0,0,0,17.0,0.0,4.52,2.0166666666666666,95.625,15.41666666666667,19.1,8.6
2021-04-15,55.0,0.13375,0.41,0.0,13,0,20.0,20.0,20.0,23.69583333333333,48.0,19.2,2021,4,15,3,0,0,0,1,0,0,0,0.0,10.200000000000001,25.500000000000004,1.2625000000000002,53.291666666666664,11.737499999999999,16.6,7.2
2021-04-16,79.0,0.19166666666666668,0.64,0.0,13,0,20.0,20.0,20.0,24.415972222222223,46.0,19.4,2021,4,16,4,0,0,0,0,1,0,0,0.0,3.6999999999999997,14.329999999999998,1.0000000000000002,64.25,14.50416666666667,18.0,10.3
2021-04-17,48.0,0.11625,0.41,0.0,13,0,20.0,20.0,20.0,26.213194444444436,62.0,19.4,2021,4,17,5,0,0,0,0,0,1,0,28.5,0.0,4.659999999999999,0.6,78.45833333333333,15.845833333333331,18.0,14.9
2021-04-18,5.0,0.012499999999999999,0.06,0.0,5,0,20.0,20.0,20.0,25.990972222222215,51.0,20.9,2021,4,18,6,0,0,0,0,0,0,1,24.0,12.5,27.07,3.1249999999999996,53.625,17.4125,22.9,13.7
2021-04-19,71.0,0.17249999999999996,0.58,0.0,13,0,20.0,20.0,20.0,23.54166666666666,37.0,19.3,2021,4,19,0,1,0,0,0,0,0,0,0.0,12.200000000000001,26.31,1.7416666666666665,39.25,16.812500000000004,21.1,12.1
2021-04-20,106.0,0.2579166666666666,0.76,0.0,14,0,20.0,20.0,20.0,24.04652777777778,38.0,19.2,2021,4,20,1,0,1,0,0,0,0,0,0.0,12.200000000000001,25.54000000000001,1.0166666666666668,51.583333333333336,18.48333333333333,23.9,11.6
2021-04-21,126.0,0.3066666666666666,0.93,0.0,13,0,20.0,20.0,20.0,23.896527777777777,40.0,19.4,2021,4,21,2,0,0,1,0,0,0,0,0.0,12.5,26.660000000000004,2.5041666666666664,37.125,20.320833333333333,26.2,15.6
2021-04-22,171.0,0.415,1.05,0.0,15,3,20.0,20.0,20.0,22.280555555555555,31.0,12.0,2021,4,22,3,0,0,0,1,0,0,0,0.0,7.499999999999999,22.65,3.0416666666666674,30.041666666666668,19.133333333333336,26.6,12.1
2021-04-23,125.0,0.3029166666666666,0.76,0.0,16,0,20.0,20.0,20.0,23.547222222222217,36.0,19.2,2021,4,23,4,0,0,0,0,1,0,0,0.0,11.700000000000001,27.63,1.4208333333333334,52.083333333333336,15.137499999999998,19.5,9.9
2021-04-24,61.0,0.14875000000000002,0.41,0.0,12,0,20.0,20.0,20.0,24.043055555555554,38.0,19.4,2021,4,24,5,0,0,0,0,0,1,0,0.0,11.9,24.189999999999998,0.9916666666666666,56.583333333333336,16.812500000000004,21.9,11.4
2021-04-25,4.0,0.01,0.06,0.0,4,0,20.0,20.0,20.0,24.827083333333334,35.0,21.3,2021,4,25,6,0,0,0,0,0,0,1,0.0,4.8999999999999995,19.110000000000003,1.7583333333333335,60.125,17.854166666666668,24.1,12.2
2021-04-26,66.0,0.16083333333333336,0.47,0.0,13,0,20.0,20.0,20.0,22.300694444444446,29.0,18.0,2021,4,26,0,1,0,0,0,0,0,0,0.0,12.799999999999999,28.26,3.266666666666667,33.958333333333336,14.329166666666666,19.0,9.3
2021-04-27,112.0,0.2720833333333333,0.7,0.0,16,0,20.0,20.0,20.0,23.856249999999992,45.0,19.2,2021,4,27,1,0,1,0,0,0,0,0,0.0,9.599999999999998,24.540000000000003,1.2249999999999999,53.291666666666664,15.537500000000001,18.8,10.7
2021-04-28,133.0,0.32375,0.87,0.0,17,0,20.0,20.0,20.0,25.69513888888888,52.0,19.2,2021,4,28,2,0,0,1,0,0,0,0,0.0,6.6000000000000005,20.4,1.3541666666666667,62.666666666666664,18.775,22.6,12.9
2021-04-29,76.0,0.18458333333333335,0.58,0.0,12,0,20.0,20.0,20.0,27.43819444444445,68.0,19.3,2021,4,29,3,0,0,0,1,0,0,0,19.0,0.0,6.1000000000000005,1.5708333333333335,89.79166666666667,17.445833333333336,19.3,16.3
2021-04-30,149.0,0.36166666666666675,0.99,0.0,15,0,20.0,20.0,20.0,26.285416666666663,52.0,19.7,2021,4,30,4,0,0,0,0,1,0,0,2.5,12.3,27.009999999999998,1.679166666666667,64.875,19.816666666666666,24.0,14.9
2021-05-01,66.0,0.16,0.64,0.0,11,0,20.0,20.0,20.0,26.251388888888886,55.0,19.3,2021,5,1,5,0,0,0,0,0,1,0,5.0,7.3999999999999995,21.189999999999998,1.6416666666666666,72.66666666666667,18.599999999999994,22.5,15.0
2021-05-02,5.0,0.012499999999999999,0.06,0.0,5,0,20.0,20.0,20.0,26.764583333333334,48.0,21.6,2021,5,2,6,0,0,0,0,0,0,1,1.5,6.1000000000000005,20.740000000000002,2.1750000000000003,67.91666666666667,17.60833333333333,22.7,13.2
2021-05-03,58.0,0.14125000000000001,0.41,0.0,13,0,20.0,20.0,20.0,24.472916666666663,41.0,19.2,2021,5,3,0,1,0,0,0,0,0,0,0.0,8.4,23.7,1.8708333333333338,41.791666666666664,17.529166666666665,22.4,12.1
2021-05-04,87.0,0.21083333333333332,0.7,0.0,12,0,20.0,20.0,20.0,24.459722222222226,40.0,19.2,2021,5,4,1,0,1,0,0,0,0,0,0.0,11.8,25.579999999999995,0.7916666666666666,51.5,19.950000000000006,24.3,14.0
2021-05-05,88.0,0.21375,0.64,0.0,13,0,20.0,20.0,20.0,26.324305555555558,58.0,19.1,2021,5,5,2,0,0,1,0,0,0,0,0.5,1.2,8.919999999999998,1.9374999999999998,71.375,19.212500000000006,21.9,16.7
2021-05-06,119.0,0.28958333333333336,0.82,0.0,15,0,20.0,20.0,20.0,26.80486111111111,60.0,19.1,2021,5,6,3,0,0,0,1,0,0,0,0.5,8.2,18.61,1.4791666666666667,75.375,19.458333333333336,23.1,15.8
2021-05-07,131.0,0.3183333333333333,0.87,0.0,14,0,20.0,20.0,20.0,27.07986111111111,58.0,19.3,2021,5,7,4,0,0,0,0,1,0,0,1.0,0.6,6.7,0.6750000000000002,82.33333333333333,18.841666666666672,21.1,16.3
2021-05-08,89.0,0.21624999999999997,0.76,0.0,12,0,20.0,20.0,20.0,27.418749999999992,58.0,18.9,2021,5,8,5,0,0,0,0,0,1,0,0.0,7.3,21.08,0.8333333333333335,72.58333333333333,21.025000000000002,26.0,15.1
2021-05-09,5.0,0.012499999999999999,0.06,0.0,5,0,20.0,20.0,20.0,28.202777777777772,50.0,22.5,2021,5,9,6,0,0,0,0,0,0,1,0.0,6.8999999999999995,23.729999999999997,1.9124999999999996,56.125,23.829166666666662,28.9,19.8
2021-05-10,137.0,0.33249999999999996,0.93,0.0,13,0,20.0,20.0,20.0,26.199305555555554,47.0,19.4,2021,5,10,0,1,0,0,0,0,0,0,0.0,10.0,24.41,1.7374999999999998,42.416666666666664,21.333333333333332,26.3,16.5
2021-05-11,131.0,0.3183333333333333,0.87,0.0,13,0,20.0,20.0,20.0,26.19583333333334,50.0,19.0,2021,5,11,1,0,1,0,0,0,0,0,0.0,0.9,6.68,0.9541666666666667,57.833333333333336,18.5,19.4,17.7
2021-05-12,139.0,0.3383333333333334,0.87,0.0,14,0,20.0,20.0,20.0,26.03888888888889,47.0,19.3,2021,5,12,2,0,0,1,0,0,0,0,0.0,2.1,15.759999999999998,0.8291666666666669,55.958333333333336,18.804166666666667,21.6,16.2
2021-05-13,129.0,0.3133333333333333,0.99,0.0,13,0,20.0,20.0,20.0,27.38888888888889,60.0,19.1,2021,5,13,3,0,0,0,1,0,0,0,4.0,0.0,3.4099999999999997,1.5374999999999999,92.83333333333333,16.76666666666667,18.8,15.9
2021-05-14,219.0,0.5320833333333334,1.4,0.0,14,7,20.0,20.0,20.0,27.42430555555556,56.0,19.2,2021,5,14,4,0,0,0,0,1,0,0,1.0,10.999999999999998,24.17,1.1083333333333336,77.79166666666667,21.94583333333333,27.4,16.6
2021-05-15,168.0,0.4083333333333334,1.22,0.0,13,5,20.0,20.0,20.0,27.328472222222217,53.0,19.6,2021,5,15,5,0,0,0,0,0,1,0,0.0,6.4,22.07,1.2791666666666668,72.0,22.137500000000003,26.0,19.5
2021-05-16,4.0,0.01,0.06,0.0,4,0,20.0,20.0,20.0,28.453472222222217,51.0,23.1,2021,5,16,6,0,0,0,0,0,0,1,1.0,0.0,8.719999999999999,1.175,81.16666666666667,20.529166666666672,22.3,19.4
2021-05-17,224.0,0.5437500000000001,1.4,0.0,12,9,20.0,20.0,20.0,28.597222222222225,64.0,19.8,2021,5,17,0,1,0,0,0,0,0,0,0.0,0.0,5.19,2.0083333333333333,88.75,23.316666666666666,25.0,20.1
2021-05-18,208.0,0.5041666666666667,1.28,0.0,14,8,20.0,20.0,20.0,28.7375,75.0,19.4,2021,5,18,1,0,1,0,0,0,0,0,1.0,0.0,3.749999999999999,1.0416666666666665,89.33333333333333,20.974999999999998,23.3,17.4
2021-05-19,163.0,0.3945833333333333,1.05,0.0,13,1,20.0,20.0,20.0,28.093750000000004,56.0,19.0,2021,5,19,2,0,0,1,0,0,0,0,7.5,0.0,2.86,0.5166666666666666,97.70833333333333,17.9,19.0,16.8
2021-05-20,163.0,0.3954166666666667,0.99,0.0,13,0,20.0,20.0,20.0,28.31736111111111,66.0,19.3,2021,5,20,3,0,0,0,1,0,0,0,1.5,0.0,9.03,0.4666666666666666,92.5,19.737500000000004,23.1,17.2
2021-05-21,229.0,0.55625,1.4,0.0,14,10,20.0,20.0,20.0,28.642361111111104,72.0,19.6,2021,5,21,4,0,0,0,0,1,0,0,2.0,0.2,7.359999999999999,1.770833333333333,92.625,21.829166666666666,25.1,17.4
2021-05-22,156.0,0.37958333333333344,1.28,0.0,13,5,20.0,20.0,20.0,28.10486111111111,59.0,19.3,2021,5,22,5,0,0,0,0,0,1,0,4.0,0.0,6.62,1.6666666666666667,82.0,20.487499999999997,23.5,17.6
2021-05-23,4.0,0.01,0.06,0.0,4,0,20.0,20.0,20.0,29.06805555555556,54.0,22.8,2021,5,23,6,0,0,0,0,0,0,1,4.0,9.2,26.609999999999996,1.3791666666666664,77.54166666666667,20.383333333333333,24.5,15.9
2021-05-24,195.0,0.47374999999999995,1.4,0.0,12,8,20.0,20.0,20.0,27.71319444444445,54.0,19.5,2021,5,24,0,1,0,0,0,0,0,0,0.0,4.0,19.189999999999994,0.8999999999999998,65.375,23.070833333333336,28.6,18.6
2021-05-25,235.0,0.57125,1.46,0.0,14,10,20.0,20.0,20.0,27.470833333333335,54.0,19.6,2021,5,25,1,0,1,0,0,0,0,0,0.0,10.4,27.06,1.5250000000000001,65.625,23.525000000000002,30.4,18.4
2021-05-26,195.0,0.4741666666666667,1.22,0.0,13,8,20.0,20.0,20.0,26.754166666666663,47.0,19.4,2021,5,26,2,0,0,1,0,0,0,0,0.0,10.899999999999999,23.77,1.1833333333333331,61.083333333333336,22.441666666666666,26.6,19.2
2021-05-27,157.0,0.37999999999999995,0.99,0.0,13,0,20.0,20.0,20.0,27.472916666666674,53.0,19.5,2021,5,27,3,0,0,0,1,0,0,0,28.5,0.0,3.14,0.6500000000000001,92.58333333333333,17.9625,21.0,16.5
2021-05-28,193.0,0.46875,1.28,0.0,13,6,20.0,20.0,20.0,27.40138888888889,52.0,19.4,2021,5,28,4,0,0,0,0,1,0,0,0.0,3.7,17.609999999999996,0.8333333333333331,76.54166666666667,21.416666666666668,25.9,16.7
2021-05-29,173.0,0.42,1.34,0.0,13,6,20.0,20.0,20.0,27.572916666666675,60.0,19.0,2021,5,29,5,0,0,0,0,0,1,0,0.0,5.5,16.67,1.1583333333333332,65.79166666666667,23.483333333333334,28.4,19.2
2021-05-30,5.0,0.012499999999999999,0.06,0.0,5,0,20.0,20.0,20.0,29.05694444444445,50.0,23.5,2021,5,30,6,0,0,0,0,0,0,1,3.5,5.999999999999999,18.84,1.5583333333333333,71.54166666666667,22.041666666666668,26.2,19.0
2021-05-31,194.0,0.4708333333333334,1.28,0.0,12,8,20.0,20.0,20.0,27.667361111111106,51.0,19.7,2021,5,31,0,1,0,0,0,0,0,0,0.5,6.8,24.27,0.8874999999999997,67.08333333333333,21.375,24.7,17.1
2021-06-01,214.0,0.5470833333333334,1.41,0.0,13,10,20.0,20.0,20.0,27.20486111111111,49.0,19.2,2021,6,1,1,0,1,0,0,0,0,0,5.0,9.0,25.870000000000005,1.1500000000000001,74.91666666666667,21.254166666666666,25.4,16.6
