,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
3,1.4,67.59
4,142.94,79.11
6,20.59,22.43
9,86.4,36.82
13,55.75,31.59
16,9.08,48.27
21,142.89,15.63
22,26.16,8.41
28,60.89,33.11
35,26.56,6.13
38,13.75,20.53
39,53.47,42.6
40,86.5,4.46
46,55.43,19.15
53,38.79,32.43
54,48.15,25.11
60,33.61,5.34
61,50.69,12.96
62,5.17,7.83
74,11.85,38.87
76,2.16,35.26
77,14.98,15.26
80,38.64,1.23
81,9.49,20.9
82,12.68,17.62
84,2.16,40.72
90,22.59,17.78
96,35.37,45.88
100,217.85,13.71
103,2.18,22.31
105,8.15,6.55
106,68.09,52.66
107,126.58,99.84
112,239.79,86.75
114,79.8,75.88
119,36.64,39.78
124,1.57,3.52
127,19.17,17.56
133,25.7,16.13
134,36.93,41.42
136,36.01,33.69
141,14.2,19.8
145,4.3,3.22
148,22.26,8.53
149,15.0,26.42
152,27.61,23.84
164,29.1,27.02
169,2.7,35.53
170,161.56,61.77
178,48.28,17.32
179,39.31,8.17
180,37.85,183.47
181,36.27,148.39
182,5.88,60.27
184,82.82,144.62
188,8.61,30.9
196,18.7,18.91
199,25.13,5.57
201,86.67,5.23
207,22.36,23.47
212,5.27,49.2
217,28.92,6.41
218,18.33,12.1
219,5.9,45.17
221,46.01,30.96
223,45.43,58.05
227,4.25,18.21
229,15.87,78.72
231,10.8,30.01
232,110.44,77.36
235,17.46,20.93
240,9.96,27.47
241,327.3,1.49
243,6.47,10.0
245,0.7,76.4
246,153.38,14.94
251,30.19,13.52
253,34.66,1.01
254,371.28,3.65
256,47.04,15.3
260,16.95,16.47
261,28.69,24.96
262,45.87,225.7
265,23.18,9.9
267,42.18,0.81
274,620.27,199.02
276,669.5,322.64
277,1734.94,225.77
278,59.56,38.46
282,878.27,41.53
283,686.2,248.97
288,44.36,29.35
291,35.64,66.62
294,35.64,15.37
295,47.2,38.25
296,25.08,40.32
300,20.17,1.02
305,18.62,0.73
307,4.77,5.29
310,8.46,15.1
316,19.44,6.2
320,17.9,9.52
322,23.25,17.09
327,17.6,5.4
329,18.4,7.6
332,24.57,23.51
335,59.75,0.06
342,3.54,17.98
357,111.88,68.63
359,162.21,62.41
364,41.05,74.63
