,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,4.87,4.0,3.65
1,4.5,3.0,3.13
2,6.71,5.0,5.2
5,8.92,8.0,8.57
7,11.82,9.0,9.22
8,19.18,19.0,20.65
10,3.75,3.0,2.64
11,11.62,13.0,13.53
12,5.24,7.0,7.01
14,16.23,15.0,15.16
15,7.57,9.0,9.74
17,0.97,3.0,3.76
18,7.36,6.0,5.01
19,5.46,6.0,6.04
20,5.22,4.0,3.52
23,1.86,3.0,3.1
24,4.77,4.0,4.23
25,8.91,5.0,4.92
26,5.04,4.0,4.46
27,4.89,6.0,5.44
29,2.89,3.0,2.6
30,4.05,5.0,4.81
31,4.39,3.0,3.37
32,2.21,3.0,2.7
33,3.29,3.0,2.87
34,3.16,4.0,3.81
36,4.78,4.0,3.65
37,4.76,3.0,2.81
41,4.25,4.0,4.38
42,4.65,3.0,2.85
43,7.1,7.0,6.95
44,4.21,3.0,3.86
45,3.18,3.0,3.15
47,6.44,8.0,8.08
48,4.57,6.0,5.52
49,5.99,4.0,3.91
50,7.19,8.0,7.84
51,4.87,3.0,2.78
52,1.16,4.0,4.16
55,6.96,9.0,8.61
56,5.75,7.0,7.57
57,9.15,10.0,9.44
58,3.97,3.0,3.01
59,2.37,3.0,3.01
63,11.12,11.0,11.02
64,10.43,9.0,8.57
65,3.95,3.0,3.07
66,1.67,3.0,3.25
67,11.54,12.0,11.75
68,13.71,12.0,11.72
69,15.03,13.0,12.97
70,13.36,17.0,16.89
71,12.53,13.0,13.2
72,3.15,3.0,3.04
73,3.09,3.0,3.26
75,13.17,13.0,13.09
78,12.43,12.0,12.26
79,5.4,4.0,4.01
83,10.24,12.0,11.72
85,12.18,12.0,12.13
86,3.02,3.0,3.1
87,1.01,3.0,2.7
88,12.15,15.0,14.3
89,9.5,12.0,11.44
91,10.24,9.0,9.75
92,7.97,8.0,7.73
93,2.43,3.0,2.83
94,3.53,4.0,4.17
95,10.38,11.0,10.86
97,14.53,13.0,13.58
98,11.65,12.0,11.58
99,11.7,11.0,11.14
101,5.09,7.0,6.76
102,16.88,16.0,15.7
104,13.83,14.0,13.5
108,2.4,3.0,1.78
109,28.42,25.0,27.83
110,28.35,27.0,26.72
111,25.68,24.0,24.28
113,8.13,3.0,2.23
115,7.72,11.0,11.39
116,22.81,20.0,20.12
117,13.08,14.0,14.34
118,22.53,21.0,22.29
